Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,UT (Accession Number)
"Qiu, WB; Gao, QH; Xiao, JM; Cai, S; Xu, RQ; Cao, YL",Blockchain-Based Federated Learning-Enabled Adaptive Model Compression Scheme for Low-Latency Communications Among Resource-Constrained Devices,2026,"ALGORITHMS AND ARCHITECTURES FOR PARALLEL PROCESSING, ICA3PP 2025, PT VI",0,10.1007/978-981-95-8411-6_1,Proceedings Paper,,WOS:001763390400001
"Straus, JVD; Andreev, VK; Koeleman, T; Sepanosian, T; Machado, MR",Explaining to defend: SHAP-based defense mechanism against adversarial attacks in P2P credit risk,2026,EXPERT SYSTEMS WITH APPLICATIONS,1,10.1016/j.eswa.2025.130432,Article,,WOS:001631641500015
"Crivellari, A; Shi, YH",Federated LSTM-based deep learning model for privacy-preserving predictions of human trajectories across multiple data providers,2026,ANNALS OF GIS,0,10.1080/19475683.2026.2617187,Article,,WOS:001665792500001
"Chung, WC; Lo, CA; Lin, YH; Chen, ZH; Hung, CL","Decentralized Federated Learning with Non-IID Data: Challenges, Trends, and Future Opportunities",2026,ACM COMPUTING SURVEYS,10,10.1145/3785657,Article,,WOS:001714518300005
"Shiranthika, C; Kafshgari, ZH; Hadizadeh, H; Saeedi, P",MedSegNet10: A Publicly Accessible Network Repository for Split Federated Medical Image Segmentation,2026,BIOENGINEERING-BASEL,1,10.3390/bioengineering13010104,Article,,WOS:001670788200001
"Spantideas, ST; Giannopoulos, AE; Levis, GA; Trakadas, P",FedRA: A Fully Decentralized Federated Learning Framework for Robust Intelligence Sharing across O-RAN dApps,2026,IEEE COMMUNICATIONS MAGAZINE,4,10.1109/MCOM.001.2500368,Article; Early Access,,WOS:001714616600001
"Basudan, S; Alamer, A",Verifiable and privacy-preserving peer-to-peer federated learning with collaborative incentives for edge-IoMT,2026,PEER-TO-PEER NETWORKING AND APPLICATIONS,0,10.1007/s12083-026-02258-y,Article,,WOS:001791303000002
"Zhao, ZH; Alzubaidi, L; Alwzwazy, HA; Zhang, JL; Alammar, Z; Gu, YT","A systematic review of artificial intelligence-driven decentralized learning in healthcare: emerging techniques, applications, challenges and future directions",2026,ARTIFICIAL INTELLIGENCE REVIEW,3,10.1007/s10462-026-11540-7,Article,,WOS:001772767000001
"Shammar, E; Cui, XH; Al-qaness, M","Swarm Learning: A Survey of Concepts, Applications, and Trends",2026,ACM TRANSACTIONS ON PRIVACY AND SECURITY,0,10.1145/3799890,Article,,WOS:001828050600001
"Baali, FA; Lhasnaoui, C; Ait-Mlouk, A; Agouti, T","Federated Learning for Large Language Models: Opportunities, Challenges, and Open Research Directions",2026,MACHINE LEARNING,0,10.1007/s10994-026-07142-7,Review,,WOS:001860577000001
"Zhang, HL; Xu, FH; Yu, ZY; Pang, SC; Hu, CQ; Yu, JG",DFPL: Decentralized Federated Prototype Learning Across Heterogeneous Data Distributions,2026,IEEE INTERNET OF THINGS JOURNAL,1,10.1109/JIOT.2025.3634124,Article,,WOS:001681790200028
"Ren, CE; Cheng, SY; Li, N; Chen, CLP",Privacy-preserving decentralized federated broad continuous learning based on complete binary tree,2026,NEUROCOMPUTING,0,10.1016/j.neucom.2026.133437,Article,,WOS:001734495800001
"Wang, HY; Yin, ZL; Chen, B; Zeng, YJ; Yan, XY; Zhou, CY; Li, AJ",ROFED-LLM: Robust Federated Learning for Large Language Models in Adversarial Wireless Environments,2026,IEEE TRANSACTIONS ON NETWORK SCIENCE AND ENGINEERING,19,10.1109/TNSE.2025.3590975,Article,,WOS:001630615200012
"Panchariya, H; Narwal, N; Qadri, F; Chakraborty, R; Goyal, P",AgriFed: A Federated Learning Approach for Scalable and Secure Crop Disease Detection,2026,"AGRICULTURAL-CENTRIC COMPUTATION, ICA 2025",0,10.1007/978-3-032-17083-5_3,Proceedings Paper,,WOS:001778102400003
"Arachchige, TK; Boeva, V; Abghari, S; Grahn, H; Casalicchio, E",Enhancing Federated Learning via Robust Client Behavior Eccentricity Analysis,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3699045,Article,,WOS:001788886000007
"Luo, QQ; Yu, T; Pan, ZN",Directed Knowledge Transfer with Data-driven Trust Evaluation for Personalized Non-Intrusive Load Monitoring,2026,PROTECTION AND CONTROL OF MODERN POWER SYSTEMS,0,10.23919/PCMP.2025.000076,Article,,WOS:001865915800009
"Qiao, Y; Sathyanarayana, NB; Shi, CW; He, ZF; Wang, T; Hou, T","A survey on adversarial machine learning: Attacks, defenses, real-world applications, and future research directions",2026,NEUROCOMPUTING,2,10.1016/j.neucom.2026.132670,Article,,WOS:001672763000001
"Zhu, WC; Zhao, BZH; Luo, S; Deng, K",MANDERA: MALICIOUS NODE DETECTION IN FEDERATED LEARNING VIA RANKING,2026,ANNALS OF APPLIED STATISTICS,0,10.1214/26-AOAS2147,Article,,WOS:001783170200012
"Malhotra, R; Bansal, A; Kessentini, M",Assessing security vulnerabilities in a docker-enabled federated learning framework with hyperparameter tuning for software bug prediction,2026,INTERNATIONAL JOURNAL OF INFORMATION SECURITY,0,10.1007/s10207-026-01213-5,Article,,WOS:001684648500001
"Wang, SL; Liu, JC; Xu, HL; Tang, CX; Ma, QP; Huang, LS",Toward Communication-Efficient Decentralized Federated Graph Learning Over Non-IID Data,2026,IEEE TRANSACTIONS ON MOBILE COMPUTING,1,10.1109/TMC.2025.3641696,Article,,WOS:001732670500007
"Mishra, S; Prajapati, Y; Aggarwal, K; Pal, S",BloBS-FL: A Robust Architecture of Blockchain Based Decentralized Split Federated Learning,2026,"2026 18TH INTERNATIONAL CONFERENCE ON COMMUNICATION SYSTEMS AND NETWORKS, COMSNETS",1,10.1109/COMSNETS67989.2026.11418208,Proceedings Paper,,WOS:001820181100215
"Hu, F; Chang, T; Wu, MH; Dong, SP; Zhou, J; Yin, JQ; Wang, XD",FedETE: Privacy-Preserving Federated Event Trigger Extraction,2026,"NATURAL LANGUAGE PROCESSING AND CHINESE COMPUTING, NLPCC 2025, PT IV",0,10.1007/978-981-95-3352-7_6,Proceedings Paper,,WOS:001720981600006
"Binbusayyis, A; Sha, M",Secure and privacy-preserving intrusion detection in smart networks via blockchain-based federated learning and optimized deep learning models,2026,HIGH-CONFIDENCE COMPUTING,0,10.1016/j.hcc.2025.100355,Article,,WOS:001758336200001
"Chen, XM; Meng, T; Li, ZJ; Sun, Q; Li, D; Jiang, CX; Ai, B",FedHRA: A Joint Optimization Framework for Fast Convergent Decentralized Federated Learning in LEO Satellite Networks,2026,IEEE TRANSACTIONS ON MOBILE COMPUTING,1,10.1109/TMC.2026.3664674,Article,,WOS:001785990500028
"Shahzad, K; Khashir, A; Tufail, H; Ahad, A; Ali, Z; Madeira, F; Pires, IM",Federated Convolutional Neural Networks (F-CNNs) for privacy-preserving multi-class skin lesion classification,2026,ARRAY,0,10.1016/j.array.2025.100667,Article,,WOS:001668422600001
"Jiang, ZX; Chi, C; Liu, YZ; Du, HH; Jia, ZX; Ding, TR; Wu, QH; Guan, ZY; Li, DW; Susilo, W",BSFL: Secure and Efficient Blockchain-Based Split Federated Learning for Internet of Vehicles,2026,IEEE INTERNET OF THINGS JOURNAL,0,10.1109/JIOT.2026.3695964,Article,,WOS:001830680600010
"Cajaraville-Aboy, D; Moure-Garrido, M; Beis-Penedo, C; Garcia-Rubio, C; Diaz-Redondo, RP; Campo, C; Fernández-Vilas, A; Fernández-Veiga, M",CO-DEFEND: Continuous decentralized federated learning for secure DoH-based threat detection,2026,COMPUTER NETWORKS,0,10.1016/j.comnet.2025.111961,Article,,WOS:001657141800001
"Trivedi, D; Boudguiga, A; Kaaniche, N; Triandopoulos, N",SplitML: A Unified Privacy-Preserving Architecture for Federated Split-Learning in Heterogeneous Environments,2026,ELECTRONICS,3,10.3390/electronics15020267,Article,,WOS:001670339000001
"Mohammadi, K; Kozegar, E; Atani, RE",HashLearner: A Secure Decentralized Learning Framework Based on HashGraph,2026,ISECURE-ISC INTERNATIONAL JOURNAL OF INFORMATION SECURITY,0,10.22042/isecure.2026.242015,Article,,WOS:001845251100017
"Murakata, K; Kuribayashi, M; Sakai, M; Isobe, S; Koizumi, E",Decentralized Federated Learning Using Blockchain with Token Allocation Based on Contribution of Model Updates,2026,IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES,0,10.1587/transfun.2025CIP0025,Article,,WOS:001713001100005
"Abu-Al-Aish, A; Shraa, T",Energy-efficient federated deep learning for edge-based image recognition in resource-constrained IoT environments,2026,CLUSTER COMPUTING-THE JOURNAL OF NETWORKS SOFTWARE TOOLS AND APPLICATIONS,0,10.1007/s10586-026-06502-1,Article,,WOS:001862374100005
"Bithi, M; Masud, ME; Hossain, MA",A new adaptive federated learning approach for privacy preserving UAV anomaly detection under non-IID distributions,2026,SCIENTIFIC REPORTS,5,10.1038/s41598-026-38732-z,Article,,WOS:001714922000019
"Liu, JC; Yan, JM; Xu, HL; Wang, L; Wang, ZY; Huang, JY; Qiao, CM",Accelerating Decentralized Federated Learning With Probabilistic Communication in Heterogeneous Edge Computing,2026,IEEE TRANSACTIONS ON NETWORKING,8,10.1109/TON.2025.3600015,Article,,WOS:001565190900001
"Zanatta, RC; Vanzin, VJB; Matos, SN; Garcia, RD; Moreira, DA; Ueyama, J",A Decentralized Learning Architecture for Medical Prescription Anomaly Detection via Hybrid Federated-Swarm Learning,2026,IEEE LATIN AMERICA TRANSACTIONS,0,10.1109/TLA.2026.11613856,Article,,WOS:001824272900008
"Poornachander, I; Jatoth, RK; Pawar, S",Advanced Quantum Computing-Integrated Artificial Intelligence for Data Processing Applications: A Comprehensive Review,2026,COGNITIVE COMPUTATION,0,10.1007/s12559-026-10646-y,Review,,WOS:001847536800001
"Alkilinç, A; Okay, FY; Kök, I; Özdemir, S","A comprehensive survey on federated semi-supervised learning: applications, challenges, and future directions",2026,CLUSTER COMPUTING-THE JOURNAL OF NETWORKS SOFTWARE TOOLS AND APPLICATIONS,1,10.1007/s10586-026-06028-6,Review,,WOS:001729871700018
"Sami, A; Ali, M; Malik, F; Khan, QW; Ahmad, N; Smerat, A; Samee, NA; Jamjoom, MM",Privacy-aware eye disease diagnosis using federated learning with swin transformer,2026,PEERJ COMPUTER SCIENCE,0,10.7717/peerj-cs.3942,Article,,WOS:001830428500001
"Crispo, B; Cristiano, GM; D'Antonio, S; Mazzeo, G; Romano, L",Model Poisoning Efficiency Evaluation in Non-IID Federated Learning,2026,"ADVANCED INFORMATION NETWORKING AND APPLICATIONS, AINA-2026, VOL 7",0,10.1007/978-3-032-23341-7_6,Proceedings Paper,,WOS:001799241300006
"Sanu, AS; Chitra, M",A Novel Federated Approach to Model Aggregation for Global Model in Cooperative Wireless Communication,2026,CYBERNETICS AND SYSTEMS,1,10.1080/01969722.2025.2551007,Article,,WOS:001566057200001
"Korba, AA; Bouchiha, MA; Ghamri-Doudane, Y",BAROP: A Blockchain-Auditable and Adversary-Resilient On-Chain Peer-to-Peer learning framework for EV charging intrusion detection,2026,MACHINE LEARNING WITH APPLICATIONS,0,10.1016/j.mlwa.2026.100981,Article,,WOS:001857081900001
"Almaktoom, G; Aladhadh, S; El Khediri, S","Privacy-Preserving Phishing Detection: A Systematic Review of LLMs, Federated Learning, and Blockchain Integration",2026,CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,0,10.32604/cmes.2026.078774,Review,,WOS:001760838300001
"Loukil, O; Amri, S; Barhoumi, W",Enhancing Tomato Leaf Disease Detection Using Federated Learning for Efficiency and Privacy Preservation,2026,VIETNAM JOURNAL OF COMPUTER SCIENCE,0,10.1142/S2196888826500156,Article; Early Access,,WOS:001845885500001
"Xue, KP; Li, JC; Xue, R; Xue, YJ; Zhao, JC",RobustPPFL: A Secure and Robust Privacy-Preserving Federated Learning Framework Against Poisoning Attacks,2026,IEEE TRANSACTIONS ON NETWORK SCIENCE AND ENGINEERING,1,10.1109/TNSE.2025.3632902,Article,,WOS:001643441400003
"Zhang, ZS; Zhang, HN; Li, WH; Zhang, QN; Dong, J; Tong, YX; Zheng, ZM","FedSEA-LLaMA: A Secure, Efficient and Adaptive Federated Splitting Framework for Large Language Models",2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 34",0,,Proceedings Paper,,WOS:001769419900026
"Guenzburger, E; Hummel, P",A Question of Benchmarking. Insights from Decentralized Networks for the Governance of Federated Machine Learning,2026,AMERICAN JOURNAL OF BIOETHICS,0,10.1080/15265161.2026.2690958,Editorial Material,,WOS:001841076900001
"Zhu, LZ; Zhao, B; Peng, R","Blockchain-Enabled Federated Learning: A Survey on System Design, Key Challenges, and Future Directions",2026,ELECTRONICS,0,10.3390/electronics15081572,Review,,WOS:001749633200001
"Kaimal, SS; Jb, A; Reka, SS; Venugopal, P",Federated training of spiking neural networks on edge hardware for audio processing,2026,FRONTIERS IN NEUROSCIENCE,1,10.3389/fnins.2026.1827009,Article,,WOS:001776869600001
"Sandouka, S; Felemban, M",FedGB: A Generator-Based Federated Learning Against Reconstruction Attacks,2026,IEEE OPEN JOURNAL OF THE COMPUTER SOCIETY,0,10.1109/OJCS.2026.3700901,Article,,WOS:001797678100002
"Yin, CX; He, K; Shi, JL",HDP-FedCD: Data-quality-driven hierarchical federated learning for optimizing privacy protection in non-IID data,2026,FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE,0,10.1016/j.future.2025.108140,Article,,WOS:001585411100002
"Dong, QH; Dai, ZY; Gao, YS; Zheng, YF; Fu, AM; Susilo, W",FORCE: Byzantine-Resilient Decentralized Federated Learning via Game-Theoretic Contribution Aggregation,2026,IEEE TRANSACTIONS ON INFORMATION FORENSICS AND SECURITY,1,10.1109/TIFS.2026.3674690,Article,,WOS:001727137100002
"Dai, YM; Tan, R",A Continuous-Time On-Device Federated Learning Network,2026,IEEE TRANSACTIONS ON NETWORKING,0,10.1109/TON.2026.3650762,Article,,WOS:001669212700001
"Alevcan, V; Ali, MF; Tsado, Y; Atal, S; Correia, P; Ntantogian, C; Adebisi, B; Campos, LM",A Decentralized Federated WGAN-GP Framework for Anomaly Detection in Industrial Control Systems,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3704897,Article,,WOS:001808950900034
"Islam, MR; Akhi, JF; Nakachi, T",Federated Gaussian Process Regression with Orthogonal Feature Encryption and Key-Based Access Control,2026,INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS,0,,Article,,WOS:001741498300001
"Forootani, A; Iervolino, R",Asynchronous Federated Learning: A Scalable Approach for Decentralized Machine Learning,2026,IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS,5,10.1109/TSMC.2025.3648504,Article,,WOS:001669354500001
"Schlegel, M; Scheliga, D; Sattler, KU; Seeland, M; Mäder, P",Lowering barriers to federated learning: collaboration management and provenance,2026,JOURNAL OF BIG DATA,1,10.1186/s40537-025-01350-z,Article,,WOS:001697683000001
"Lin, JY; Chen, JG; Xiong, JC; Jiao, D; Zhao, WZ; Xiang, Y",A Lightweight Privacy-Preserving Federated Learning Framework for Heterogeneity-Resilient Skin Cancer Diagnosis,2026,IEEE JOURNAL OF BIOMEDICAL AND HEALTH INFORMATICS,5,10.1109/JBHI.2025.3578125,Article,,WOS:001841836400019
"Salazar, T; Araujo, H; Cano, A; Abreu, PH","A survey on group fairness in federated learning: challenges, taxonomy of solutions and directions for future research",2026,ARTIFICIAL INTELLIGENCE REVIEW,8,10.1007/s10462-025-11475-5,Article,,WOS:001668906700001
"Xing, ZB; Zhang, ZJ; Zhang, Z; Li, Z; Li, M; Liu, JM; Zhang, ZY; Zhao, Y; Sun, Q; Zhu, LH; Russello, G",Zero-Knowledge Proof-Based Verifiable Decentralized Machine Learning in Communication Network: A Comprehensive Survey,2026,IEEE COMMUNICATIONS SURVEYS AND TUTORIALS,16,10.1109/COMST.2025.3561657,Article,,WOS:001654837700007
"Luan, XK; Bi, YG; Zhang, K; Huang, ZX; Su, Z; Luan, TH; Hu, B",Poisoning-Assisted Membership Inference in Federated Learning,2026,IEEE TRANSACTIONS ON DEPENDABLE AND SECURE COMPUTING,0,10.1109/TDSC.2026.3699355,Article,,WOS:001866126700048
"Umair, M; Tan, WH; Foo, YL",Hierarchical Federated Learning Approach for IoT Attacks Classification,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3686024,Article,,WOS:001758089600030
"Zamanirafe, M; Zhang, N; Sakr, AH",Decentralized intelligence for internet of vehicles: A hierarchical blockchain federated learning approach,2026,VEHICULAR COMMUNICATIONS,0,10.1016/j.vehcom.2026.101070,Article,,WOS:001856383900001
"Usman, G; Ahmad, U; Safdar, S; Bashir, K; Adnan, A; Nasir, A; Iqbal, S",A Novel Maize Plant Disease Classification using Federated Machine Learning in Smart Agriculture,2026,DATA INTELLIGENCE,0,10.3724/2096-7004.di.2025.0097,Article,,WOS:001799546300001
"Zhu, CL; Wang, SL; Fan, XX; Deng, XJ; Liu, SH; He, YY; Wu, CLMG",Blockchain-Enhanced Federated Learning for Secure and Intelligent Consumer Electronics: An Overview,2026,IEEE CONSUMER ELECTRONICS MAGAZINE,7,10.1109/MCE.2025.3546422,Article,,WOS:001630883600008
"Bao, JY; Di, YC; Shen, S; Hu, RS; Liu, Y",Personalized semi-decentralized federated recommender,2026,INFORMATION PROCESSING & MANAGEMENT,3,10.1016/j.ipm.2025.104360,Article,,WOS:001562326200002
"Azeez, NA; Malomo, OS; Okerinde, OM; Ademoye, AA; Aaron, DS; Van Der Vyver, C; Ogbonna, CE",Adversarial Training and Differential Privacy-Style Noise Injection for Privacy-Preserving Vertical Federated Learning,2026,INFORMATICS-BASEL,0,10.3390/informatics13080127,Article,,WOS:001859045700001
"Qu, ZG; Li, Y; Liu, B; Gupta, D; Tiwari, P",DTQFL: A Digital Twin-Assisted Quantum Federated Learning Algorithm for Intelligent Diagnosis in 5G Mobile Network,2026,IEEE JOURNAL OF BIOMEDICAL AND HEALTH INFORMATICS,30,10.1109/JBHI.2023.3303401,Article,,WOS:001662927800002
"Kirch, J; Becker, S; Rodrigues, TK; Harmeling, S",DFCA: Decentralized Federated Clustering Algorithm,2026,IEEE INTERNET OF THINGS JOURNAL,4,10.1109/JIOT.2026.3669440,Article,,WOS:001773201800046
"Vlachos, E; Mygdalis, V; Pitas, I",R-SVDD: A decentralized radius-aware federated prototype object detection framework,2026,KNOWLEDGE-BASED SYSTEMS,0,10.1016/j.knosys.2026.116918,Article,,WOS:001865689700001
"Tong, ZH; Wang, JJ; Zhang, X; Jiang, CX; Liu, JW; Debbah, M",Federated Generative Diffusion Model for Secure Communications,2026,IEEE WIRELESS COMMUNICATIONS,2,10.1109/MWC.2025.3625127,Article,,WOS:001616380400001
"Hu, ZY; Wang, XH; Chen, C; Wang, YH",Backspin: A backdoor attack framework for split learning based on smashed data,2027,NEURAL NETWORKS,0,10.1016/j.neunet.2026.109402,Article,,WOS:001832545500001
"Tseng, YC; Lin, CS",Selecting Collaborative Learning Paradigms for Edge IoT: An E-M-O-Based Comparative Simulation with Design Guidelines,2026,"INTERNATIONAL WORKSHOP ON ADVANCED IMAGING TECHNOLOGY, IWAIT 2026",0,10.1117/12.3108622,Proceedings Paper,,WOS:001728213300045
"Mahmud, F; Mahmud, F; Rahman, RM","A Survey of Federated Learning: Advances in Architecture, Synchronization, and Security Threats",2026,CMC-COMPUTERS MATERIALS & CONTINUA,3,10.32604/cmc.2025.073519,Review,,WOS:001672795000001
"Notas, G; Berikol, GB",Electronic health records in emergency medicine: from accountability to opportunity,2026,FRONTIERS IN DISASTER AND EMERGENCY MEDICINE,0,10.3389/femer.2026.1924231,Editorial Material,,WOS:001848900500001
"Leng, JC; Lin, ZH; Ding, M; Zou, Z; Vucetic, B",Mobility-Aware Federated Learning: Optimizing Performance With Interpretable Models and Wireless Channel Resource Allocation,2026,IEEE TRANSACTIONS ON MOBILE COMPUTING,0,10.1109/TMC.2025.3624803,Article,,WOS:001681140400014
