Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,UT (Accession Number)
"Hou, M; Bai, CX; Wu, L; Liu, H; Zhang, K; Liu, WW; Hong, RC; Tang, RM; Wang, M",RecCocktail: A Generalizable and Efficient Framework for LLM-Based Recommendation,2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 17",0,,Proceedings Paper,,WOS:001768257000080
"Abdisarabshali, P; Nadimi, F; Borazjani, K; Khosravan, N; Liwang, M; Ni, W; Niyato, D; Langberg, M; Hosseinalipour, S",Hierarchical Federated Foundation Models over Wireless Networks for Multi-Modal Multi-Task Intelligence: Integration of Edge Learning with D2D/P2P-Enabled Fog Learning Architectures,2026,IEEE COMMUNICATIONS MAGAZINE,0,10.1109/MCOM.001.2500502,Article,,WOS:001702983100001
"Yang, TT; Zhang, P; Zheng, MF; Shi, YX; Jing, LW; Huang, JB; Li, N",WirelessGPT: A Generative Foundation Model for Multi-Task Integrated Sensing and Communication,2026,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,1,10.1109/JSAC.2025.3640156,Article,,WOS:001696628300009
"Song, X; He, YH; Peng, L; Gong, YH",Multi-Task Unified Domain Incremental Learning With Domain Difference Adapters,2026,IEEE TRANSACTIONS ON IMAGE PROCESSING,1,10.1109/TIP.2026.3678033,Article,,WOS:001743138700001
"Yu, ZY; Idris, MYI; Wang, P; Qureshi, R",DINOv3-Powered Multi-Task Foundation Model for Quantitative Remote Sensing Estimation (Student Abstract),2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 48",0,,Proceedings Paper,,WOS:001769952500192
"Zhang, JY; Jafary-Zadeh, M; Laskowski, R; Choo, YYD; Sing, SL",Insights beneath the surface: Physics-guided multi-task learning for in situ defect detection in laser powder bed fusion,2026,JOURNAL OF MANUFACTURING PROCESSES,3,10.1016/j.jmapro.2026.04.032,Article,,WOS:001758639800001
"Kuzmenko, D; Shvai, N",MoIRA: Modular instruction routing architecture for multi-task robotics,2026,NEUROCOMPUTING,0,10.1016/j.neucom.2026.132962,Article,,WOS:001688338400001
"Shibli, A; Nascetti, A; Ban, YF",Noise2Map: End-to-End Diffusion Model for Semantic Segmentation and Change Detection,2026,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,0,10.1109/TGRS.2026.3687393,Article,,WOS:001770872900002
"Cui, MX; Wu, T; Li, XW; Wang, CZ; Wang, GA; Zhuang, CY; Gu, JJ; Liang, XB; Li, X",CWPS: Efficient Channel-Wise Parameter Sharing for Knowledge Transfer,2026,IEEE TRANSACTIONS ON IMAGE PROCESSING,0,10.1109/TIP.2025.3620681,Article,,WOS:001696615500001
"Zhang, FH; Ren, YL; Tan, M; Liu, W; Lv, XW; Zeng, CR",GPTNLF: A large language model enhanced method for short-term multi-task net load forecasting,2026,EXPERT SYSTEMS WITH APPLICATIONS,0,10.1016/j.eswa.2026.132745,Article,,WOS:001768914700001
"Ji, Z; Cao, WL; Zhang, Y; Pang, YW; Han, JG",Underlying Semantic Diffusion for Effective and Efficient In-Context Learning,2026,IEEE TRANSACTIONS ON IMAGE PROCESSING,0,10.1109/TIP.2026.3707788,Article,,WOS:001815291500004
"Ding, D; Liu, ZC; Chen, H",Multi-Task-Driven Adapter-Based Foundation Model for Locomotion Prediction in Virtual Reality,2026,ACM TRANSACTIONS ON MULTIMEDIA COMPUTING COMMUNICATIONS AND APPLICATIONS,0,10.1145/3786206,Article,,WOS:001829262400001
"Zhou, Y; Bai, P; Shi, XD","UniVoice: a unified framework for text-to-speech, singing voice synthesis, and opera singing synthesis",2026,APPLIED INTELLIGENCE,1,10.1007/s10489-026-07137-w,Article,,WOS:001696126400001
"Yu, YY; Wang, KR; Zhang, M",OMPT: One-stage multiple prompts transfer learning,2026,NEUROCOMPUTING,0,10.1016/j.neucom.2026.133997,Article,,WOS:001785386400001
"Fan, X; Hu, JS; Zheng, W; Liu, YL; Gao, SY",SLMFL: Structural and semantic fusion for fault localization based on Small Language Models,2026,INFORMATION AND SOFTWARE TECHNOLOGY,0,10.1016/j.infsof.2026.108143,Article,,WOS:001744330900001
