Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,UT (Accession Number)
"Biswas, AK; Fahim, M; Fuad, MTH; Mazumder, AMR; Ali, AA; Rahman, AM",Training-free layer selection for partial fine-tuning of language models,2026,INFORMATION SCIENCES,0,10.1016/j.ins.2026.123204,Article,,WOS:001690342200001
"Tang, AK; Shen, L; Luo, Y; Xie, S; Hu, H; Zhang, LF; Du, B; Tao, DC",Zero-Shot Sparse Mixture of Low-Rank Experts Construction From Pre-Trained Foundation Models,2026,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,0,10.1109/TPAMI.2025.3612480,Article,,WOS:001680188300030
"Li, JJ; Rabbi, F; Cheng, C; Sangalay, A; Tian, Y; Yang, JQ",An exploratory study on fine-tuning large language models for secure code generation,2026,EMPIRICAL SOFTWARE ENGINEERING,0,10.1007/s10664-026-10803-9,Article,,WOS:001700830600002
"Zhang, D",PESH: a parameter-efficient fine-tuning small sample histopathology images training framework,2026,ENGINEERING RESEARCH EXPRESS,0,10.1088/2631-8695/ae62df,Article,,WOS:001828313100001
"Zhang, XY; Zheng, XW; Li, Z; Ma, MJ; Liang, X; Ren, XX; Zhang, MZ",A Fine-tuning Multimodal Large Language Model for Endoscopic Report Generation,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,1,10.1016/j.bspc.2026.109737,Article,,WOS:001683932300001
"TehraniNasab, Z; Kumar, A; Arbel, T",Pixels Under Pressure: Exploring Fine-Tuning Paradigms for Foundation Models in High-Resolution Medical Imaging,2026,"EMERGING LLM/LMM APPLICATIONS IN MEDICAL IMAGING, ELAMI 2025",0,10.1007/978-3-032-07502-4_11,Proceedings Paper,,WOS:001668688900011
"Fang, ZH; Lin, Z; Chen, Z; Chen, XH; Gao, Y; Fang, YG",Automated Federated Pipeline for Parameter-Efficient Fine-Tuning of Large Language Models,2026,IEEE TRANSACTIONS ON MOBILE COMPUTING,3,10.1109/TMC.2025.3649881,Article,,WOS:001760350600037
"Fu, XT; Yao, ZW; Xu, Y; Xu, HL; Liao, YM",Federated fine-tuning on heterogeneous data with alternating device-to-device collaboration,2026,COMPUTER NETWORKS,0,10.1016/j.comnet.2025.111931,Article,,WOS:001645450000001
"Ma, J; Lyu, X; Jiang, J; Cui, QM; Yao, HP; Tao, XF",SplitFrozen: Split Learning with Device-Side Model Frozen for Fine-Tuning LLM on Heterogeneous Resource-Constrained Devices,2026,IEEE COMMUNICATIONS MAGAZINE,2,10.1109/MCOM.001.2500165,Article,,WOS:001632048800001
"Toksöz, SB; Isik, G; Sahin, G; Akin, E","Parameter-Efficient Fine-Tuning for Photovoltaic Cell Defect Classification: A Systematic Comparison of LoRA, QLoRA, and Full Fine-Tuning on ConvNeXt-Tiny",2026,SENSORS,1,10.3390/s26123659,Article,,WOS:001803848600001
"Zupan, M",An Evaluation Framework for Post-Trained Bookkeeping Language Models,2026,INTELLIGENT SYSTEMS IN ACCOUNTING FINANCE & MANAGEMENT,0,10.1002/isaf.70046,Article,,WOS:001853759900001
"More, A; Rusert, J",Is Adversarial Vulnerability a Real Trade-off in LoRA Fine-Tuned Models?,2026,SOUTHEASTCON 2026,0,10.1109/SOUTHEASTCON63549.2026.11476532,Proceedings Paper,,WOS:001832498200339
"Ye, SY; Ouyang, B; Qian, TY; Zeng, LK; Li, JY; Du, JS; Chu, XW; Xing, GL; Chen, X",Resource-Efficient Personal Large Language Models Fine-Tuning With Collaborative Edge Computing,2026,IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS,1,10.1109/TPDS.2026.3654957,Article,,WOS:001676231900004
"Liu, XY; Garg, M; Jeon, E; Jia, HL; Crowson, CS; Sauver, JS; Pagali, SR; Sohn, S",Sequential multi-site fine-tuning for incremental deployment of large language models for mobility functional status extraction,2026,JAMIA OPEN,0,10.1093/jamiaopen/ooag139,Article,,WOS:001824669700001
"Ahmad, A; Naeem, MR",Boosting Test Generation in Industrial Codebases: A Comparative Study of Base and Fine-Tuned LLMs,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3690571,Article,,WOS:001771131900017
"Aldaajani, T; Alqurashi, M; Aljuaid, S; Althobaiti, MJ",Performance and Computational Cost of Full and Parameter-Efficient Fine Tuning for Arabic Sentiment Classification Across Training Set Sizes,2026,COMPUTATION,0,10.3390/computation14080191,Article,,WOS:001858623900001
"Karlovic, R; Sever, L; Segota, SB; Mrzljak, V; Lorencin, I",Evaluating the Impact of Adapter-Based Fine-Tuning on Structured Parsing Performance in Large Language Models,2026,MACHINE LEARNING AND KNOWLEDGE EXTRACTION,0,10.3390/make8050138,Article,,WOS:001774893100001
"Oualha, N",APART: Access Policy-AwaRe LLM Fine-Tuning,2026,"ICT SYSTEMS SECURITY AND PRIVACY PROTECTION, SEC 2026",0,10.1007/978-3-032-27993-4_5,Proceedings Paper,,WOS:001832678400005
"Ye, H; Ge, XR; Wang, JQ; Fu, JC; Xin, X; Xue, J; Chen, Y; Ren, PJ; Chen, ZM",Beyond efficient fine-tuning: Efficient hybrid fine-tuning of CLIP models guided by explainable ViT attention,2026,INFORMATION PROCESSING & MANAGEMENT,0,10.1016/j.ipm.2026.104628,Article,,WOS:001674942100001
"Zhu, YQ; Wu, YY; Zhang, WS; Yang, XB",Parameter-efficient fine-tuning with layer pruning on medical sequence-to-sequence modeling,2026,HEALTH INFORMATION SCIENCE AND SYSTEMS,0,10.1007/s13755-026-00453-y,Article,,WOS:001736983200001
"Zhu, MY; Nguyen, PH",A Survey of LoRA Algorithm Variations for Language Models,2026,"NATURAL LANGUAGE PROCESSING AND INFORMATION SYSTEMS, NLDB 2025, PT I",0,10.1007/978-3-031-97141-9_19,Proceedings Paper,,WOS:001584527000019
"Dong, YJ; Zhang, HJ; Li, CM; Guo, S; Leung, VCM; Hu, XP",Fine-Tuning and Deploying Large Language Models Over Edges: Issues and Approaches,2026,IEEE COMMUNICATIONS MAGAZINE,4,10.1109/MCOM.001.2400602,Article,,WOS:001638263000001
"Nguyen, H; Le, J; Nguyen, C; Le, T; Vu, TT",LAPEFT: A Lexicon-Enhanced Approach to Parameter-Efficient Fine-Tuning for Financial News Sentiment Classification,2026,"AI 2025: ADVANCES IN ARTIFICIAL INTELLIGENCE, PT I",0,10.1007/978-981-95-4969-6_8,Proceedings Paper,,WOS:001717110300008
"Marsh, B; Michaleas, A; Ricke, DO; Monera, S; Zembruski, S",An efficient strategy for fine-tuning large language models,2026,FRONTIERS IN ARTIFICIAL INTELLIGENCE,1,10.3389/frai.2026.1665992,Article,,WOS:001704483700001
"Xu, LL; Xie, HR; Qin, SJ; Tao, XH; Wang, FL",Parameter-Efficient Fine-Tuning Methods for Pretrained Language Models: A Critical Review and Assessment,2026,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,17,10.1109/TPAMI.2026.3657354,Review,,WOS:001760393800008
"Li, XY; Min, YJ; Chen, HB; Du, ZK; Li, FL; Li, JJ",Generalizing Vision-Language Models with Dedicated Prompt Guidance,2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 28",1,,Proceedings Paper,,WOS:001769349500012
"Kumar, J; Tanguturi, MR; Janapati, LS; Chimalakonda, S",Can federated fine-tuning improve LLM-based code summarization? An empirical investigation on open-source repositories,2026,JOURNAL OF SYSTEMS AND SOFTWARE,0,10.1016/j.jss.2026.113010,Article,,WOS:001808947200001
"Mohammed, A; Kora, R",Enhancing Text-Based Deepfake Detection: A Comprehensive Evaluation of LoRA Fine-Tuned Large Language Models,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3675941,Article,,WOS:001727168600030
"Yeleussinov, A; Buribayev, Z; Beisov, N; Kalzhanov, N; Satymbekov, M; Akhatov, U; Alimkulov, Y",Fine-Tuning Qwen3 Models for the Legal Domain of Kazakhstan: A Comparative Study of LoRA-Adapted Models for Bilingual Legal Question Answering,2026,APPLIED SCIENCES-BASEL,1,10.3390/app16136777,Article,,WOS:001818063000001
"Szep, M; Rueckert, D; von Eisenhart-Rothe, R; Hinterwimmer, F",Fine-tuning Large Language Models with Limited Data: A Survey and Practical Guide,2026,TRANSACTIONS OF THE ASSOCIATION FOR COMPUTATIONAL LINGUISTICS,0,10.1162/TACL.a.627,Article,,WOS:001733567900001
"Bhattacharjee, P; Tian, FW; Rubin, GD; Lo, JY; Merchant, N; Hanson, HA; Gounley, J; Tandon, R",Learning to Diagnose Privately: DP-Powered LLMs for Radiology Report Classification,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3679277,Article,,WOS:001737491000002
"Guo, DP; Tran, A; Xiao, XL; Li, HM; Caragea, D",Multimodal Disaster-Related Tweet Classification with Parameter-Efficient Fine-Tuning of Large Language Models,2026,"SOCIAL NETWORKS ANALYSIS AND MINING, ASONAM 2025, PT III",0,10.1007/978-3-032-14107-1_34,Proceedings Paper,,WOS:001752224500034
"Fayyaz, I; Ali, GGMN; Khairunnesa, SS",LLMs in Fake News Detection: A Comparative Study of Zero-Shot and Fine-Tuned Open-Source Models,2026,"2026 INTERNATIONAL CONFERENCE ON SEMANTIC COMPUTING, ICSC",0,10.1109/ICSC67292.2026.00040,Proceedings Paper,,WOS:001835370700037
"Alzahrani, B; Yang, DJ",PrivLoRA: Enhancing Privacy in LoRA-Based Fine-Tuning of Large Language Models for Federated Learning,2026,"2026 INTERNATIONAL CONFERENCE ON COMPUTING, NETWORKING AND COMMUNICATIONS, ICNC",0,10.1109/ICNC68183.2026.11416880,Proceedings Paper,,WOS:001807851200124
"Yi, MJ; Zhang, HW; Dou, H; Shen, FR; Zhao, J",CacheFL: Federated cache tuning for contrastive vision-language models under limited resources and data,2026,PATTERN RECOGNITION,0,10.1016/j.patcog.2026.114285,Article,,WOS:001809263300001
"Bian, J; Wang, L; Zhang, L; Xu, J",FedALT: Federated Fine-Tuning through Adaptive Local Training with Rest-of-World LoRA,2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 24",0,,Proceedings Paper,,WOS:001768419600028
"Krawczyki, N; Probierz, B; Kozak, J",Fine-Tuning of Multilingual Language Models for Low-Resource Smishing Detection Using LoRA,2026,"INTELLIGENT INFORMATION AND DATABASE SYSTEMS, ACIIDS 2026, PT I",0,10.1007/978-981-92-0071-9_8,Proceedings Paper,,WOS:001795844600008
"Tao, R; Zhan, QG; Ding, FY; Liu, GS; Xie, XR; Tang, HJ",SpikeLoRA: Power-efficient low-rank adaptation based on spiking neural network,2026,NEUROCOMPUTING,0,10.1016/j.neucom.2026.133947,Article,,WOS:001776570200001
"Honda, S; Ikari, K; Fujisaki, M; Tanaka, E; Harigai, M",Medical pre-training and fine-tuning improve large-language-model prediction of rheumatoid-arthritis disease activity,2026,MODERN RHEUMATOLOGY,0,10.1093/mr/roag039,Article; Early Access,,WOS:001776530600001
"Pan, HZ; Wu, GS; Liu, Y; Han, JG",Text-Centric multimodal sentiment analysis with asymmetric fine-tuning,2026,PATTERN RECOGNITION,2,10.1016/j.patcog.2025.112842,Article,,WOS:001642411400001
"Yang, AF; Kang, F; Bu, WJ",TinySecGPT: Small-Parameter LLMS Can Outperform Large-Parameter LLMS in Cybersecurity,2026,CMC-COMPUTERS MATERIALS & CONTINUA,1,10.32604/cmc.2025.073979,Article,,WOS:001721106600001
"Liu, AQ; Qi, BY; Hu, XD",BladeLoRA: An Enhanced LoRA Method with Adaptive Rank Selection and Pruning for Efficient Fine-Tuning,2026,"KNOWLEDGE-ENHANCED INFORMATION RETRIEVAL, KEIR 2025",0,10.1007/978-3-032-02899-0_6,Proceedings Paper,,WOS:001661446900006
"Sai, CV; Elmitwally, NS; Rice, I; Mahmoud, H; Vickers, I; Schmoor, X",Fine-Tuning Open-Source Large Language Models for Cybersecurity and IT Support: A Comparative Study on LLM Fine-Tuning Techniques,2026,IEEE OPEN JOURNAL OF THE COMPUTER SOCIETY,0,10.1109/OJCS.2026.3685799,Article,,WOS:001767253100008
"He, X; Geng, X; Zhang, TC; Yu, MH; Zhao, YH; Yang, XL; Wu, M; Yu, G",MeLoRA : Probability measures-based low-rank adaptation with Gaussian variational inference,2026,KNOWLEDGE-BASED SYSTEMS,0,10.1016/j.knosys.2026.115318,Article,,WOS:001675059800001
"Shi, S; Huang, J; Qin, L; Chen, DL; Zhou, LY; Pan, H; Zhu, LT",Chemical reactor optimization leveraging distilled LLM enhanced by prompt design and fine-tuning strategy,2026,CHEMICAL ENGINEERING JOURNAL,2,10.1016/j.cej.2026.177780,Article,,WOS:001788540700001
"La, QV; Huang, JM; Le, HN; Tran, P; Nguyen, TA; Vo, PL; Zhou, BB; Tran, NH",FORCE: Federated Orthogonality-Aware Low-Rank Adaptation for Communication-Efficient Fine-Tuning,2026,IEEE NETWORKING LETTERS,0,10.1109/LNET.2026.3706755,Article,,WOS:001862907400012
"Zhu, JJ; Li, J; Zhao, S; Deng, YY; Miao, YM; Xu, J",Adapting LLMs for biomedical natural language processing: a comprehensive benchmark study on fine-tuning methods,2026,JOURNAL OF SUPERCOMPUTING,1,10.1007/s11227-025-08182-x,Article,,WOS:001672350700002
"Chen, YM; Li, RJ; Shao, JW; Sun, LF; Zhang, C; Zhang, J; Li, XL",Federated LoRA Fine-Tuning of LLMs With Only Transmitting Matrix A or B,2026,IEEE TRANSACTIONS ON MOBILE COMPUTING,0,10.1109/TMC.2026.3696859,Article,,WOS:001866205200010
"Sergeev, A; Kotelnikov, E",Optimizing Multimodal Language Models Through Attention-Based Interpretability,2026,"APPLIED INFORMATICS, ICAI 2025",0,10.1007/978-3-032-07175-0_25,Proceedings Paper,,WOS:001699391600025
"Liu, ZY; Cheng, Y; Liu, D; Jiang, MY; Yue, WH; Yan, S; Tian, FY; Cao, LM; Jia, DM; Jiang, YB; Bi, H",UCTLFANet: a low-rank fine-tuning model for microalgae image segmentation,2026,SCIENTIFIC REPORTS,0,10.1038/s41598-026-55611-9,Article,,WOS:001835954500002
"Braga, M; Raganato, A; Pasi, G",MAdaKron: A mixture-of-AdaKron adapters,2026,KNOWLEDGE-BASED SYSTEMS,0,10.1016/j.knosys.2025.115086,Article,,WOS:001649394700002
"Wang, LH; Yan, RB; Cai, MC; Xie, XR; Tian, YZ",Finetune is all you need: DeepFake detection via LLM and neural network fine-tuning,2026,SIGNAL IMAGE AND VIDEO PROCESSING,0,10.1007/s11760-026-05358-7,Article,,WOS:001748060400006
"Po, LM; Liu, YY; Wu, HX; Zhang, TQ; Yu, WY; Wang, ZH; Jiang, ZY; Li, K",SBoRA: Low-Rank Adaptation with Regional Weight Updates,2026,"NEURAL INFORMATION PROCESSING, ICONIP 2024, PT XIII",0,10.1007/978-981-96-7008-6_28,Proceedings Paper,,WOS:001584533900027
"Pan, DY; Wang, JY; Zhou, YL; Cheng, JW; Jia, PY; Zhao, XY",RoSA: Enhancing Parameter-Efficient Fine-Tuning via RoPE-aware Selective Adaptation in Large Language Models,2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 18",0,,Proceedings Paper,,WOS:001768347500063
"Alsaad, R; Alshakhs, S; Thomas, R",Depression subtype classification from social media posts: few-shot prompting vs. fine-tuning of large language models,2026,FRONTIERS IN DIGITAL HEALTH,1,10.3389/fdgth.2026.1790533,Article,,WOS:001732659500001
"Goswami, J; Prajapati, KK; Saha, A; Saha, AK",DoRA plus : Enhancing weight-decomposed low-rank adaptation for hospital discharge paper summarization,2026,APPLIED SOFT COMPUTING,0,10.1016/j.asoc.2026.115861,Article,,WOS:001820538600001
"Li, B; Deng, NY; Dong, TY; Wang, SB; Zhu, SL; Wen, LJ",MNAFT: modality neuron-aware fine-tuning of multimodal large language models for image translation,2026,SCIENCE CHINA-INFORMATION SCIENCES,0,10.1007/s11432-025-4914-1,Article,,WOS:001748658500004
"Yan, Y; Chen, MW; Lyu, JY; Zhao, C; Gao, H; Chen, Z",Fine-tuning Zero-shot Large Language Models for Patient-reported Outcomes (Student Abstract),2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 48",0,,Proceedings Paper,,WOS:001769952500186
"Peng, YF; Zhang, YG; Cheung, YM",Semantic-Guided Fine-Tuning of Foundation Model for Long-Tailed Visual Recognition,2026,INTERNATIONAL JOURNAL OF COMPUTER VISION,0,10.1007/s11263-026-02874-4,Article,,WOS:001796398300001
"Roh, EJ; Kim, J",Compact Quantum Modules for Scalable Fine-Tuning in Large Language Models,2026,"FRONTIERS IN INDUSTRIAL ENGINEERING. PURDUE QUANTUM AI, PQAI 2025",0,10.1007/978-981-95-7829-0_2,Proceedings Paper,,WOS:001820017100002
"Fitri, AS; Najaf, ARE; Wahyudi, E; Haq, AA; Sugiarto; Diyasa, IGSM",Komodo-7B with Hybrid Retrieval and Q-LoRA for Indonesian Population Administration Question Answering,2026,JOURNAL OF ICT RESEARCH AND APPLICATIONS,0,10.5614/itbj.ict.res.appl.2026.20.1.5,Article,,WOS:001816098900005
"Shivashankar, K; Martini, A",Enhancing Python Code Maintainability Through Large Language Model-Based Approaches,2026,"PRODUCT-FOCUSED SOFTWARE PROCESS IMPROVEMENT, PROFES 2025",0,10.1007/978-3-032-12089-2_9,Proceedings Paper,,WOS:001718768800009
"Zhou, YL; Han, XX; Zhang, YM; Zhou, HH; Li, TT",Dynamic Pressure Adaptive Fine-Tuning Method for Large Language Models Based on Fluid Mechanics,2026,CHINESE JOURNAL OF ELECTRONICS,0,10.23919/cje.2025.00.312,Article,,WOS:001845064400019
"Singh, S; Subburaj, B; Alagewaran, R; Alphonse, S",U-SplitDoRA: an improved privacy-preserved U-shaped split parameter-efficient fine-tuning framework through weight decomposition for large language models,2026,FRONTIERS IN ARTIFICIAL INTELLIGENCE,0,10.3389/frai.2026.1807960,Article,,WOS:001791169800001
"Shi, YM; Wu, YJ; Wei, JW; Ran, R; Sun, CW; He, SY; Yang, Y",LoLDU: Low-Rank Adaptation via Lower-Diag-Upper Decomposition for Parameter-Efficient Fine-Tuning,2026,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,1,10.1109/TNNLS.2026.3655172,Article,,WOS:001682787200001
"Cui, FX; Tashi, D; Tso, Y; Tashi, N",Multi-type Tibetan Ancient Book Text Line Recognition Based on Adapter Fine-Tuning,2026,"DOCUMENT ANALYSIS AND RECOGNITION - ICDAR 2025 WORKSHOPS, PT II",0,10.1007/978-3-032-09371-4_19,Proceedings Paper,,WOS:001684253400019
"Zhang, K; Lin, WX; Xu, YX; Tsai, PW; Hong, CQ; Yuan, X; Xue, MH",K-TCDP: A Temporal Correlated DP Mechanism for LoRA Supervised Fine-Tuning,2026,IEEE TRANSACTIONS ON INFORMATION FORENSICS AND SECURITY,1,10.1109/TIFS.2026.3688926,Article,,WOS:001760321600002
"Li, WJ; Liu, YT; Chen, RZ; Buyya, R","Security in the Fine-Tuning Lifecycle of Large Language Models: Threats, Defenses, Evaluation, and Future Directions",2026,SOFTWARE-PRACTICE & EXPERIENCE,0,10.1002/spe.70098,Review,,WOS:001839241700001
"Wang, JJ; Yang, GJ; Chen, WT; Yi, HH; Wu, XH; Lin, ZC; Lao, QC",MLAE: Masked LoRA Experts for Parameter-Efficient Fine-Tuning,2026,IEEE TRANSACTIONS ON IMAGE PROCESSING,0,10.1109/TIP.2026.3712351,Article,,WOS:001835592900005
"Ecevit, IS; Bedi, NS; Sekulic, I; Crestani, F","From ""people also ask"" to clarifying questions for conversational search using parameter-efficient fine-tuning and prompt engineering",2026,INTERNATIONAL JOURNAL ON DIGITAL LIBRARIES,0,10.1007/s00799-026-00445-z,Article,,WOS:001800209300001
"Wang, XR; Lei, BH; Xu, XY; Wu, F; Zhang, M",Rethinking Personalized T2I Diffusion Models from the Perspective of Redundancy,2026,INTERNATIONAL JOURNAL OF COMPUTER VISION,0,10.1007/s11263-026-02801-7,Article,,WOS:001733705300004
"Liu, JC; Li, RK; Xu, HL; Ma, QP; Yan, JM; Huang, LS",FedQuad: Adaptive Layer-Wise LoRA Deployment and Activation Quantization for Federated Fine-Tuning,2026,IEEE TRANSACTIONS ON MOBILE COMPUTING,0,10.1109/TMC.2025.3637064,Article,,WOS:001732688700001
"Liang, Y; Wang, YW; Zeng, Y",Triangular Adaptive Low-Rank Adaptation for Parameter-Efficient Fine-Tuning,2026,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,0,10.1109/TNNLS.2026.3703540,Article; Early Access,,WOS:001805609900001
"Huang, XF; Zhui, XJ; Chen, C",Exploring Backdoor Attacks in Federated Learning Under Parameter-Efficient Fine Tuning,2026,"INFORMATION SECURITY, ISC 2025",0,10.1007/978-3-032-08124-7_16,Proceedings Paper,,WOS:001691545500013
"Alijani, F; Late, E; Kumpulainen, S",HistoryCLIP: Adaptive Multi-modal Retrieval of Imbalanced Long-Tailed Archival Data,2026,"LINKING THEORY AND PRACTICE OF DIGITAL LIBRARIES, TPDL 2025",1,10.1007/978-3-032-05409-8_15,Proceedings Paper,,WOS:001677701100015
"Marinelli, R; Eckhoff, M",Leaking LoRa: An Evaluation of Password Leaks and Knowledge Storage in Large Language Models,2026,"EXPLAINABLE ARTIFICIAL INTELLIGENCE, XAI 2025, PT I",0,10.1007/978-3-032-08317-3_13,Proceedings Paper,,WOS:001669312000013
"Wawer, A; Sarzynska-Wawer, J",Widening the Gap: Benchmarking Polish LLMs Against Human Baselines in Deception Detection,2026,APPLIED SCIENCES-BASEL,0,10.3390/app16063064,Article,,WOS:001725108500001
"Götzelmann, T; Sommer, S; Karg, P",Privacy-Preserving Smart Glasses Navigation Through VLM Fine-Tuning for People with Visual Impairments,2026,ELECTRONICS,0,10.3390/electronics15143223,Article,,WOS:001831764300001
"Ozmen, HB; Senel, FA",Structural and Behavioral Analysis of Fine-Tuning SLMs for Domain Adaptation,2026,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,0,10.1142/S0218194026500518,Article; Early Access,,WOS:001807040300001
"Patel, D; Patil, S; Vora, D; Shahade, AK",Legal text summarization with optimized hybrid models and fine-tuned LLaMA-2,2026,DISCOVER COMPUTING,1,10.1007/s10791-026-09916-y,Article,,WOS:001663773600002
"Ghoroori, M; Chen, ZX; Hooff, G",Fine-Tuning a Robustly Optimized Encoder Representation from Transformers Model for Domain-Specific Named Entity Recognition in Drilling Reports,2026,SPE JOURNAL,0,,Article,,WOS:001813022400002
"Zubic, M; Bojanjac, D",Distributed Modularization of Thought: Lets Small Rival Large LMs,2026,IEEE ACCESS,0,10.1109/ACCESS.2025.3648050,Article,,WOS:001663376800018
"Wang, YT; Qian, K; Pan, YH; Su, Z; Wang, W",Privacy-Utility Trade-Off in Federated LLM Fine-Tuning: A Dynamic Game Approach,2026,IEEE TRANSACTIONS ON NETWORKING,2,10.1109/TON.2026.3658317,Article,,WOS:001697636500003
"Oliveira, MSV; Pio, PB; Garcia, LPF",Generative SLMs Meet Brazilian Legal Documents: Efficient NER via LoRA Fine-Tuning,2026,"INTELLIGENT SYSTEMS, BRACIS 2025, PT I",0,10.1007/978-3-032-15987-8_39,Proceedings Paper,,WOS:001734361000039
"Mokgosi, K; Dadgar, M; Ennis, C; Ross, R",Synthesising Cross-Speaker Data for Low-Resource Pathological Speech Recognition with PEFT,2026,"TEXT, SPEECH, AND DIALOGUE, TSD 2025, PT I",1,10.1007/978-3-032-02548-7_16,Proceedings Paper,,WOS:001576343000016
"Akli, A; Cordy, M; Papadakis, M; Le Traon, Y",AutoAdapt: On the Application of AutoML for Parameter-Efficient Fine-Tuning of Pre-Trained Code Models,2026,ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY,0,10.1145/3734867,Article,,WOS:001712766800001
"Huang, ZH; Xiao, XL; Zhang, YS; Fang, YM",I've Got Proof! Dataset-Specific Watermarking for Detecting Excessive Dataset Usage in Text-to-Image Diffusion Model Fine-Tuning,2026,IEEE TRANSACTIONS ON DEPENDABLE AND SECURE COMPUTING,0,10.1109/TDSC.2026.3668814,Article,,WOS:001765038600003
"Pravosud, R; Adamov, O; Marchenko, O",Dialogue Style Transfer with Reinforcement Learning and Parameter Efficient Fine-Tuning,2026,"FLEXIBLE QUERY ANSWERING SYSTEMS, FQAS 2025",1,10.1007/978-3-032-05607-8_22,Proceedings Paper,,WOS:001683688700022
