Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,UT (Accession Number)
"Xu, CTY; Lin, JH; Zhang, YJ; Wu, TS; Aleven, V; Koedinger, KR",Improving Automated Feedback Systems for Tutor Training in Low-Resource Scenarios Through Data Augmentation,2026,IEEE TRANSACTIONS ON LEARNING TECHNOLOGIES,0,10.1109/TLT.2026.3665740,Article,,WOS:001719503900002
"Liu, JH; Wang, FS; Yuan, WZ; He, ZX; Zhang, ZJ; Chao, W",A method for constructing a multi-modal knowledge graph of sheep disease based on a pre-trained model,2026,VETERINARY RESEARCH COMMUNICATIONS,0,10.1007/s11259-026-11254-9,Article,,WOS:001762975600001
"Wang, YR; Sui, XT; Zheng, ZY; Yv, M; Li, J",Named entity recognition for coal mining machine assembly based on domain large language model,2026,SCIENTIFIC REPORTS,0,10.1038/s41598-026-58133-6,Article,,WOS:001862755100001
"Navas-Loro, M; Takeda, H; Satoh, K","Large Language Models for translating contract-related texts to logical predicates: Prompting, fine-tuning or dedicated library?",2026,EXPERT SYSTEMS WITH APPLICATIONS,0,10.1016/j.eswa.2025.131031,Article,,WOS:001664852900001
"Calcina, E; Novak, E; Mladenic, D",Extracting Biomedical Entities from Clinical Records: A Comparative Study of Large Language Model Approaches,2026,APPLIED ARTIFICIAL INTELLIGENCE,0,10.1080/08839514.2026.2700905,Article,,WOS:001823953600001
"El Janah, H; Nachid-Idrissi, Y; Sarrouti, M; Najah, S",Exploring transformer models: Fine-tuning VS inference on relation extraction from biomedical texts,2026,COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,2,10.1016/j.csbj.2025.12.004,Article,,WOS:001655762800002
"Borku, AW; Eto, S",A machine learning-based approach for information extraction and its implications for sustainable digital resilience,2026,DISCOVER APPLIED SCIENCES,0,10.1007/s42452-026-09003-3,Article,,WOS:001853122100007
"Mugeni, JB; Lynden, S; Amagasa, T; Matono, A",Optimizing sample selection for large language model-based entity matching using AssistEM,2026,INTERNATIONAL JOURNAL OF DATA SCIENCE AND ANALYTICS,0,10.1007/s41060-026-01223-5,Article,,WOS:001838721400002
"El-Enen, MAA; Ismail, SS; Nazmy, TM",Med-LLaMA3: Advancing Medical Question-Answering Through Parameter-Efficient Fine-Tuning of Large Language Models,2026,APPLIED SCIENCES-BASEL,0,10.3390/app16126158,Article,,WOS:001801899200001
"Afzal, L; Awais, M; Wali, MQ; Ahmed, U; Malik, MSA; Muslim, A",NLP-Driven Knowledge Graph Construction From Informal Text Using Large Language Models,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3680004,Article,,WOS:001740841500006
"Maia, YDN; Albuquerque, RD; da Silva, DA",YACSDB-NER: Yet Another Cybersecurity Database for Named Entity Recognition Task,2026,"INTELLIGENT SYSTEMS, BRACIS 2025, PT IV",0,10.1007/978-3-032-15993-9_38,Proceedings Paper,,WOS:001760836800038
"Xu, Z; Liao, W; Wang, L; Liu, Y",Enhancing Graph Query Generation for Medical Text by Aligning Domain Knowledge Graph with Large Language Models,2026,IEEJ TRANSACTIONS ON ELECTRICAL AND ELECTRONIC ENGINEERING,0,10.1002/tee.70313,Article; Early Access,,WOS:001750781900001
"Li, YB; Liu, L; Zheng, J",A Method for Named Entity Recognition in Military Intelligence Domain Using Large Language Models,2026,JOURNAL OF ELECTRONICS & INFORMATION TECHNOLOGY,1,10.11999/JEIT250764,Article,,WOS:001723217100018
"Ferreira, JC; Rosa, I; Correia, R",Text2FHIRwallet: Automated Generation of FHIR Patient Summaries from Unstructured Cardiology Reports Using Fine-Tuned Portuguese Language Models-Development and Evaluation of a Health Professional Wallet,2026,APPLIED SCIENCES-BASEL,0,10.3390/app16157795,Article,,WOS:001847779500001
"Otto, W; Gan, L; Upadhyaya, S; Karmakar, S; Dietze, S",GSAP-ERE: Fine-Grained Scholarly Entity and Relation Extraction Focused on Machine Learning,2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 38",0,,Proceedings Paper,,WOS:001769443800093
"Prioleau, H; Aryal, SK; Blackstone, J",Leveraging Large Language Models for Adverse Drug Event Detection: A Comparative Study of Token and Span-Based Named Entity Recognition,2026,BIOCOMPUTING 2026,1,,Proceedings Paper,,WOS:001796654100015
"Maminta, CJG; Enriquez, IJ; Nuñez, DN; Dela Fuente, MB",A Filipino-Optimized Large Language Model,2026,"NOVEL AND INTELLIGENT DIGITAL SYSTEMS: PROCEEDINGS OF THE 5TH INTERNATIONAL CONFERENCE, NIDS 2025, VOL I",0,10.1007/978-3-032-06634-3_21,Proceedings Paper,,WOS:001666781900021
"Dey, SK; Powell, JM; Ismail, A; Perrone, J; Sarker, A",Inference Gap in Domain Expertise and Machine Intelligence in Named Entity Recognition: Creation of and Insights from a Substance Use-related Dataset,2026,BIOCOMPUTING 2026,0,,Proceedings Paper,,WOS:001796654100002
"Isaradech, N; Sirikul, W; Schulz, S; Kreuzthaler, M",Ontology-Based Medication Named Entity Recognition Using Pretrained Transformer Models From a Thai Hospital: Model Fine-Tuning and Validation Study,2026,JMIR FORMATIVE RESEARCH,0,10.2196/82685,Article,,WOS:001751222800040
"Faheem, HB; Wali, A; Muzammil, S; Mahmood, H; Sarfraz, S; Asif, H",Advancing text summarization with specialized datasets: computer science and geography domains,2026,DIGITAL SCHOLARSHIP IN THE HUMANITIES,0,10.1093/llc/fqaf124,Article,,WOS:001614333300001
"Qin, WH; Wang, SH; Zhang, SA; Jia, JL; Guo, SS",Evidence-aligned parameter-efficient fine-tuning of large language models for few-shot highway accident risk assessment,2026,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,0,10.1016/j.engappai.2026.115747,Article,,WOS:001827884800001
"Jin, J; Tsou, JC; Chen, CH; Ko, PJ; Huang, TH",Instruction-Tuned LLMs for Multilingual Medical ASR and Privacy Entity Extraction,2026,"LARGE LANGUAGE MODELS FOR AUTOMATIC DEIDENTIFICATION OF SENSITIVE HEALTH INFORMATION IN CLINICAL SPEECH, 2025 IW-DMRN",0,10.1007/978-981-92-2282-7_1,Proceedings Paper,,WOS:001828383800001
"Wang, ZL; Wu, D; Nguyen, QM; Xu, ZR; Wang, K",Multimodal integrated knowledge transfer to large language models through preference optimization with biomedical applications,2026,PATTERNS,0,10.1016/j.patter.2026.101544,Article,,WOS:001851276400001
"Moskovskiy, D; Pletenev, S; Zagoruyko, S; Panchenko, A",Memory Efficient LM Compression Using Fisher Information from Low-Rank Representations,2026,"NATURAL LANGUAGE PROCESSING AND INFORMATION SYSTEMS, NLDB 2025, PT I",0,10.1007/978-3-031-97141-9_2,Proceedings Paper,,WOS:001584527000002
"Ruan, FY; Lam, JW; Esmaeilkhanian, H; Chang, RT; Wang, SY",Leveraging Large Language Models with Sequential Prompting to Extract Eye Examination Findings from Free-Text Ophthalmology Notes,2026,OPHTHALMOLOGY SCIENCE,0,10.1016/j.xops.2025.100944,Article,,WOS:001723389900001
"Avilés, GH; Reyes-Ortiz, JA; Mora-Gutiérrez, RA; Cuevas, JP; Alcántara, OH",Systematic Fine-Tuning of Transformer Models for Domain-Specific Misinformation Detection in Spanish Social Media Text,2026,INFORMATICS-BASEL,0,10.3390/informatics13060083,Article,,WOS:001802465700001
"Li, ZH; Dai, HJ",A Generative Large Language Model-based Approach for Sensitive Data Identification in Medical Speech,2026,"LARGE LANGUAGE MODELS FOR AUTOMATIC DEIDENTIFICATION OF SENSITIVE HEALTH INFORMATION IN CLINICAL SPEECH, 2025 IW-DMRN",0,10.1007/978-981-92-2282-7_9,Proceedings Paper,,WOS:001828383800009
"Archana, SM; Prakash, J",Leveraging Contextual Information in Biomedical Named Entity Recognition: Determining the Optimal Depth of Context,2026,INTERNATIONAL JOURNAL ON ARTIFICIAL INTELLIGENCE TOOLS,0,10.1142/S0218213025400123,Article,,WOS:001618454400001
"Aperstein, Y; Moran, E; Apartsin, A",IRC-Bench: Recognizing Entities from Contextual Cues in First-Person Reminiscences,2026,MACHINE LEARNING AND KNOWLEDGE EXTRACTION,0,10.3390/make8070186,Article,,WOS:001832594000001
"Tebbani, F; Kara-Mohamed, C; Hamdi-Cherif, A",Enhancing dialectal Arabic aspect based sentiment analysis through a novel Algerian dialect telecommunication dataset using a unified end-to-end approach,2026,JOURNAL OF KING SAUD UNIVERSITY COMPUTER AND INFORMATION SCIENCES,0,10.1007/s44443-026-00703-9,Article,,WOS:001854065800018
"Htet, H; Hirano, M; Ibrahim, AAA; Sasaki, Y; Asahi, R",Information extraction from literature for ORR catalyst in fuel cell,2026,COMPUTATIONAL MATERIALS SCIENCE,0,10.1016/j.commatsci.2026.114958,Article,,WOS:001840806500001
"Khowaja, SA; Khuwaja, P; Dev, K; Al Hamadi, H; Zeydan, E","Pathway to Secure and Trustworthy ZSM for LLMs: Attacks, Defense, and Opportunities",2026,IEEE COMMUNICATIONS MAGAZINE,0,10.1109/MCOM.001.2500017,Article,,WOS:001616380300001
"Ilter, M; Gönülal, YÖ; Ersahin, B; Evecen, D; Karabulut, S; Tekir, S; Onuç, E; Berci, I",Cross-individual sentiment analysis for historical text processing: detecting author-based relationships in Ottoman-Turkish memoirs,2026,DIGITAL SCHOLARSHIP IN THE HUMANITIES,0,10.1093/llc/fqag063,Article,,WOS:001763977000001
"Guo, XC; Yu, FC; Liu, JW; Lu, W",Make context easier: enhancing fine-tuned NER models via LLM-based text rewriting,2026,ELECTRONIC LIBRARY,0,10.1108/EL-10-2025-0425,Article; Early Access,,WOS:001756986300001
"Fan, Y; Sun, Y; Mi, BG; Fu, XW",Aircraft Fault Knowledge Graph Construction Based on Large Language Model Incorporating Chinese Airworthiness Knowledge,2026,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,2,10.1142/S0218194025500962,Article,,WOS:001636052200001
"Ji, B; Liu, HJ; Li, SS; Ma, J; Yu, J; Ng, SK",Evaluating Large Language Models on Named Entity Recognition,2026,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,1,10.1109/TNNLS.2025.3636917,Article,,WOS:001732750900001
"Xi, NM; Deng, Y; Wang, L",Leveraging large language models for rare disease named entity recognition,2026,PLOS DIGITAL HEALTH,1,10.1371/journal.pdig.0001242,Article,,WOS:001688840300002
"Sarmah, P; Lahkar, MP; Kalita, S; Sharma, U",NerAxom: a BIO-tagged NER dataset and hybrid neural-rule framework for Assamese,2026,ENGINEERING RESEARCH EXPRESS,0,10.1088/2631-8695/ae982e,Article,,WOS:001861162200001
"Zhang, CS; Liao, W",A validation-driven training controller for cross-lingual biomedical NER via reinforcement learning-based adaptive loss weighting,2026,JOURNAL OF BIOMEDICAL INFORMATICS,0,10.1016/j.jbi.2026.105073,Article,,WOS:001811300300001
"Qian, LF; Hong, N; Zhou, YJ; Xie, QQ; Weng, RL; Chairuengjitjaras, P; Du, XS; Lian, J; Marshall, GA; Blackley, SV; Novoa-Laurentiev, J; Quiroz, YT; Kim, TY; Adams, N; Dossett, ML; Zhou, L; Xu, H",Extracting language information from clinical notes using large language models,2026,INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,3,10.1016/j.ijmedinf.2025.106116,Article,,WOS:001579586900001
"Schiezaro, M; Rosa, G; Campos, BAG; Pedrini, H",Guardians of the data: NER and LLMs for effective medical record anonymization in Brazilian Portuguese,2026,FRONTIERS IN PUBLIC HEALTH,0,10.3389/fpubh.2025.1717303,Article,,WOS:001664145600001
"Zhang, KH; Lin, XY; Wang, M; Yu, HS; Chen, LJ",Named Entity Recognition Method for Natural Disaster Emergencies Based on Instruction Tuning and Graph Retrieval-Augmented Generation,2026,BIG DATA AND COGNITIVE COMPUTING,0,10.3390/bdcc10060185,Article,,WOS:001802624400001
"Suen, KY; Chow, R; Lam, AYS",Person Name Detection on Cantonese-English Code-Mixed Call Center Transcripts,2026,ACM TRANSACTIONS ON ASIAN AND LOW-RESOURCE LANGUAGE INFORMATION PROCESSING,0,10.1145/3797267,Article,,WOS:001799028900006
"Bonisoli, G; Rollo, F; Po, L",Synthetic dataset generation for theft event extraction in Italian,2026,INFORMATION PROCESSING & MANAGEMENT,0,10.1016/j.ipm.2026.104833,Article,,WOS:001765038000001
"Kobilica, A; Ahmad, I; Mahmood, S",Investigating different learning strategies for low-resource sequence labeling,2026,APPLIED SOFT COMPUTING,0,10.1016/j.asoc.2026.115000,Article,,WOS:001720301000001
"Sun, CY; Chen, SS; Ho, YH",De-identification of open-source intelligence using finetuned LLaMA-3,2026,HIGH-CONFIDENCE COMPUTING,0,10.1016/j.hcc.2025.100357,Article,,WOS:001749266700001
"Wu, J; Luo, MH; Ye, Q; Deng, Y",KDC-NER: A knowledge-guided data augmentation and large model fine-tuning framework for nested named entity recognition in traditional Chinese medicine electronic medical records,2026,APPLIED INTELLIGENCE,1,10.1007/s10489-026-07095-3,Article,,WOS:001714349800002
"Choubisa, BK; Sharma, A; Chaturvedi, KK; Kushwaha, R; Farooqi, MS; Mishra, DC; Lal, SB; Srivastava, S; Solanke, AU; Arora, A; Jha, GK",AgriBioNER: A Named Entity Recognition Tool for Identification of ncRNA and Diseases in Agricultural Literature,2025,CURRENT GENOMICS,0,10.2174/0113892029435693260407094051,Article,,WOS:001748601300001
"Mimoto, T; Kita, K; Gempei, Y; Isohara, T; Kiyomoto, S; Tanaka, T",Cyber Threat Intelligence Report Summarization with Named Entity Recognition,2026,"ADVANCES IN INFORMATION AND COMPUTER SECURITY, IWSEC 2025",0,10.1007/978-981-95-4674-9_24,Proceedings Paper,,WOS:001717116400024
"Grenier, G; Charest, M; Esseiva, P; Rossy, Q",What's new on the market? Combining internet traces and pretrained language models to recognize emerging drug names,2026,FORENSIC SCIENCE INTERNATIONAL,1,10.1016/j.forsciint.2026.112958,Article,,WOS:001740170200001
"Ayadi, MG",From text to insight: a systematic literature review of keyword and keyphrase extraction techniques for healthcare text mining,2026,NETWORK MODELING ANALYSIS IN HEALTH INFORMATICS AND BIOINFORMATICS,0,10.1007/s13721-026-00843-y,Review,,WOS:001840249200006
"Gruber, I; Zajíc, Z; Hlavac, M; Neduchal, P; Hrúz, M; Müller, L",Automated Processing of Historical Documents Using Named Entity Recognition and Face Extraction,2026,"DYNAMICS OF INFORMATION SYSTEMS, DIS 2025",0,10.1007/978-3-032-16469-8_25,Proceedings Paper,,WOS:001760540100025
"Su, LH; Lin, JS",Named Entity Recognition in Chinese-English Speech Using Automatic Speech Recognition and Large Language Models,2026,"LARGE LANGUAGE MODELS FOR AUTOMATIC DEIDENTIFICATION OF SENSITIVE HEALTH INFORMATION IN CLINICAL SPEECH, 2025 IW-DMRN",0,10.1007/978-981-92-2282-7_4,Proceedings Paper,,WOS:001828383800004
"Sarcinelli, JLLL; Silva, DF",Local LLM Ensembles for Zero-Shot Portuguese Named Entity Recognition,2026,"PROGRESS IN PATTERN RECOGNITION, IMAGE ANALYSIS, COMPUTER VISION, AND APPLICATIONS, CIARP 2025, PT I",0,10.1007/978-3-032-23161-1_15,Proceedings Paper,,WOS:001844504800015
"Ismail, H",SEM-PDPL: Semantic Exposure Graphs for Privacy-Law-Informed Risk Assessment of Public Social-Media Data,2026,INFORMATION,0,10.3390/info17080803,Article,,WOS:001859038400001
"Richard-Bollans, A; Civita, F; Cossu, TA; Saifi, I; Patmore, K; Wilkinson, C; Allkin, B",Large language models unlock large text corpora in the search for data on medicinal plants and fungi,2026,PLANTS PEOPLE PLANET,0,10.1002/ppp3.70250,Article; Early Access,,WOS:001828434800001
"Liu, T; Li, MD; Wang, H; Wu, GF",LtRecognizer: exploring NLP-driven and LLM-based approaches for automated license term recognition,2026,EMPIRICAL SOFTWARE ENGINEERING,0,10.1007/s10664-026-10960-x,Article,,WOS:001863698100001
"Schmidt, T",NEClass: a lightweight LLM pipeline for measuring Foreign news coverage,2026,COMMUNICATION METHODS AND MEASURES,0,10.1080/19312458.2026.2692353,Article,,WOS:001801788500001
"Liu, FY; Du, ZH; Fei, HM; Li, ZG; Zhou, J",A retrieval-augmented and distribution-imbalance-aware contrastive framework for low-resource agricultural pest and disease named entity recognition with large language models,2026,JOURNAL OF KING SAUD UNIVERSITY COMPUTER AND INFORMATION SCIENCES,0,10.1007/s44443-026-01242-z,Article,,WOS:001862144300003
"Li, ZX; Li, XM; Li, J; Xie, HR; Wang, FL; Li, Q",LS-BiLLMs: Label supervised bi-directional large language models for token-and sequence-level information extraction,2026,INFORMATION PROCESSING & MANAGEMENT,0,10.1016/j.ipm.2025.104568,Article,,WOS:001662962500001
"Tamla, P; Donna, S; Bigala, T; Nde, D; Abouh, MYJM; Freund, F",LinguoNER: A Language-Agnostic Framework for Named Entity Recognition in Low-Resource Languages with a Focus on Yambeta,2026,INFORMATICS-BASEL,0,10.3390/informatics13020031,Article,,WOS:001700223300001
"Balducci, G; Fersini, E; Messina, E",Cross-Domain Named Entity Recognition: A Resource-Efficient Transfer Learning Approach,2026,"NATURAL LANGUAGE PROCESSING AND INFORMATION SYSTEMS, NLDB 2025, PT II",1,10.1007/978-3-031-97144-0_10,Proceedings Paper,,WOS:001584535200010
"Jiang, BX; Han, CY; Zhu, JJ; Xia, X; Ju, SG",Chain of Thought and Reinforcement Learning Based Low-Resource Named Entity Recognition Model,2026,"WEB INFORMATION SYSTEMS AND APPLICATIONS, WISA 2025",0,10.1007/978-981-95-6426-2_45,Proceedings Paper,,WOS:001768061900045
"Dima, GA; Biltan, IC; Medvei, MM; Morogan, L",RoRED: A Romanian Relation Extraction Dataset,2026,AI,0,10.3390/ai7060225,Article,,WOS:001801694100001
"Visser, R; Grobler, T; Dunaiski, M",Code-Switch Pretraining for Improved Cross-Lingual Alignment in Low-Resource Languages,2026,"ARTIFICIAL INTELLIGENCE RESEARCH, SACAIR 2025",0,10.1007/978-3-032-11733-5_15,Proceedings Paper,,WOS:001727941700015
"Karbowy, H; Protasiewicz, J",Quasirecurrent Neural Networks in Selected Natural Language Processing Tasks,2026,"ARTIFICIAL INTELLIGENCE AND SOFT COMPUTING, ICAISC 2025, PT I",0,10.1007/978-3-032-03705-3_12,Proceedings Paper,,WOS:001661459300012
"Torres, AE; de Moura, ES; da Silva, AS; Nascimento, MA; Mesquita, F",An experimental study on data augmentation techniques for named entity recognition on low-resource domains,2026,NATURAL LANGUAGE PROCESSING,0,10.1017/nlp.2026.10019,Article,,WOS:001721435200001
"Karpov, I; Kirillovich, A; Goncharova, E; Parinov, A; Chernyavskiy, A; Ilvovsky, D; Semenova, N; Sosedka, A; Lisitsyna, E; Belkin, M",SynEL: A synthetic benchmark for entity linking,2026,PLOS ONE,1,10.1371/journal.pone.0339468,Article,,WOS:001680464900040
"Yano, K; Miwa, M; Ananiadou, S",IRIS: Rapid Curation Framework for Iterative Improvement of Noisy Named Entity Annotations,2026,"NATURAL LANGUAGE PROCESSING AND INFORMATION SYSTEMS, NLDB 2025, PT II",0,10.1007/978-3-031-97144-0_6,Proceedings Paper,,WOS:001584535200006
"Zhang, XS; Huang, LW; Huang, SY; Chen, PF; Mou, JM",Constructing a Ship Collision Accident Dataset Using Template-Based Corpus and Named Entity Recognition,2026,JOURNAL OF MARINE SCIENCE AND ENGINEERING,0,10.3390/jmse14090832,Article,,WOS:001763648200001
"Mu, YJ; Wang, JH; Zhang, HX; Gan, ZX; Zhu, GN",Towards efficient patent analysis: A large language model and BERT-refined methodology for keyphrase extraction,2026,WORLD PATENT INFORMATION,1,10.1016/j.wpi.2026.102435,Article,,WOS:001686293400001
"Yu, WL; Wan, W; Wang, ZX; Li, F; Wang, K; Hu, G",Open Bilingual Benchmark and Leaderboard for Large Language Models in Cybersecurity,2026,"NATURAL LANGUAGE PROCESSING AND CHINESE COMPUTING, NLPCC 2025, PT II",0,10.1007/978-981-95-3346-6_35,Proceedings Paper,,WOS:001720990000035
"Abbas, W; Zia, T; Tirunagari, S; Chennareddy, V; Dhami, M; Windridge, D",The Application of Pre-trained Transformer Models to UK Court of Appeal Legal Judgments,2026,"MULTI-DISCIPLINARY TRENDS IN ARTIFICIAL INTELLIGENCE, MIWAI 2025, PT III",0,10.1007/978-981-95-4963-4_21,Proceedings Paper,,WOS:001720017600021
"Hielscher, T; Hadigheh, SA",Transformer Hypernetworks for Complex Structural Representation,2026,JOURNAL OF COMPUTING IN CIVIL ENGINEERING,0,10.1061/JCCEE5.CPENG-6388,Article,,WOS:001617963100014
"Saraçlar, B; Agaoglu, M",Improving E-commerce search queries using transformer-based named entity recognition,2026,KNOWLEDGE-BASED SYSTEMS,0,10.1016/j.knosys.2026.116213,Article,,WOS:001780814100001
"Chen, W; Guo, ZY; Wang, KY; Chang, XR; Fan, Q; Chen, JW; Wu, FJ",Intelligent compliance review and quality evaluation of construction organization plan based on large language models and knowledge graph,2027,EXPERT SYSTEMS WITH APPLICATIONS,0,10.1016/j.eswa.2026.133998,Review,,WOS:001852313400001
"Sermpezis, P; Karamanidis, S; Paraschou, E; Dimitriadis, I; Yfantidou, S; Kouskouveli, FI; Troboukis, T; Kiki, K; Galanopoulos, A; Vakali, A",Agoraspeech: a multi-annotated comprehensive dataset of political discourse through the lens of humans and AI,2026,JOURNAL OF COMPUTATIONAL SOCIAL SCIENCE,0,10.1007/s42001-026-00469-0,Article,,WOS:001714027500001
"Haris, M; Höft, H; Becker, MM; Stocker, M",Nested Named Entity Recognition in Plasma Physics Research Articles,2026,"ADVANCES IN INFORMATION RETRIEVAL, ECIR 2026, PT II",0,10.1007/978-3-032-21300-6_2,Proceedings Paper,,WOS:001762025300002
"Bouarroudj, W; Belbekri, A; Djouablia, I; Bouguettoucha, HH",Construction of a comprehensive dataset for named entity recognition and entity linking in Algerian Dialectal Arabic,2026,INTELLIGENT DATA ANALYSIS,0,10.1177/1088467X261453563,Article; Early Access,,WOS:001780554800001
"Pranav, V; Karthika, SK; Mubeen, N",MCRAH-GIE: Multidimensional contextual retrieval with adaptive hierarchical gap impact embedding generation,2026,RESULTS IN ENGINEERING,0,10.1016/j.rineng.2026.110149,Article,,WOS:001738405300001
"Jain, S; Gera, T; Gill, R",HealthDroid: malware detection in healthcare Android application using BERT,2026,COMPUTER JOURNAL,0,10.1093/comjnl/bxag055,Article; Early Access,,WOS:001851061600001
"Fang, YS; Li, JJ; Ding, MQ; Liu, C; Zou, XC; Yang, WQ",SCIR: A Self-Correcting Iterative Refinement Framework for Enhanced Information Extraction Based on Schema,2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 36",0,,Proceedings Paper,,WOS:001769431800084
"Lu, A-Y; Chen, RA; Yao, AJ; Chen, M-; Park, J; Zhang, TY; Zheng, XD; Mao, NN; Wang, JT; Wang, Z; Palacios, T; Kong, J",Text Mining of CVD Synthesis Recipes for 2D Materials,2026,ADVANCED MATERIALS,3,10.1002/adma.202509132,Article,,WOS:001712027400001
"Yan, F; Zheng, DQ; Yu, F; Kang, J",Biomedical Text Mining and Information Extraction Using Prompt-Enhanced and LoRA-Adapted Large Language Models,2026,APPLIED SCIENCES-BASEL,0,10.3390/app16167956,Article,,WOS:001859548800001
"Tsukiji, Y; Kataoka, S; Itokazu, M; Nagai, R; Imai, T",Evaluating Encoder and Decoder Models for Extended Clinical Concept Recognition in Japanese Clinical Texts: Comparative Study With Weighted Soft Matching,2026,JOURNAL OF MEDICAL INTERNET RESEARCH,0,10.2196/78681,Article,,WOS:001772289700001
"Dilmaç, F; Alpkocak, A",De-Identification of Electronic Health Records Using Deep Learning and Transformers,2026,APPLIED SCIENCES-BASEL,1,10.3390/app16041692,Article,,WOS:001699890200001
