Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,UT (Accession Number)
"Huang, WY; Wang, SH; Li, P",The application of deep learning in tactical analysis of football matches,2026,SCIENTIFIC REPORTS,0,10.1038/s41598-026-48082-5,Article,,WOS:001813668200005
"Peleska, J; Sír, G",Task-Agnostic Contrastive Pretraining for Relational Deep Learning,2026,"MACHINE LEARNING AND PRINCIPLES AND PRACTICE OF KNOWLEDGE DISCOVERY IN DATABASES, ECML PKDD 2025, PT III",0,10.1007/978-3-032-19102-1_38,Proceedings Paper,,WOS:001782343600040
"Prajapati, MJ; Chang, HH; Ruan, D; Macek, W; Jiang, CP",Real-time defect detection in fused filament fabrication using computer vision and deep learning,2026,RAPID PROTOTYPING JOURNAL,0,10.1108/RPJ-11-2025-0554,Article; Early Access,,WOS:001788489800001
"Choi, W; Jang, JS",A Fully Automated Deep Learning Pipeline for Anatomical Landmark Localization on Three-Dimensional Pelvic Surface Scans,2026,SENSORS,0,10.3390/s26061760,Article,,WOS:001726207200001
"Hassan, A; Johansson, J; Schulte, S; Zhang, TT; Egiazarian, K; Sjöström, M",FireSegUNet: Exploring computationally efficient fire segmentation network for Unmanned Aerial Vehicles,2026,KNOWLEDGE-BASED SYSTEMS,2,10.1016/j.knosys.2026.116377,Article,,WOS:001801254300001
"Malla, HJ; Mohandes, SR; Hosseini, MR; Arashpour, M",From debris to data: benchmarking state-of-the-art computer vision models for intelligent valorization of construction and demolition waste,2026,WASTE MANAGEMENT,0,10.1016/j.wasman.2026.115580,Article,,WOS:001772274900001
"Hu, HC; Wang, TZ; Wang, HR; Amirat, Y",Multilevel Inverter Fault Diagnosis Using Differentiable Architecture Search for Edge Deployment,2026,AI,0,10.3390/ai7060208,Article,,WOS:001801694500001
"Zhou, Y; Shetye, Y; Quang, L; Super, D; Milzman, J; Goarin, M; Azad, A; Dhake, DS; Mao, JF; Nieto-Granda, C; Loianno, G",NeuroMesh: A Unified Neural Inference Framework for Decentralized Multi-Robot Collaboration,2026,IEEE ROBOTICS AND AUTOMATION LETTERS,0,10.1109/LRA.2026.3692327,Article,,WOS:001778386500015
"Al-Shareeda, S; Ozdemir, G; Jeon, HS",Learning-based probabilistic load forecasting with post-hoc and in-model uncertainty,2027,ELECTRIC POWER SYSTEMS RESEARCH,0,10.1016/j.epsr.2026.113839,Article,,WOS:001827485600001
"Lee, BJ; Chang, YS",A modular coupled physics-informed neural network framework for urban flood prediction,2026,JOURNAL OF WATER AND CLIMATE CHANGE,3,10.2166/wcc.2026.311,Article,,WOS:001688870100001
"Zhang, C; Shen, T; Bai, FH; Zeng, K; Zhang, XH; Cao, B",Secformer: Privacy-preserving atomic-level componentized transformer-like model with MPC,2026,DIGITAL COMMUNICATIONS AND NETWORKS,0,10.1016/j.dcan.2025.04.009,Article,,WOS:001692611800001
"Geroski, T; Bolhassani, M; Singam, NS; Battisha, A; Filipovic, N; Kalra, D; Amini, AA",A Modular Deep Learning Pipeline for Echocardiographic Video Classification of Heart Failure,2026,MEDICAL IMAGING 2026: CLINICAL AND BIOMEDICAL IMAGING,0,10.1117/12.3088015,Proceedings Paper,,WOS:001767239300053
"Gjylapi, D; Hyso, A; Denaj, A",Hybrid Physics-Informed Temporal Attention Model with External Physical Constraints for PV Power Forecasting,2026,BALTIC JOURNAL OF MODERN COMPUTING,0,10.22364/bjmc.2026.14.2.05,Article,,WOS:001811908100005
"Ying, W; Hui, L",Research on deep learning architecture optimization method for intelligent scheduling of structural space,2026,SCIENTIFIC REPORTS,0,10.1038/s41598-025-32015-9,Article,,WOS:001665226000001
"Comellas, C; Buades, A",JDD-LI: Light and interpretable joint denoising and demosaicing,2026,JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,0,10.1016/j.jvcir.2026.104924,Article,,WOS:001847328000001
"Wanna, Y; Wiratchawa, K; Intharah, T",TinyAct: A framework for real-time action recognition in the cloud through distillation learning,2026,PLOS ONE,0,10.1371/journal.pone.0347245,Article,,WOS:001744477300010
"John, R; Pallavi, P; Saurabh, P",Chaotic Cryptography with Deep Learning for IoT Security: Critical Insights and Future Prospects,2026,NATIONAL ACADEMY SCIENCE LETTERS-INDIA,0,10.1007/s40009-026-02343-z,Editorial Material; Early Access,,WOS:001864805800001
"Luo, XR; Qi, WH; Shen, K; Deng, ZH; Wu, JT",A decoupled physics-informed expert system for stochastic trajectory prediction via spatio-temporal-frequency fusion,2026,EXPERT SYSTEMS WITH APPLICATIONS,0,10.1016/j.eswa.2026.132985,Article,,WOS:001786835000001
"Su, MM; Zhou, W",Effects of Children's Video Gaming Experience on Chinese Orthographic Processing and Its Neural Mechanisms,2026,DEVELOPMENTAL SCIENCE,0,10.1111/desc.70243,Article,,WOS:001857379100001
"Borelli, V; Gerevini, AE; Scala, E; Serina, I",LeapNP: A Modular Python Framework for Benchmarking Learned Heuristics in Numeric Planning,2026,FUTURE INTERNET,1,10.3390/fi18020093,Article,,WOS:001701170600001
"Nguyen, DC; Nguyen, TC",AI-powered edge-based safety monitoring system for power transmission corridors: A case study in Vietnam,2026,COMPUTER NETWORKS,0,10.1016/j.comnet.2025.111881,Article,,WOS:001631057400006
"Cohen, AR; Sun, YM; Qin, ZH; Muriki, HS; Xiao, ZH; Lee, Y; Housley, M; Sharkey, AF; Ferrarezi, RS; Li, J; Gan, L; Chen, YS","Modular, On-Site Solutions with Lightweight Anomaly Detection for Sustainable Nutrient Management in Agriculture",2026,ACS ES&T ENGINEERING,0,10.1021/acsestengg.5c00635,Article,,WOS:001698595300001
"Xu, JY; Liu, XQ; Pan, W",Box-Loc: Box-aware module localization using point cloud and deep learning in modular integrated construction,2026,ADVANCED ENGINEERING INFORMATICS,0,10.1016/j.aei.2025.104100,Article,,WOS:001630544600002
"Han, SW; Cui, JT; Sun, LM; Liu, YF; Li, M; Leng, YF",TSCAD: Temporality-spectrum collective transformer for multivariate time series anomaly detection,2026,APPLIED SOFT COMPUTING,0,10.1016/j.asoc.2026.115692,Article,,WOS:001799432500001
"Zhang, GD; Xie, GQ; Yan, WY; Xiong, CL; Wen, JJ; He, ZL; Yao, SW",Paddle Lite on Zephyr: Deploying AI Models in RTOS for Inference Acceleration,2026,IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,0,10.1109/TCAD.2025.3581867,Article,,WOS:001661120300020
"Jose, S; Nguyen, KTP; Medjaher, K; Zemouri, R; Lévesque, M; Tahan, A",A modular deep learning methodology for multi-fault machine health diagnostics from sparse and imbalanced multimodal data,2026,NEUROCOMPUTING,1,10.1016/j.neucom.2025.132252,Article,,WOS:001639921400001
"Miao, FC; Takyu, O; Shan, L; Yin, Y; Zhao, O; Ohtsuki, T; Gui, G",MuECNet: A Lightweight Multiuser Enhanced Convolutional Architecture for Robust CSI-Based Human Activity Recognition in Real-World IoT Environments,2026,IEEE INTERNET OF THINGS JOURNAL,2,10.1109/JIOT.2026.3654610,Article,,WOS:001709147500007
"Abdelazeez, S; Ahmed, F; Adalid, L; Siemion, K; Lopez, C; Lejeune, M; Rashwan, H; Korzynska, A",A modular deep learning pipeline for stromal TILs scoring in breast cancer H&E slides,2026,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,0,10.1016/j.cmpb.2026.109374,Article,,WOS:001753418000001
"Dobrosolski, J; Szymanski, J; Kozlowski, D",Low-latency HRV analysis from ultra-short ECG windows using a modular deep-learning framework,2026,SCIENTIFIC REPORTS,0,10.1038/s41598-026-48463-w,Article,,WOS:001848995700001
"Yüksek, AG",A Deployment-Oriented Tiny Machine Learning Framework for Strawberry Ripeness Classification Under Limited Data and Resource Constraints,2026,APPLIED FRUIT SCIENCE,0,10.1007/s10341-026-01839-8,Article,,WOS:001758182100002
"Zhang, K; Yu, X; Li, P; Peng, H; Yu, PS",SocialED: A Python Library for Social Event Detection,2026,"WEB AND BIG DATA, APWEB-WAIM 2025, PT IV",0,10.1007/978-981-95-5722-6_22,Proceedings Paper,,WOS:001735371400022
"Akella, GK; Wibowo, S; Grandhi, S; Sabrina, F; Mubarak, S",Dynamic self-attention: A lightweight and interpretable attention module for plant disease classification,2026,APPLIED SOFT COMPUTING,0,10.1016/j.asoc.2026.115703,Article,,WOS:001801095100001
"Xue, Y; Jiao, CX; Zhang, Y; Mohamed, AW; Mansour, RF; Neri, F",Lightweight Diffusion Models Based on Multi-Objective Evolutionary Neural Architecture Search,2026,INTERNATIONAL JOURNAL OF NEURAL SYSTEMS,2,10.1142/S0129065725500595,Article,,WOS:001560221200001
"Ghosh, S; Mitra, P",PEPpip: A Vision-Inspired Explainable Deep Learning Framework for Sequence-Based Protein-Protein Interaction Prediction and Interaction Map Estimation,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3658221,Article,,WOS:001682702600030
"Do, TT; Nguyen, DD; Pham, NT; Ha, MH; Dinh, TK; Pham, QD; Ngoc, TTT; Bui, DK",APMR-CNN: A Photonic Convolutional Neural Network Based on Cascaded All-Pass Microring Resonators,2026,"INTELLIGENCE OF THINGS: TECHNOLOGIES AND APPLICATIONS, ICIT 2025, VOL 2",0,10.1007/978-3-032-13254-3_9,Proceedings Paper,,WOS:001819235500009
"Li, R; Yushkevich, A; Chu, XF; Kudryashev, M; Yakimovich, A",DeBCR: a sparsity-efficient framework for image enhancement through a deep-learning-based solution to inverse problems,2026,COMMUNICATIONS ENGINEERING,0,10.1038/s44172-025-00582-4,Article,,WOS:001686339900001
"Reis, MJCS",Low-Power Embedded Sensor Node for Real-Time Environmental Monitoring with On-Board Machine-Learning Inference,2026,SENSORS,3,10.3390/s26020703,Article,,WOS:001671366200001
"Saber, A; Hosseini, MM; Fateh, A; Fateh, M; Abolghasemi, V",Lightweight Multi-Scale Framework for Human Pose and Action Classification,2026,SENSORS,2,10.3390/s26041102,Article,,WOS:001701385300001
"Kong, LW; Mei, JQ; Jia, F; Du, WX",PASS-Net: Parameter-adaptive state-space network for real-time and high-accuracy segmentation of industrial surface defects,2026,APPLIED SOFT COMPUTING,1,10.1016/j.asoc.2025.114346,Article,,WOS:001635256500002
"Rawat, R; Rawat, H; Rawat, A; Rajavat, A",An entropy-guided hybrid framework for real-time phishing detection in digital communication systems,2026,SCIENTIFIC REPORTS,0,10.1038/s41598-026-46430-z,Article,,WOS:001784548100025
"Maurer, F; Sander, J; Eisenbarth, T",ReDASH: Fast and Efficient Scaling in Arithmetic Garbled Circuits for Secure Outsourced Inference,2026,"APPLIED CRYPTOGRAPHY AND NETWORK SECURITY WORKSHOPS, ACNS 2025 SATELLITE WORKSHOPS: AIHWS, AIOTS, QSHC, SCI, PRIVCRYPT, SPIQE, SIMLA, AND CIMSS 2025, PT III",0,10.1007/978-3-032-01823-6_3,Proceedings Paper,,WOS:001658822600003
"Qiu, Y; Deng, ZM; Huang, XH; Fan, SC",Mixture of experts framework for continuous contactless dynamic blood pressure estimation from radar signal,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,0,10.1016/j.bspc.2026.109721,Article,,WOS:001684031400001
"Zhura, I; Karaf, S; Batool, F; Mudalige, NDW; Serpiva, V; Abdulkarim, AA; Fedoseev, A; Seyidov, D; Amjad, H; Tsetserukou, D",EmbodiedDiffusion: End-to-End Traversability-Guided Visual Diffusion for Heterogeneous Robot Navigation,2026,IEEE ROBOTICS AND AUTOMATION LETTERS,0,10.1109/LRA.2026.3726345,Article,,WOS:001868052700001
"Wang, ZX; Liu, LG; Wang, P; Wu, JZ",Design and Implementation of the STM32N6-Based Modular Embedded Edge AI Teaching Platform for Engineering Education and Competition Practices,2026,SENSORS,0,10.3390/s26144631,Article,,WOS:001833271600001
"Xue, HY; Ran, XM; Li, YX; Xu, Q; Li, EH; Xu, Y; Zhang, Q",Distillation-Guided Structural Transfer for Continual Learning Beyond Sparse Distributed Memory,2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 32",0,,Proceedings Paper,,WOS:001769371300071
"Alqarni, MA; Masood, H; Khan, HA; Kamboh, AM; Shafait, S; Jaffarey, T; Shafait, F",Leednet: a lightweight network for event detection in EEG signals,2026,JOURNAL ON ADVANCES IN SIGNAL PROCESSING,0,10.1186/s13634-026-01330-2,Article,,WOS:001830070500001
"Zou, T; Xiang, SY; Lu, XF; Huang, ZQ; Hou, Y; Guo, XX; Zhang, YH; Zheng, L; Pan, WT; Hao, Y",An FPGA-based high-energy-efficiency hardware accelerator for spiking transformer,2026,ACTA PHYSICA SINICA,0,10.7498/aps.75.20260085,Article,,WOS:001783071000001
"Chen, QN; Zhao, Y; Luo, XS; He, WJ; Shi, GY",Hybrid Deep Learning and Classification Framework for Automatic Traffic Inspection Classification Based on Image Detection,2026,TRANSACTIONS ON EMERGING TELECOMMUNICATIONS TECHNOLOGIES,0,10.1002/ett.70325,Article,,WOS:001682184200001
"Zhang, DB; Sha, DS; Zhao, YN",Enhancing Light-Power Efficiency and Achieving Wide-Range ZVS in MMC-Based DC Transformers by Varying AC-Link Voltage and Frequency,2026,IEEE TRANSACTIONS ON POWER ELECTRONICS,0,10.1109/TPEL.2025.3631016,Article,,WOS:001667864200041
"Nguyen, TA; Vo, CP; Kim, Y; Shim, Y; Kim, SJ",Embedded Adaptive Admittance Control for a Modular Hip Exoskeleton Using Deep Learning-Based Gait-Phase Estimation,2026,SENSORS,0,10.3390/s26165008,Article,,WOS:001860370800001
"Schulte, JF; Ramhorst, B; Sun, C; Mitrevski, J; Ghielmetti, N; Lupi, E; Danopoulos, D; Loncar, V; Duarte, J; Burnette, D; Laatu, L; Tzelepis, S; Axiotis, K; Berthet, Q; Wang, HY; White, P; Demirsoy, S; Colombo, M; Aarrestad, TK; Summers, S; Pierini, M; di Guglielmo, G; Ngadiuba, J; Campos, J; Hawks, B; Gandrakota, A; Fahim, F; Tran, N; Constantinides, GA; Que, ZQ; Luk, W; Tapper, A; Hoang, D; Paladino, N; Harris, PC; Lai, BC; Valentin, M; Forelli, R; Ogrenci, S; Gerlach, L; Flynn, RB; Liu, M; Diaz, D; Koda, EE; Quinnan, M; Solares, RM; Parajuli, S; Neubauer, MS; Herwig, C; Tsoi, HF; Rankin, D; Hsu, SC; Hauck, S","hls4ml: A Flexible, Open Source Platform for Deep Learning Acceleration on Reconfigurable Hardware",2026,ACM TRANSACTIONS ON RECONFIGURABLE TECHNOLOGY AND SYSTEMS,1,10.1145/3801979,Article,,WOS:001856874400001
"Fang, SH; Chen, M; Chen, YR; Wang, J; Wu, JH; Zhang, ZH; Lim, EG",AdaKineNet: Adaptive Kinematic Neural Network for inverse kinematics of redundant mobile manipulators,2026,ROBOTICS AND AUTONOMOUS SYSTEMS,0,10.1016/j.robot.2026.105494,Article,,WOS:001759915200001
"Ramella, G; Serino, L","VCKNet: An adaptive, modular, and lightweight Variable-sized Convolutional Kernel Network",2027,MATHEMATICS AND COMPUTERS IN SIMULATION,0,10.1016/j.matcom.2026.07.049,Article,,WOS:001850024500001
"Grasso, AC; Del Zoppo, V; Mezzina, A; Cataldo, M; Puglisi, G; Spampinato, F; Cosentino, SP; Pumo, ML; Naso, L",A dual AI framework for the automatic characterisation of low-interacting H-rich SNe within the ASTRAI (Advanced Supernova Transient Research with Artificial Intelligence) project,2026,ASTRONOMY AND COMPUTING,0,10.1016/j.ascom.2026.101116,Article,,WOS:001750386100001
"Bilbao, I; Iradier, E; Montalban, J; Fernández, M; Eizmendi, I; Angueira, P",Tiny Neural Receiver: Enabling On-Device Learning for Scalable and Adaptive 6G Devices,2026,AI,0,10.3390/ai7040144,Article,,WOS:001749218300001
"Zhang, PY; Li, R; Liu, YX; Sun, GX; Wen, CL",I-GhostNetV3: A Lightweight Deep Learning Framework for Vision-Sensor-Based Rice Leaf Disease Detection in Smart Agriculture,2026,SENSORS,2,10.3390/s26031025,Article,,WOS:001688027800001
"Liu, Z; Shu, H; Wang, LM; Meng, X; Wang, YS; Li, XC; Wang, W; Chen, T",Adjoint propagation of error signal through modular recurrent neural networks for biologically plausible learning,2026,ELIFE,1,10.7554/eLife.108237; 10.7554/eLife.108237.sa1; 10.7554/eLife.108237.sa2,Article,,WOS:001706439600001
"Tsiakmakis, D; Iosi, M; Ciuti, G",Non-Intrusive Contactless Gesture Recognition for Human-Robot Interaction,2026,IEEE ROBOTICS AND AUTOMATION LETTERS,0,10.1109/LRA.2026.3686708,Article,,WOS:001764894100009
"Golilarz, NA; Al Khatib, HS; Rahimi, S",Toward Neurocognitive-Inspired Intelligence: From AI's Structural Mimicry to Human-Like Functional Cognition,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3689754,Article,,WOS:001765013400015
"Feng, RJ; Xi, N; Chu, DF; Wang, RK; Deng, ZJ; Wang, AZ; Lu, LP; Wang, JX; Huang, YJ",ARTEMIS: Autoregressive End-to-End Trajectory Planning With Mixture of Experts for Autonomous Driving,2026,IEEE ROBOTICS AND AUTOMATION LETTERS,2,10.1109/LRA.2025.3632616,Article,,WOS:001618902900003
"Yang, WL; Li, CY; Xu, XX; Wang, XD; Guo, YC; Chai, XK; Cao, TQ; Song, JX; Wang, N; Zhang, XM; Yang, Y; Zheng, C; Cui, H","ControlIt: A Universal Framework for Translational, Adaptive, and Online Brain-Computer Interfaces",2026,ADVANCED INTELLIGENT SYSTEMS,1,10.1002/aisy.202501148,Article,,WOS:001654840000001
"Bi, XH; Qi, BH; Sun, HL; Gao, X; Yu, Y; Liang, XJ",NeMo: A Neuron-Level Modularizing-While-Training Approach for Decomposing DNN Models,2026,ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY,0,10.1145/3757740,Article,,WOS:001841982800001
"Jameel, A; Bajwa, IS; Sarwar, N; Kousar, T; Iqbal, S",A Hybrid Advanced Narrow AI Framework for Scalable Apparel Fit Prediction Using Modular DNN and Interpretable Attention-Driven TabNet,2026,INTERNATIONAL JOURNAL OF COMPUTATIONAL INTELLIGENCE SYSTEMS,0,10.1007/s44196-026-01438-1,Article,,WOS:001864341100002
"Zhao, N; Hashim, NMHN; Liu, Z; Kakuda, N; Si, SY",Too smart for comfort? How neural inference depth shapes consumer adoption of brain-computer interfaces,2027,JOURNAL OF RETAILING AND CONSUMER SERVICES,0,10.1016/j.jretconser.2026.105016,Article,,WOS:001845919300001
"Sonpim, P; Thepsutham, T; Susansuk, P; Chaisirithungnaklang, T; Chamniprasart, K; Pechbooranin, A",AI-Driven Industrial Robotic Sorting with Real-Time Object Detection and PLC Control for Smart Manufacturing,2026,"2026 12TH INTERNATIONAL CONFERENCE ON AUTOMATION, ROBOTICS AND APPLICATIONS, ICARA",0,10.1109/ICARA69401.2026.11480356,Proceedings Paper,,WOS:001835415600041
"Liu, ML; Grana, D; Mosegaard, K; Sen, MK; Xu, MH; Mukerji, T",Bayesian Inference for Subsurface Geophysical Inverse Problems,2026,REVIEWS OF GEOPHYSICS,7,10.1029/2025RG000884,Review,,WOS:001720360500001
"Harshavardhan, A; Rao, VCS; Reddy, YM; Polamuri, SR; Jamalpur, B; Reddy, VL",Hybrid quantum-classical learning for MRI-based brain tumour diagnosis,2026,DISCOVER COMPUTING,0,10.1007/s10791-026-10165-2,Article,,WOS:001766779400003
"Palaz, ZH; Cege, EE; Maiga, B; Dalveren, Y; Dalveren, GGM; Kara, A; Soylu, A; Derawi, M",A Lightweight and Explainable AI Framework Toward Automated Infraocclusion Detection in Pediatric Panoramic Radiographs,2026,DIAGNOSTICS,0,10.3390/diagnostics16060866,Article,,WOS:001726311000001
"Asad, M; Alhasawi, Y",SIAD: a low-latency AI-driven software architecture for anomaly detection in industrial IoT environments,2026,CLUSTER COMPUTING-THE JOURNAL OF NETWORKS SOFTWARE TOOLS AND APPLICATIONS,0,10.1007/s10586-026-06201-x,Article,,WOS:001809948200022
"Dobler, K; Riesen, K",A Unified Modular Framework for Graph Matching and Classification via Graph Neural Networks,2026,INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,0,10.1142/S0218001426590202,Article,,WOS:001770149900001
"Jadouli, A; El Amrani, C",Wildfire Occurrence Prediction via Modular Reuse of Frozen Intermediate Gemma 3-1B Decoder Blocks,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3698329,Article,,WOS:001792339800010
"Yang, L; Wang, X; Xiao, X; Tang, Z",Text summarization based on transformer using sentences ranking and time penalty,2026,INTELLIGENT DATA ANALYSIS,0,10.1177/1088467X261437494,Article; Early Access,,WOS:001767211200001
"Chauhan, R; Jena, M; Singh, D",NeuroKey: A Lightweight AI Tool Using Passive Keystroke Dynamics for Parkinson's Disease Detection and Monitoring,2026,"GLOBAL INTERNET OF THINGS AND EDGE COMPUTING SUMMIT, GIECS 2025",0,10.1007/978-3-032-09555-8_3,Proceedings Paper,,WOS:001727243800003
"Ali, MU; Zafar, A; Kim, S; Kim, KS; Lee, SW",From task-specific to foundation models: A paradigm shift in medical vision-language analysis,2026,COMPUTER SCIENCE REVIEW,3,10.1016/j.cosrev.2025.100831,Article,,WOS:001584480100001
"Li, ZB; Shi, JL; Chen, XX; Chen, XX; Yang, P; He, HX; Leng, YQ; Huan, XT; Hu, H; Fu, CL; Wang, TH; Guo, CF",Bimodal iontronic skins powered by edge intelligence for real-time collaborative interaction,2026,NATIONAL SCIENCE REVIEW,3,10.1093/nsr/nwag111,Article,,WOS:001734192500001
"Skibbe, H; Byra, M; Watakabe, A; Yamamori, T; Reisert, M",Memory efficient training for 3D brain image registration networks using PatchMorph,2026,SCIENTIFIC REPORTS,0,10.1038/s41598-026-44858-x,Article,,WOS:001757855100015
"Römer, R; Zhang, Y; Li, YM; Schoellig, AP",CLARE: Continual Learning for Vision-Language-Action Models via Autonomous Adapter Routing and Expansion,2026,IEEE ROBOTICS AND AUTOMATION LETTERS,0,10.1109/LRA.2026.3693992,Article,,WOS:001783573200013
"Elankeerthana, R; Abirami, T",Biofusion-net: a novel deep hierarchical fusion of multi-biometric traits using an efficientnet encoder with custom CNN ArcTransformer,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,0,10.1016/j.bspc.2026.111052,Article,,WOS:001823587000001
"Shah, A; Lee, XK; Li, K; Knappe, GA; Bathe, M; Barbastathis, G; Doyle, PS",Interpretable Deep Learning for Single-Molecule Nanopore Fingerprinting Using Physics-Guided Preprocessing,2026,ACS SENSORS,1,10.1021/acssensors.5c04784,Article,,WOS:001772805900001
"Karamoozian, M; Mahdavipour, Z; Ameen, M; Binzagr, F; Khader, A; Osman, AH; Ahmed, A",Hybrid Physics-Informed Graph Neural Network Surrogate for Multi-Physics Optimization of Net-Zero Prefabricated Modular Buildings Driven by BIM Semantic Data,2026,CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,0,10.32604/cmes.2026.085421,Article,,WOS:001835472000001
"Shi, YM; Yang, SS; Zhu, X; Wang, HY; Fu, XL; Li, M; Wu, J",MedM-VL: What Makes a Good Medical LVLM?,2026,"AI FOR CLINICAL APPLICATIONS, AGENTIC AI 2025, CREATE 2025, CLINICAL MLLMS 2025",0,10.1007/978-3-032-06004-4_29,Proceedings Paper,,WOS:001678513800029
"Nandurbarkar, S; Chaudhari, AY; Mulla, R",SPARTAN: automated table detection and extraction from documents using advanced OpenCV heuristics and OCR techniques,2026,SCIENTIFIC REPORTS,0,10.1038/s41598-026-44325-7,Article,,WOS:001765072200015
"Haq, MA; Mohamed, AA; Mahendran, RK",HEAL-LLMF: A hierarchical explainable AI framework using LLM fusion for multi-modal and personalized healthcare decision making,2026,INFORMATION SYSTEMS,8,10.1016/j.is.2026.102696,Article,,WOS:001720096300001
"Abhijat; Sharma, H; Sharma, G; Dogra, A; Wani, NA; Biswas, S; Sookhak, M",CRISPR-ImmunoPred: A Multi-Stage AI Framework to Predict T-Cell Reactivity and Mitigate Immunogenicity in CRISPR-Cas9 Therapies,2026,IEEE TRANSACTIONS ON EMERGING TOPICS IN COMPUTATIONAL INTELLIGENCE,0,10.1109/TETCI.2026.3697428,Article; Early Access,,WOS:001786122300001
"Zhang, WB; Zhang, Y; Liu, YQ; Wu, LJ; Hu, XT",REATA: An Efficient Vision Transformer Accelerator Featuring a Resource-Optimized Attention Design on Versal ACAP,2026,ACM TRANSACTIONS ON RECONFIGURABLE TECHNOLOGY AND SYSTEMS,1,10.1145/3779444,Article,,WOS:001742622600001
"Kambhampati, PP; Gautam, C; Jagan, P; Rao, MD",NeuRehab: a reinforcement learning and spiking neural network-based rehab automation framework,2026,NEUROMORPHIC COMPUTING AND ENGINEERING,0,10.1088/2634-4386/ae9215,Article,,WOS:001843625200001
"Duan, YX; Yang, CY",Modular Learning for Multiple Wireless Policies With PE Properties,2026,IEEE OPEN JOURNAL OF THE COMMUNICATIONS SOCIETY,0,10.1109/OJCOMS.2026.3712454,Article,,WOS:001828022800012
"Fiorini, F; Bua, C; Garroppo, RG; Pagano, M; Adami, D; Giordano, S",Ultra-Efficient and Scalable QoS Prediction for QKD in 7G Networks Using Fuzzy-Augmented Neural Networks,2026,IEEE OPEN JOURNAL OF THE COMMUNICATIONS SOCIETY,0,10.1109/OJCOMS.2026.3715201,Article,,WOS:001835545900003
