Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,UT (Accession Number)
"Premalatha, R; Jayanthi, KB; Rajasekaran, C; Sureshkumar, R",ViT-LoRA: Optimized vision transformer for efficient edge computing in medical imaging,2026,MICROPROCESSORS AND MICROSYSTEMS,0,10.1016/j.micpro.2026.105251,Article,,WOS:001682355300001
"Sun, GL; Lei, KW; Li, TL; Yu, LS; Zhu, SX",Parameter-efficient fine-tuning for no-reference image quality assessment: Empirical studies on vision transformer,2026,DISPLAYS,1,10.1016/j.displa.2026.103339,Article,,WOS:001663797200001
"Sheng, LA; Xu, Y; Zhang, XY; Wei, ML",Parameter-Efficient Adaptation of GPT-Style Foundation Models for Power Grid Load Forecasting,2026,ELECTRONICS LETTERS,0,10.1049/ell2.70612,Article,,WOS:001768432200001
"Chen, HT; Xiao, ZY",Swin-TUNA: A Novel PEFT Approach for Accurate Food Image Segmentation,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3676463,Article,,WOS:001731023500021
"Aldaajani, T; Alqurashi, M; Aljuaid, S; Althobaiti, MJ",Performance and Computational Cost of Full and Parameter-Efficient Fine Tuning for Arabic Sentiment Classification Across Training Set Sizes,2026,COMPUTATION,0,10.3390/computation14080191,Article,,WOS:001858623900001
"Jo, HK; Seo, Y; Huh, EN",Can LoRA Teach? Cross A-Matrix in Single Space for Low-Rank Knowledge Distillation,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3696439,Article,,WOS:001779887100019
"Jun, J; Ro, Y",GroupLoRA: Enhancing Rank Effectiveness Through Group-Wise Decomposition for Low-Rank Adaptation,2026,IEEE ACCESS,1,10.1109/ACCESS.2026.3671790,Article,,WOS:001719547800028
"Luo, XR; Jiang, C; Wang, S; Zhang, Y",DynamicFedPEFT: Efficient Fine-Tuning of Dynamic Federated Parameters for Large Language Models,2026,"KNOWLEDGE SCIENCE, ENGINEERING AND MANAGEMENT, KSEM 2025, PT III",1,10.1007/978-981-95-3055-7_8,Proceedings Paper,,WOS:001717867900008
"Qiao, FL; Mahdavi, M",Learning Without Forgetting for Continual Learning in LLMs Through Adaptive LoRA Ranks,2026,MACHINE LEARNING,0,10.1007/s10994-026-07145-4,Article,,WOS:001865986000001
"Zhong, YB; Jiang, HX; Li, LC; Nakada, R; Liu, TC; Zhang, LJ; Yao, HX; Wang, HY",PEANuT: Parameter-Efficient Adaptation with Weight-aware Neural Tweakers,2026,"PROCEEDINGS OF THE 32ND ACM SIGKDD CONFERENCE ON KNOWLEDGE DISCOVERY AND DATA MINING VOL 1, KDD 2026",0,10.1145/3770854.3780230,Proceedings Paper,,WOS:001783169400176
"Khah, AN; Prakash, R",Risk as a Resource: Personalized 360° Streaming via Adaptive Conformal Prediction,2026,"PROCEEDINGS OF THE 36TH WORKSHOP ON NETWORK AND OPERATING SYSTEM SUPPORT FOR DIGITAL AUDIO AND VIDEO, NOSSDAV 2026",0,10.1145/3798065.3798085,Proceedings Paper,,WOS:001780615900020
"Wang, XK; Xu, H; Qi, ZS; Meng, QW; Shi, YH; Le, WR; Li, Y",DSG-Adapter: Parameter-Efficient Fine-Tuning for Wideband Signal Detection and Recognition,2026,IEEE WIRELESS COMMUNICATIONS LETTERS,0,10.1109/LWC.2026.3728104,Article,,WOS:001868056400011
"Nguyen, H; Le, J; Nguyen, C; Le, T; Vu, TT",LAPEFT: A Lexicon-Enhanced Approach to Parameter-Efficient Fine-Tuning for Financial News Sentiment Classification,2026,"AI 2025: ADVANCES IN ARTIFICIAL INTELLIGENCE, PT I",0,10.1007/978-981-95-4969-6_8,Proceedings Paper,,WOS:001717110300008
"Pravosud, R; Adamov, O; Marchenko, O",Dialogue Style Transfer with Reinforcement Learning and Parameter Efficient Fine-Tuning,2026,"FLEXIBLE QUERY ANSWERING SYSTEMS, FQAS 2025",1,10.1007/978-3-032-05607-8_22,Proceedings Paper,,WOS:001683688700022
"Zheng, LY; Jin, BS",TS-PET: A Novel Framework for Fine-Tuning Pretrained Time-Series Models,2026,BIG DATA,0,10.1177/2167647X261439005,Article,,WOS:001752356400001
"Zhu, YQ; Wu, YY; Zhang, WS; Yang, XB",Parameter-efficient fine-tuning with layer pruning on medical sequence-to-sequence modeling,2026,HEALTH INFORMATION SCIENCE AND SYSTEMS,0,10.1007/s13755-026-00453-y,Article,,WOS:001736983200001
"Alzahrani, B; Yang, DJ",PrivLoRA: Enhancing Privacy in LoRA-Based Fine-Tuning of Large Language Models for Federated Learning,2026,"2026 INTERNATIONAL CONFERENCE ON COMPUTING, NETWORKING AND COMMUNICATIONS, ICNC",0,10.1109/ICNC68183.2026.11416880,Proceedings Paper,,WOS:001807851200124
"Zhang, K; Peng, YJ; Pang, B; Chen, X",Multiscale feature fusion for few-shot medical image learning with fisher information-driven layer selection,2026,VISUAL COMPUTING FOR INDUSTRY BIOMEDICINE AND ART,0,10.1186/s42492-026-00220-6,Article,,WOS:001777980000001
"Cantini, R; Gabriele, N; Orsino, A",A Parameter-Efficient Approach to Distilling Large Language Models via Meta-learning,2026,"NEW TRENDS IN DATABASE AND INFORMATION SYSTEMS, ADBIS 2025",0,10.1007/978-3-032-05727-3_36,Proceedings Paper,,WOS:001595536700036
"Bing, XH; Xi, YH; Yahyapour, R",SA-LoRA: Shared-A decoupled low-rank adaptation for class-incremental learning,2026,JOURNAL OF KING SAUD UNIVERSITY COMPUTER AND INFORMATION SCIENCES,0,10.1007/s44443-026-00925-x,Article,,WOS:001842848700003
"Zhu, JJ; Li, J; Zhao, S; Deng, YY; Miao, YM; Xu, J",Adapting LLMs for biomedical natural language processing: a comprehensive benchmark study on fine-tuning methods,2026,JOURNAL OF SUPERCOMPUTING,1,10.1007/s11227-025-08182-x,Article,,WOS:001672350700002
"Li, N; Zhang, Y; Wang, J; Xu, D; Zhang, XJ",Qwen-Gender: A Chain-of-Thought Based Multi-task Gender Bias Mitigation System,2026,"NATURAL LANGUAGE PROCESSING AND CHINESE COMPUTING, NLPCC 2025, PT IV",0,10.1007/978-981-95-3352-7_41,Proceedings Paper,,WOS:001720981600041
"Wu, F; Hu, J; Min, GY; Wang, SQ",Adaptive Rank Allocation for Federated Parameter-Efficient Fine-Tuning of Language Models,2026,IEEE TRANSACTIONS ON COMPUTERS,2,10.1109/TC.2026.3655161,Article,,WOS:001717547600030
"Zhou, YL; Han, XX; Zhang, YM; Zhou, HH; Li, TT",Dynamic Pressure Adaptive Fine-Tuning Method for Large Language Models Based on Fluid Mechanics,2026,CHINESE JOURNAL OF ELECTRONICS,0,10.23919/cje.2025.00.312,Article,,WOS:001845064400019
"Annareddy, P; Noori, A; Kollipara, D; Manda, P",AI-Driven Dental Procedure Coding: A Multi-Model Framework for CDT Extraction from Clinical Text,2026,DENTISTRY JOURNAL,0,10.3390/dj14060339,Article,,WOS:001803721500001
"Kibria, NBG; Mia, MM; Kibria, HB; Ahamed, MF; Elsayed, MA; Ayari, MA; Khandakar, A",Adaptive BitFit: Gradient-Driven Sparse Bias Fine-Tuning for Efficient Cancer Classification,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3727561,Article,,WOS:001866066800015
"Li, YS; Xu, F; Zhang, ZP; Mei, XY; Huang, H",Construction site fall hazard identification and automated captioning using adapted vision-language models,2026,AUTOMATION IN CONSTRUCTION,2,10.1016/j.autcon.2026.106790,Article,,WOS:001674583300001
"Kong, CQ; Luo, AW; Bao, PJ; Yu, Y; Li, HL; Zheng, ZW; Wang, SQ; Kot, AC",MoE-FFD: Mixture of Experts for Generalized and Parameter-Efficient Face Forgery Detection,2026,IEEE TRANSACTIONS ON DEPENDABLE AND SECURE COMPUTING,30,10.1109/TDSC.2025.3604443,Article,,WOS:001663382300007
"Zhang, D",PESH: a parameter-efficient fine-tuning small sample histopathology images training framework,2026,ENGINEERING RESEARCH EXPRESS,0,10.1088/2631-8695/ae62df,Article,,WOS:001828313100001
"Koffi, KA; Lucke, K; Darko, ED; Berhanu, T; Borrelli, RA; Kolias, C",AgentRed: Towards an Agent-Based Approach to Automated Network Attack Traffic Generation,2026,ALGORITHMS,0,10.3390/a19010043,Article,,WOS:001669901500001
"Sen, S; Dhankhar, N; Bayat, A",Dynamic LoRA Fine-Tuning of DINOv3 for Multi-Component Pasture Biomass Estimation,2026,SENSORS,0,10.3390/s26165285,Article,,WOS:001860234900001
"Zheng, YM; Fan, B",Global-local synergistic fine-tuning of DINOv3 for underwater instance segmentation,2026,PATTERN RECOGNITION LETTERS,0,10.1016/j.patrec.2026.06.012,Article,,WOS:001808355100001
"Zhang, JY; Zhong, XP; Fan, XJ; Tjahjadi, T; Fu, LY; Ye, QL",Adapting pre-trained large model to robust individual tree crown detection from UAV optical images,2026,SMART AGRICULTURAL TECHNOLOGY,0,10.1016/j.atech.2025.101674,Article,,WOS:001671852500001
"Aleixo, EL; Colonna, JG",Overcoming catastrophic forgetting in continuous image classification tasks with adapters,2026,INTELLIGENT SYSTEMS WITH APPLICATIONS,0,10.1016/j.iswa.2026.200697,Article,,WOS:001829468800001
"Rezgui, I; Mzid, R; Ziadi, T",Exploring full and parameter-efficient fine-tuning techniques for transformer-based design pattern detection,2026,INFORMATION AND SOFTWARE TECHNOLOGY,0,10.1016/j.infsof.2026.108176,Article,,WOS:001777150300001
"Liu, Z; Zhu, JC; Li, NN; Huang, G",Multiple-Exit Tuning: Towards Inference-Efficient Adaptation for Vision Transformer,2026,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,0,10.1109/TCSVT.2025.3609549,Article,,WOS:001690596700034
"Yao, HM; Chen, QY; Luo, W; Zhang, Z; Liao, JX; You, W",TDSS: Task Dynamic-Synergistic Skill Adaptation for Boosting Efficient and Scalable Multi-Task Learning in Dense Visual Prediction,2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 14",0,,Proceedings Paper,,WOS:001768169200058
"Yan, QD; Jiang, CL; Li, YJ; Ma, N",Residual Feature Enhancement for Large Language Models: Methodology and Applications,2026,IEEE ACCESS,0,10.1109/ACCESS.2025.3650213,Article,,WOS:001658643000020
"Gorgulu, AB; Kamali, HO; Oz, Z; Mert, G; Kiziltepe, RS; Karakus, M; Basbrain, AM",Domain-Adaptive Sentiment and Topic Analysis Using LLMs in Low-Resource Language: A Case Study on Turkish Airport Reviews,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3699598,Article,,WOS:001792339800015
"Wu, PJ; Neri, F; Feng, ZH",Zero-Shot Evolutionary Architecture Search for Low-Rank Adaptation,2026,INTERNATIONAL JOURNAL OF NEURAL SYSTEMS,0,10.1142/S0129065726500255,Article,,WOS:001718273600001
"Sarker, TK; Islam, KJ; Sarker, U",Balancing Binary Biomedical QA: Parameter-Efficient Instruction Tuning on BioASQ and PubMedQA,2026,"2026 5TH INTERNATIONAL CONFERENCE ON ELECTRICAL, COMPUTER & TELECOMMUNICATION ENGINEERING, ICECTE",1,10.1109/ICECTE69292.2026.11429214,Proceedings Paper,,WOS:001782900200035
"Ata, A; Lota, S; Kozak, K",A Dependable Explainable NLP Framework for Clinical Personality Trait and Subtype Analysis,2026,"DEPENDABLE COMPUTER SYSTEMS: METHODS, MODELS, AND APPLICATIONS, DEPCOS-RELCOMEX, 2026",0,10.1007/978-3-032-27927-9_2,Proceedings Paper,,WOS:001833852900002
"Bhooi, PS; Abrol, V",AdaSpeech: Multiresolution modality adaptation for ASR in Hindi,2026,SPEECH COMMUNICATION,0,10.1016/j.specom.2026.103465,Article,,WOS:001854249800001
"Shi, LT; Liu, T; Xie, JX; Li, N; Zhong, BE; Hong, RC",Text-Guided Vision Token Reduction With Low-Rank Adaptation for Efficient Visual Grounding,2026,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,0,10.1109/TCSVT.2026.3684576,Article,,WOS:001841856300001
"Prasad, D; Deshmukh, M; Kumar, P; Awasthi, LK",Robust Cross-Spectral Periocular Biometric Recognition using LoRA-Adapted DINOv2 and Quality-Aware Fusion,2026,IETE JOURNAL OF RESEARCH,0,10.1080/03772063.2026.2695248,Article; Early Access,,WOS:001840951000001
"Chen, DB; Yang, WL; Yuan, Y; Gu, JT",DINOv3-PEFT: A Dual-Branch Collaborative Network with Parameter-Efficient Fine-Tuning for Precise Road Segmentation in SAR Imagery,2026,REMOTE SENSING,0,10.3390/rs18070973,Article,,WOS:001738968300001
"Nguyen, DQ; Tran, KQ; Nguyen-Xuan, H",LayGenID: Layout-preserving multi-conditional diffusion transformer with LoRA fusion for interior design generation,2026,EXPERT SYSTEMS WITH APPLICATIONS,0,10.1016/j.eswa.2026.132352,Article,,WOS:001759379600003
"Chang, LH; Hsieh, YS; Lee, TH",Enhancing Aggregation Efficiency and Training Stability in Heterogeneous Federated Learning Using the Adaptive LoRA FL Framework,2026,JOURNAL OF ADVANCES IN INFORMATION TECHNOLOGY,0,10.12720/jait.17.4.678-695,Article,,WOS:001754526200005
"Mengistu, TM; Faisal, KM; Choi, W; Kim, T",Natural language processing at the crossroads: Integrating federated and reinforcement learning for emerging intelligent systems,2026,COMPUTER SCIENCE REVIEW,0,10.1016/j.cosrev.2026.101014,Article,,WOS:001795322800001
"Marsh, B; Michaleas, A; Ricke, DO; Monera, S; Zembruski, S",An efficient strategy for fine-tuning large language models,2026,FRONTIERS IN ARTIFICIAL INTELLIGENCE,1,10.3389/frai.2026.1665992,Article,,WOS:001704483700001
"Bao, XC; Feng, JZ; Huo, YR; Qiu, HX; Yu, HR; Ren, SY; Ren, JD",Controlled subspace fusion for language model continual learning,2026,INFORMATION FUSION,0,10.1016/j.inffus.2026.104184,Article,,WOS:001680181100001
"Alva, RGS; Núñez, M; Del Alamo, CL; Arista, JM",AI-Driven Generation of Old English: A Framework for Low-Resource Languages,2026,BIG DATA AND COGNITIVE COMPUTING,1,10.3390/bdcc10050145,Article,,WOS:001774783300001
"El-Enen, MAA; Ismail, SS; Nazmy, TM",Med-LLaMA3: Advancing Medical Question-Answering Through Parameter-Efficient Fine-Tuning of Large Language Models,2026,APPLIED SCIENCES-BASEL,0,10.3390/app16126158,Article,,WOS:001801899200001
"Pehlivan, S",Adapting independent large-scale pretrained models for human action recognition,2026,TURKISH JOURNAL OF ELECTRICAL ENGINEERING AND COMPUTER SCIENCES,0,10.55730/1300-0632.4184,Article,,WOS:001771420600006
"Zhang, ZG; Wu, TW; Zhang, QF; Wang, L; Wang, Z",STA-TAD: Spatial-Temporal Adapter on ViT for Temporal Action Detection,2026,"COMPUTER ANIMATION AND SOCIAL AGENTS, CASA 2025",0,10.1007/978-981-95-0100-7_16,Proceedings Paper,,WOS:001597413100016
"Luo, G; Zhang, YX; Zhou, YY; Huang, ML; Sun, XS; Ji, RR",Towards Parameter-Efficient Network Pruning with Re-Parameterized Adapter,2026,INTERNATIONAL JOURNAL OF COMPUTER VISION,0,10.1007/s11263-025-02698-8,Article,,WOS:001714866300005
"Sifat, HA; Arko, KB; Madhu, S; Sifat, SH; Mahmood, S",BRRD-Net: A Transformer-Based Framework for Region-Specific Romanized Bangla Dialect Detection Using Pretrained Embeddings and Prototype Learning,2026,"2026 5TH INTERNATIONAL CONFERENCE ON ELECTRICAL, COMPUTER & TELECOMMUNICATION ENGINEERING, ICECTE",0,10.1109/ICECTE69292.2026.11429364,Proceedings Paper,,WOS:001782900200184
"Boughida, A; Kouahla, MN; Benoughidene, A; Kouadria, A; Kurulay, M",ClinicalSum-BART: parameter-efficient fine-tuning of biomedical transformers for clinical text summarization,2026,JOURNAL OF SUPERCOMPUTING,0,10.1007/s11227-026-08750-9,Article,,WOS:001845074400004
"Jabbar, A; Nadeem, MJ; Zain, M; Hussain, N; Qasim, A; Hafeez, M; Sidorov, G","A Comprehensive Comparative Study of Toxic Language Detection in Roman Urdu Using Hybrid Machine Learning, Deep Learning, and LoRA-Optimized Transformer Models",2026,INTERNATIONAL JOURNAL OF COMBINATORIAL OPTIMIZATION PROBLEMS AND INFORMATICS,0,10.61467/2007.1558.2026.v17i4.1528,Article,,WOS:001839178100008
"Saggese, A; Vento, M",DRIVE: Distributed Robotic Intelligence for Vision-based Exploration for retail shelf monitoring,2026,JOURNAL OF SYSTEMS ARCHITECTURE,0,10.1016/j.sysarc.2026.103802,Article,,WOS:001743999200001
"Chebbi, A; Kolade, B",Towards EnergyGPT: A Large Language Model Specialized for the Energy Sector,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3693610,Article,,WOS:001778451500024
"Lim, J; Kwak, Y; Lee, J; Kim, TY; Jeong, J",mLLM-CRD: multi-modal LLM based context-aware rule detection using LoRA-integrated attention for worker safety monitoring,2026,JOURNAL OF KING SAUD UNIVERSITY COMPUTER AND INFORMATION SCIENCES,0,10.1007/s44443-026-00572-2,Article,,WOS:001819074400002
"Zhang, TX; Yu, PP; Xia, ZH; Dai, LC; Zhou, XY; Gao, H",Fine-Grained DINO Tuning with Dual Supervision for Face Forgery Detection,2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 15",1,,Proceedings Paper,,WOS:001768176000060
"Biondi, N; Ricci, S; Arati, N; Nocetti, M; Aminti, G; Pala, P; Brunetti, M",Parameter-efficient vision transformer adaptation for stem quality classification from smartphone forest images,2026,SMART AGRICULTURAL TECHNOLOGY,0,10.1016/j.atech.2026.102132,Article,,WOS:001759584100001
"Chao, XW; Jiang, JC; Ma, WY; Li, Y; Nie, J; Ercisli, S; Muhammad, G",Personalized Federated Transformer Architecture With Digital Twin for Enhanced Environmental Perception in Intelligent IoV Systems,2026,IEEE INTERNET OF THINGS JOURNAL,0,10.1109/JIOT.2025.3641637,Article,,WOS:001760393300043
"Gebremeskel, HG; Feng, C; Abera, AM; Binegde, GN",TigCLaF: a cross-lingual large language model framework for sentiment-aware text classification in low-resource tigrigna,2026,SCIENTIFIC REPORTS,0,10.1038/s41598-026-42786-4,Article,,WOS:001745176200009
"Yun, S; Pei, JH; Wang, P",TOAST: Task-Oriented Adaptive Semantic Transmission Over Dynamic Wireless Environments,2026,IEEE TRANSACTIONS ON NETWORK SCIENCE AND ENGINEERING,3,10.1109/TNSE.2025.3604633,Article,,WOS:001649694200035
"Zhai, YZ; Lei, Y; Zhang, H; Yu, Y; Xu, KL; Feng, DW; Ding, B; Wang, HM",Uncertainty-penalized reinforcement learning from human feedback with diversified reward LoRA ensembles,2026,INFORMATION PROCESSING & MANAGEMENT,3,10.1016/j.ipm.2025.104548,Article,,WOS:001639998800002
"Srinivasan, S; Prajapati, M; Thalengala, A; Raveendran, D; Jaswanth, CS",Convolutional low-rank adaptation for efficient semantic segmentation in vision transformers,2026,SCIENTIFIC REPORTS,0,10.1038/s41598-026-57622-y,Article,,WOS:001862977200015
"Cano, IA; Mayoral, MB; López, ED; Zamorano, MR; Ramírez, IM; Ivaylova, K; López-Pintor, RM",Boundary-aware segmentation of Oral Lichen Planus using parameter-efficient adaptation of DINOv2,2027,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,0,10.1016/j.bspc.2026.111338,Article,,WOS:001866182400001
"Hou, S; Su, JL; Yao, XY; Li, XL; Du, JL; Li, JX; Jiang, FT; Xia, Y; Zhang, SG; Cui, W; Wang, YQ; Ren, LP",Deep Learning Approach for Species Identification of Forensically Important Sarcophagid flies (Diptera: Sarcophagidae) in China,2026,INSECTS,0,10.3390/insects17040374,Article,,WOS:001751045500001
"Song, ZH; Huang, RK; Li, AQ; Shen, AR; Chen, H",Adapter-Regularised Continual Learning for Dynamic Financial Sentiment Encoding in Multi-Modal Market Fusion,2026,EXPERT SYSTEMS,1,10.1111/exsy.70178,Article,,WOS:001645306700003
"Liang, Y; Tohti, T; Hu, WP; Yan, TW; Wang, SH; Hamdulla, A",LLaMA-MoT: A cost-effective framework for visual-linguistic instruction tuning based on multi-head adapters and chain-of-thought,2026,EXPERT SYSTEMS WITH APPLICATIONS,2,10.1016/j.eswa.2025.129250,Article,,WOS:001581022300013
"Mahmoud, NR; Elbehiery, H; Youssef, BAF; Mobarz, HBA",LoRA-Based Deep Learning for High-Fidelity Satellite Image Super-Resolution in Big Data Remote Sensing,2026,COMPUTERS,0,10.3390/computers15050313,Article,,WOS:001774260400001
"Wang, JL; Shi, ZY; Peng, FJ; Wang, X; Wang, YZ; Zhang, FF",An Interpretable Deep Transfer Learning Approach for Drilling Operation State Identification,2026,PROCESSES,0,10.3390/pr14132083,Article,,WOS:001818537500001
"Pravosud, R; Marchenko, O",Dialogue Style Transfer for Multiple Characters,2026,CYBERNETICS AND SYSTEMS ANALYSIS,0,10.1007/s10559-026-00891-2,Article; Early Access,,WOS:001836883300001
"Bralina, S; Yazici, A; Guan, CT; Lee, MH","Adaptive bottleneck transformer for multimodal EEG, audio, and vision fusion",2026,EXPERT SYSTEMS WITH APPLICATIONS,0,10.1016/j.eswa.2026.131487,Article,,WOS:001689707600001
"Pan, YK; Yuan, ZQ; Wu, X; Li, W; Luo, A; Xu, CS",Learning Unknowns Without Forgetting Knowns: Compositional and Bidirectional Low-Rank Adaptive Open-World Detection Transformer,2026,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,0,10.1109/TCSVT.2026.3665637,Article,,WOS:001786231600015
"Chen, MC; Ruan, SJ; Wu, JH; Chen, PF",Classifying American Society of Anesthesiologists Physical Status With a Low-Rank-Adapted Large Language Model: Development and Validation Study,2026,JOURNAL OF MEDICAL INTERNET RESEARCH,1,10.2196/89540,Article,,WOS:001757962900001
"Wang, YT; Huang, MX; Deng, XW; Xie, YZ; Li, XC",Progressive Hybrid Pseudo-Labeling for Unsupervised Domain Adaptation With Ascending Low-Rank Adaptation,2026,IEEE TRANSACTIONS ON IMAGE PROCESSING,0,10.1109/TIP.2026.3709466,Article,,WOS:001820963200007
"Kim, M; Choi, D; Cho, Y; Kim, Y; Lee, J; Lee, C; Sohn, K",ET-BERT with Adapter Fusion: Operating-Regime Analysis of Modular Continual Adaptation for Encrypted Traffic Classification,2026,CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,0,10.32604/cmes.2026.084041,Article,,WOS:001840302600001
"Yeleussinov, A; Buribayev, Z; Beisov, N; Kalzhanov, N; Satymbekov, M; Akhatov, U; Alimkulov, Y",Fine-Tuning Qwen3 Models for the Legal Domain of Kazakhstan: A Comparative Study of LoRA-Adapted Models for Bilingual Legal Question Answering,2026,APPLIED SCIENCES-BASEL,1,10.3390/app16136777,Article,,WOS:001818063000001
"Ali, MB; Smiti, A",Privacy-preserving multimodal fusion for Alzheimer's staging: A federated vision transformer framework with explainable AI☆,2026,COMPUTERIZED MEDICAL IMAGING AND GRAPHICS,2,10.1016/j.compmedimag.2026.102730,Article,,WOS:001702833500001
