Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,EID
Pang N.; Yu S.,TCC-MVGC: Tensor-based Consensus Clustering for multi-view graph data,2026,Knowledge-Based Systems,0,10.1016/j.knosys.2026.116923,Article,All Open Access; Green Open Access,2-s2.0-105049059575
Jiang Y.; Yang Z.-H.; Su X.-H.; Huang S.; Wang T.-T.,A Survey of Source Code Vulnerability Detection Methods Based on Large Language Models; [基于大语言模型的源代码漏洞检测方法综述],2026,Jisuanji Xuebao/Chinese Journal of Computers,0,10.11897/SP.J.1016.2026.01385,Review,,2-s2.0-105044910701
Jeyaram G.; Vidhya V.; Dhanaraj R.K.; Alabdultif A.,A Lightweight Sequential AI Framework for Real Time Intrusion Detection in Dynamic Vehicular Networks,2026,Scientific Reports,1,10.1038/s41598-026-36103-2,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105029561850
Xu W.; Jiang X.; Cui Q.; Xu L.; Wang X.,Fission-based Dynamic Hypergraph Neural Network,2026,Pattern Recognition,1,10.1016/j.patcog.2026.113995,Article,,2-s2.0-105039590209
Farabegoli N.; Domini D.; Aguzzi G.; Viroli M.,Heterogeneous GNN for collective-task offloading in cloud-edge via deep Q-learning,2026,Future Generation Computer Systems,1,10.1016/j.future.2026.108539,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105036172040
Fu Y.; Song J.; Tong X.,Cooperative Allocation of Multi-Domain Heterogeneous Aerial Vehicles Via CASA: A Counterfactual Multi-Agent Reinforcement Learning Model,2026,Advances in Astronautics,0,10.1007/s42423-026-00211-y,Article,,2-s2.0-105033296387
Menéndez García A.; Peñacoba-Yagüe M.; Sierra-García J.E.,Artificial intelligence driven real time robotics inverse kinematics computation for smart manufacturing,2026,Engineering Applications of Artificial Intelligence,0,10.1016/j.engappai.2026.115167,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105040073370
Alyaoui N.; Guiloufi A.B.; Baccouch O.; Chabir K.,Intelligent Congestion Control and Scheduling in VANETs: An SDN-Based PPO Approach,2026,Journal of Network and Systems Management,0,10.1007/s10922-026-10088-9,Article,,2-s2.0-105039923526
Wang J.; Liu L.; An F.,DPL-DETR: An Insulator Defect Monitoring Method via Dynamic Adaptive Perception and Local-Global Attention Enhanced Fusion Network,2026,IEEE Internet of Things Journal,0,10.1109/JIOT.2026.3679322,Article,,2-s2.0-105034775616
Shi Z.; Zhang H.; Lin Y.; Cheng J.-H.; Wang L.; Luan F.; Chang X.; Hu Z.,"Edge deep learning empowering the evolution of food nondestructive detection technologies from lab to real-world: Principles, mechanisms and applications",2026,Trends in Food Science and Technology,1,10.1016/j.tifs.2026.105850,Review,,2-s2.0-105040567445
Mannikeri S.; Suchithra R.,UA-FGDRL: An Uncertainty-Aware Federated Multi-Objective Green Deep Reinforcement Learning Framework for Energy-Efficient Cloud Resource Allocation,2026,Journal of Intelligent Decision Making and Information Science,0,10.59543/jidmis.v3.1326,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105046850504
Ma K.,Design of dynamic adaptive control framework for exoskeleton robot driven by neuromuscular signal based on deep reinforcement learning,2026,Frontiers in Computational Neuroscience,0,10.3389/fncom.2026.1807958,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105047662936
Kiruthiga R.; Nithya B.,Quantum multi-agent reinforcement learning for efficient resource allocation and trajectory optimization in multi-UAV IoT networks,2026,International Journal of Data Science and Analytics,2,10.1007/s41060-025-00901-0,Article,,2-s2.0-105024077655
El Amine Ameur M.; Brik B.; Drias H.; Ameur M.; Foufou S.; Zomaya A.,"Deep Reinforcement Learning for Cooperative Intelligent Transportation Systems: A Survey on Architecture, Use Cases, and Future Directions",2026,IEEE Transactions on Intelligent Transportation Systems,1,10.1109/TITS.2026.3683551,Article,,2-s2.0-105038847589
Alwzwazy H.A.; Alzubaidi L.; Zhao Z.; Crawford R.; Alnaseri O.; Jurdak R.; Gu Y.,BigOrthoATD.Net: A scalable and adaptable distributed deep learning framework for multi-class orthopedic classification across imaging modalities in low-resourced settings,2026,Neural Networks,1,10.1016/j.neunet.2026.109190,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105040762106
Mahmoudi M.; Barekatain B.; Beheshti Z.; Quintana A.A.; Velayati M.R.,A novel state-space ODE framework with tensor decomposition for resource allocation in fog-DSDN networks,2026,Cluster Computing,1,10.1007/s10586-025-05931-8,Article,,2-s2.0-105029945147
Ruiz-Fas À.; Goterris J.; Díaz-Rivero A.; Sáenz-Martínez C.; Trilles S.,LIA-FL: A containerised federated learning platform for AIoT time-series forecasting,2026,SoftwareX,0,10.1016/j.softx.2026.103000,Article,All Open Access; Gold Open Access,2-s2.0-105049356237
Pang Y.; Li K.; Liu J.; Xie Y.; Huang K.; Huang C.,Multi-agent deep reinforcement learning for intelligent and cooperative thermal management of electric vehicles,2026,Control Engineering Practice,0,10.1016/j.conengprac.2026.106952,Article,,2-s2.0-105033942849
Sheng L.; Chen X.; Pan Z.; Cai F.; Chen H.,From individual decisions to team emergence: a survey on explainable cooperative multi-agent reinforcement learning,2026,Artificial Intelligence Review,0,10.1007/s10462-026-11598-3,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105048019698
Khalafallah M.A.; Hassan A.A.; Badawy S.G.; Waleed M.; Abouelmaati D.; Imam M.A.,"Coding vs. Culture: How Artificial Intelligence is Transforming Bone, Joint, Skin, and Soft Tissue Infection Management?",2026,Current Infectious Disease Reports,0,10.1007/s11908-025-00873-z,Article,,2-s2.0-105027858541
Yang C.; Lu K.; He J.; Huang S.; Cheng J.,Dual path fairness optimization for graph neural network based recommendation,2026,Scientific Reports,0,10.1038/s41598-025-32364-5,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105027812423
Liu S.; Li L.; Sun F.; Zhang R.,A scalable deep learning framework for job completion time prediction in cloud-edge environments,2026,Journal of Industrial Information Integration,0,10.1016/j.jii.2026.101154,Article,,2-s2.0-105042232357
Jurczuk A.; Alsqour M.; Zaqeeba N.,Human-AI collaboration in internal auditing: The moderating role of financial reporting quality,2026,Engineering Management in Production and Services,1,10.2478/emj-2026-0008,Article,All Open Access; Gold Open Access,2-s2.0-105046924065
Zhao Y.,Multi-agent collaboration for coherent long-video music synthesis,2026,Scientific Reports,0,10.1038/s41598-026-54981-4,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105046512399
Qu Z.; He J.; Wu B.; Long Z.; Xia T.,HC-MARL: A General Hierarchical Cascaded Multi-Agent Collaborative Architecture for Cyber Wargaming Applications,2026,Electronics (Switzerland),0,10.3390/electronics15153369,Article,All Open Access; Gold Open Access,2-s2.0-105047099986
Li H.; Jeong B.,Multiagent Deep Reinforcement Learning With Evolutionary Strategy for Mobile Charging Vehicles Dispatching,2026,IEEE Transactions on Neural Networks and Learning Systems,1,10.1109/TNNLS.2025.3649341,Article,,2-s2.0-105027782812
Qiu Z.; Malik A.; Sun P.; Xie R.; Ravishankar J.; Bi J.,An on-premises end-to-end automated forecasting multi-agent system for the energy domain,2026,Engineering Applications of Artificial Intelligence,0,10.1016/j.engappai.2026.115728,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105045944359
Choi H.; Bae S.; Na K.J.,End-to-End PET/CT Interpretation and Quantification with an LLM-Orchestrated AI Agent: A Real-World Pilot Study,2026,Journal of Nuclear Medicine,0,10.2967/jnumed.126.272362,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105048054134
He X.; Yu C.; Zhang Y.; Feng K.; Zhu J.; Ma W.,Vehicle-enabled control of traffic at lane-drop bottlenecks on freeway via speed and lane-changing advisories to connected vehicles as moving actuators,2026,Transportation Research Part C: Emerging Technologies,0,10.1016/j.trc.2026.105943,Article,,2-s2.0-105047842874
Cheikhrouhou S.; Turki M.; Dammak B.,X-FedAgriTwin: Privacy-preserving crop recommendation via Digital Twins and explainable federated learning,2026,Information and Software Technology,1,10.1016/j.infsof.2026.108173,Article,,2-s2.0-105037064442
Gaikwad A.S.; Jaiswal A.; Ghuge K.; Daulatabad A.; Kulkarni P.; Gulhane M.,Privacy-Preserving Federated Learning Framework for Sustainable Smart City Infrastructure Analytics,2026,International Journal of Computer Information Systems and Industrial Management Applications,0,10.70917/ijcisim-2026-2337,Article,,2-s2.0-105044666312
Alshudukhi K.S.; Tariq N.,A Blockchain-Enabled Federated Neuro-Symbolic Framework for Secure Wearable Biosensor-Based Health Monitoring,2026,Biosensors,0,10.3390/bios16080442,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105048341565
Joel M.R.; Navaneethakrishnan M.; Selvi R.; Munuswamy E.,A potent framework for privacy-preserving recommendations using federated learning,2026,Knowledge-Based Systems,1,10.1016/j.knosys.2026.116123,Article,,2-s2.0-105039229199
Wang Y.; Xing X.; Li P.; Zhang Y.; Wang G.,DRL-DPKI: A malicious behavior mitigation and quality-aware load balancing algorithm for decentralized PKI,2026,Journal of Systems Architecture,2,10.1016/j.sysarc.2026.103754,Article,,2-s2.0-105033077390
Zhang C.; Lin P.; Rao C.; Li H.; Wang J.; Zhang C.; Hu H.,A Cloud-Edge-End Collaborative Remote Monitoring and Scheduling System for Textile Equipment,2026,Applied Sciences (Switzerland),0,10.3390/app16125773,Article,All Open Access; Gold Open Access,2-s2.0-105042725345
Chen D.; Gong Y.; Chen J.; He R.,The evolution and future of advanced control strategies for chiller plant sequence and optimal loading in buildings: a review of modern control theory and artificial intelligence algorithms,2026,Energy and Buildings,0,10.1016/j.enbuild.2026.117578,Review,,2-s2.0-105039455990
Ma D.; Peng L.; Zhang L.; Li W.; Gao X.,Hierarchical neighbor integration graph attention network for autism spectrum disorder diagnosis,2026,Frontiers in Psychiatry,0,10.3389/fpsyt.2026.1846996,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105047087837
Alharbi A.,Predictive fault management in smart sensor networks using a dynamic quantum-AI architecture (DynaQuAI),2026,Scientific Reports,0,10.1038/s41598-026-47857-0,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105044125163
Feng Z.; Wang R.; Zhang B.; Sun J.; Deng F.; Wang G.,Self-predictive Mamba for efficient multi-agent policy learning,2026,Science China Information Sciences,0,10.1007/s11432-025-4850-y,Article,,2-s2.0-105040681575
Wang Z.; Xu S.; Guo N.; Bian X.; Xu X.; Yao S.; Ben X.; Zhou T.,Multi-view graph clustering via dual attention fusion and collaborative optimization,2026,Neural Networks,2,10.1016/j.neunet.2026.108704,Article,,2-s2.0-105031376070
HAN D.; HU Y.; ZHENG K.; LIAO W.,A DRL-based handover strategy for ISL-enabled LEO mega-constellation networks under heterogeneous QoS demands,2026,Chinese Journal of Aeronautics,2,10.1016/j.cja.2025.103895,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105046398163
Li M.; Yu W.; Li Y.,Deep neural network-based coupling model of inter-organizational knowledge flow and agent collaborative decision-making,2026,Scientific Reports,0,10.1038/s41598-026-37838-8,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105030527629
Diao H.; Li X.; Zhang W.; Yu Y.S.; Wang Y.; Zhang J.,Self-supervised graph neural networks for network intrusion detection in cloud-edge collaboration environments,2026,Journal of Cloud Computing,5,10.1186/s13677-026-00847-z,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105031645521
Sivakumar A.; Arthy G.; Srithar S.; Saritha K.; Jayachandran T.; Premalatha M.,Topology-Aware IoT–Fog Task Offloading via Graph Neural Networks and Meta-enhanced Reinforcement Learning with Energy–Latency Optimization,2026,SN Computer Science,0,10.1007/s42979-026-05061-x,Article,,2-s2.0-105040542359
Gan W.; Guo K.; Qiao L.,A Scalable Multi-UUVs Collaborative Multi-Objective Area Protection Framework Using Multi-Task MADRL,2026,IEEE Transactions on Mobile Computing,1,10.1109/TMC.2026.3673341,Article,,2-s2.0-105032693348
Randive K.; Kavitha B.V.; Sumathi V.; Sudha Rani T.; Sutha V.,Federated Deep Learning–Machine Learning Framework for Early Detection of Multi-Domain Environmental Hazards Using Sparse Real-Time Sensor Data,2026,International Academic Journal of Science and Engineering,0,10.71086/IAJSE/V13I2/IAJSE1355,Article,All Open Access; Bronze Open Access,2-s2.0-105042173076
Zhou F.; Fang L.; Zaki H.O.,Modeling and Data Analysis of Innovation Dynamics in Complex Human–AI–Content Networks: A Multimodal Graph Learning Approach,2026,Mathematics,0,10.3390/math14122051,Article,All Open Access; Gold Open Access,2-s2.0-105042875584
Reno S.; Roy K.; Shafin K.M.,Formal validation of proof-of-access architectures for mitigating the blockchain trilemma,2026,Journal of Supercomputing,0,10.1007/s11227-026-08588-1,Article,,2-s2.0-105039694430
He J.; Wang C.; Pan W.; Xu X.,From Task-Specific Models to General-Purpose Model-Driven Paradigm Shift：A Review and Future Directions of GeoAI Research; [从专用模型到通用模型驱动的范式升级 ： GeoAI 研究综述与展望],2026,Wuhan Daxue Xuebao (Xinxi Kexue Ban)/Geomatics and Information Science of Wuhan University,0,10.13203/j.whugis20260025,Article,,2-s2.0-105046719334
Alwzwazy H.A.; Gu A.; Dukhan M.; Zhao Z.; Alzubaidi L.,"Preserving privacy, enabling collaboration: Decentralized learning framework for multi-class orthopedic imaging",2026,Artificial Intelligence in Medicine,0,10.1016/j.artmed.2026.103513,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105047661514
Kadakkottiri S.; Harish N.; Karat N.S.; Pattathil D.P.; Rajan B.S.,Decentralized Pliable Index Coding for Federated Learning in Intelligent Transportation Systems,2026,IEEE Transactions on Intelligent Transportation Systems,0,10.1109/TITS.2026.3684263,Article,All Open Access; Green Open Access,2-s2.0-105037841003
Wang Y.; Zhou L.; Fan J.; Xu H.; Zhang X.; Li B.,A fast approach for station track utilization at large high-speed railway station based on deep reinforcement learning; [基于深度强化学习的大型高铁站 到发线运用方案快速编制方法],2026,Journal of Railway Science and Engineering,0,10.19713/j.cnki.43-1423/u.T20251484,Article,,2-s2.0-105045798341
Wang B.; Lu R.; Wan J.; Wang J.,MEO-LEO hierarchical collaborative satellite routing strategy for interactive video services; [面向交互式视频业务的MEO-LEO分层协同卫星路由策略],2026,Tongxin Xuebao/Journal on Communications,0,10.11959/j.issn.1000-436x.TXXB260125,Article,,2-s2.0-105048689610
Shankar A.; Mumtaz S.; Rodrigues J.J.P.C.; Karthikeyan P.; Sarveshwaran V.,Energy-Efficient Task Orchestration in the Edge-Cloud Continuum Using Deep Reinforcement and Federated Learning for Sustainable IOT,2026,IEEE Transactions on Industrial Informatics,1,10.1109/TII.2026.3671164,Article,,2-s2.0-105035631888
Jin S.; Liu A.-L.; Zhao H.; Wu S.-X.,Phase-based reward optimization for deep reinforcement learning-based platoon cooperative control on variable-curvature ramps; [分阶段奖励优化的变曲率匝道深度强化学习车队协同控制],2026,Kongzhi yu Juece/Control and Decision,0,10.13195/j.kzyjc.2025.1145,Article,,2-s2.0-105043286828
Luo J.; Mu C.; Liu Y.; Chen Y.,Attention Is All We Need: Collaborative Filtering Transformer,2026,Information Processing and Management,0,10.1016/j.ipm.2026.104866,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105036854909
Li K.; Liang Y.; Lio P.; Ni W.; Dressler F.; Crowcroft J.; Akan O.B.,User Isolation Poisoning on Decentralized Federated Learning: An Adversarial Message-Passing Graph Neural Network Approach,2026,IEEE Transactions on Neural Networks and Learning Systems,3,10.1109/TNNLS.2025.3636440,Article,,2-s2.0-105023853655
Agrahari A.; Baig M.A.; Dhabu M.M.; Tiwari A.,Optimized adaptive traffic management using double DQN and prioritized experience replay in a multi-agent traffic control setup,2026,Cluster Computing,0,10.1007/s10586-026-06275-7,Article,,2-s2.0-105045123700
Liu X.; Zhao J.; Zhu C.; Yu D.; Zhao W.,IF-DQN: A Network-Aware Autonomous Agent-Driven Framework for AI Inference Task Offloading,2026,KSII Transactions on Internet and Information Systems,0,10.3837/tiis.2026.08.010,Article,All Open Access; Gold Open Access,2-s2.0-105049061865
Liang Z.; Jia B.; Lin Y.; Yu X.,A physics-informed multi-agent deep reinforcement learning method for autonomous reinforcement design of double-pile caps,2026,Engineering Applications of Artificial Intelligence,0,10.1016/j.engappai.2026.116130,Article,,2-s2.0-105049061984
Zhuang X.; Fu X.; Xing L.; Peng R.,Network recovery for UAV-assisted IoTs after cascading failures with heterogeneous graph neural networks,2026,Reliability Engineering and System Safety,5,10.1016/j.ress.2026.112320,Article,,2-s2.0-105029193740
Jacob S.L.; Parveen Sultana H.,Fractional groupers brown-bear optimization based spiking channel attention-based convolutional recurrent neural network for intrusion detection in heterogeneous federated IoT networks,2026,Array,0,10.1016/j.array.2026.101005,Article,All Open Access; Gold Open Access,2-s2.0-105041306067
Zhang W.; Wang Q.; Wang L.; Yu X.; Li R.; Wu J.; Zhang T.; Tan W.,A real-time multi-Automated Guided Vehicles scheduling approach with long-term planning under persistent resource contention,2026,Engineering Applications of Artificial Intelligence,0,10.1016/j.engappai.2026.115088,Article,,2-s2.0-105044288527
He Y.; Sheng B.,Hierarchical Multi-Domain Collaboration Based on DRL: An Intelligent and Generalized Architecture for Multi-Satellite Collaborative Communications,2026,IEEE Wireless Communications,0,10.1109/MWC.2026.3671210,Article,,2-s2.0-105039644230
Shi X.; Wang J.; Jiang H.; Yang W.,Interpretable estimation of extreme spinning reserve driven by correlations among multi-dimensional environmental factors,2026,"Sustainable Energy, Grids and Networks",0,10.1016/j.segan.2026.102304,Article,,2-s2.0-105039321296
Sheikhi M.; Hakami V.,Risk-aware age-energy trade-off in grant-free NOMA IoT networks via multi-agent deep reinforcement learning,2026,Computer Networks,0,10.1016/j.comnet.2026.112601,Article,,2-s2.0-105045938982
Li X.; Shi Y.; Gao J.; Zhu Y.; Alsusa E.; You X.,COMA-FNN: Fuzzy Reinforcement Learning for DUDe-Aware Handover,2026,IEEE Internet of Things Journal,1,10.1109/JIOT.2026.3685466,Article,,2-s2.0-105036647508
Wu Z.; Luo P.; Huang H.; Guo L.; Shi L.,An Attention-Subspace-Assisted Collaborative Neurodynamic Optimization Approach for Time-Varying Constrained Nonconvex Optimization,2026,Nonlinear Dynamics,0,10.1007/s11071-026-12793-1,Article,,2-s2.0-105045152016
Marwan M.; Ait Temghart H.; Ait Temghart A.; Lazaar M.,A two-level security-aware reactive caching for IoT-edge data centers using deep learning and hyperledger fabric blockchain-driven access control,2026,Discover Internet of Things,0,10.1007/s43926-026-00422-7,Article,All Open Access; Gold Open Access,2-s2.0-105044550690
Wu H.; Zhu Y.,An AI-PTS Fusion Model for Innovation Education for College Students: Development and Practice,2026,"Proceedings of 2026 International Conference on Big Data and Informatization Education, ICBDIE 2026",0,10.1145/3806980.3807039,Conference paper,All Open Access; Gold Open Access,2-s2.0-105042116101
Zhang Y.; Cui X.; Zhao Q.; Chen Y.,Collaborative content caching optimization in UAV-assisted internet of vehicle based on NOMA; [无人机辅助车联网 NOMA 协同缓存优化],2026,Zhejiang Daxue Xuebao (Gongxue Ban)/Journal of Zhejiang University (Engineering Science),0,10.3785/j.issn.1008-973X.2026.06.016,Article,,2-s2.0-105039256271
Nalini S.; Saqib S.M.; Mazharunnisa M.; Bendale S.P.; Akram F.; Murugan P.,Quantum enabled cloud IOT collaboration for ultra low latency data processing in cyber physical systems,2026,Discover Internet of Things,0,10.1007/s43926-026-00316-8,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105036361519
Chen L.; Wang R.; Wu D.; Cui Y.; He P.; Duan A.,Multi-UAV-Assisted Wireless Federated Learning in Dynamic Environments: An AIRDO-Based Multi-Agent RL Approach,2026,IEEE Transactions on Vehicular Technology,1,10.1109/TVT.2026.3654127,Article,,2-s2.0-105027809058
Huynh T.N.; Nguyen K.-D.,Decentralized Learning and Control of Multi-Microrobots in Complex Hemodynamic Environments,2026,Electronics (Switzerland),0,10.3390/electronics15153405,Article,All Open Access; Gold Open Access,2-s2.0-105047086840
Bemrah F.-Z.; Chikh A.; Ouchani S.,Hi-MAD: A Hierarchical Multi-Agent DRL framework for resilience and service optimization in IoT systems,2026,Information and Software Technology,1,10.1016/j.infsof.2026.108151,Article,,2-s2.0-105035570450
Xia D.; Yang M.; Yang D.,End-to-end autonomous driving map generation: a survey; [自动驾驶地图端到端生成技术综述],2026,Qinghua Daxue Xuebao/Journal of Tsinghua University,0,10.16511/j.cnki.qhdxxb.2026.28.018,Article,,2-s2.0-105048091728
Marzougui D.; Adriaens D.; wyffels F.,Decentralized neural dynamics and sensory constraints shape brittle star locomotion,2026,Journal of the Royal Society Interface,0,10.1098/rsif.2025.1347,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105042694839
Huang X.; Qiu W.; Jie W.; Xia Q.; Zhang Q.; Sun Y.; Xie M.; Liu Y.; Zheng Z.,FlashShield: Detecting Flash Loan Attacks in DeFi Using Hypergraph Neural Network,2026,IEEE Transactions on Dependable and Secure Computing,0,10.1109/TDSC.2026.3698115,Article,,2-s2.0-105041756107
Marwan M.; Chemmakha M.; Ait Temghart A.; Lazaar M.,"A federated and transfer learning framework for high-accuracy, explainable intrusion detection in next-generation data centers",2026,Discover Artificial Intelligence,0,10.1007/s44163-026-00955-4,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105035057309
Shen D.; Xu J.; Gao Y.; Zhang M.; Xu Z.; Luo Y.,VD-E2E: A hybrid reinforcement learning approach integrating vehicle-drone perception for end-to-end automated parking,2026,Transportation Research Part C: Emerging Technologies,0,10.1016/j.trc.2026.105826,Article,,2-s2.0-105043345857
Chen Y.; Luo H.; Wang G.; Yue Z.; Shi Y.; Li X.,Causal graph guided autonomous cooperation for multi-agent Defensive Counter-Air,2026,Engineering Applications of Artificial Intelligence,0,10.1016/j.engappai.2026.115693,Article,,2-s2.0-105044597795
Pei Z.; Yu Z.; Lu D.; Bian Q.; Feng H.; Li H.,Actor-critic based on attention model for multi-robot collaborative backend optimization,2026,International Journal of Advanced Robotic Systems,0,10.1177/17298806261480439,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105048337149
Zorgati R.; Hamdi H.; Omri M.N.,Proximal policy optimization-based task scheduling for cloud–edge environments using independent learning agents,2027,Future Generation Computer Systems,0,10.1016/j.future.2026.108785,Article,,2-s2.0-105049406506
Wu M.; Boban M.; Dressler F.,Hierarchical Federated Learning in Device-to-Device Networks with Learning-Topology Co-Optimization,2026,IEEE Transactions on Mobile Computing,1,10.1109/TMC.2026.3673393,Article,,2-s2.0-105032683775
Wang W.; Yi B.; Shen X.; Chen H.; Cai X.; Hu M.,Hierarchical attention networks with multi-level contrastive learning for knowledge-aware recommendation,2026,Expert Systems with Applications,0,10.1016/j.eswa.2026.132409,Article,All Open Access; Green Open Access,2-s2.0-105036815128
Sangal A.; Singh S.,FEDQES-IDS: A Secure and Lightweight Federated Intrusion Detection System for Internet of Vehicles,2026,Journal of Supercomputing,0,10.1007/s11227-026-08723-y,Article,,2-s2.0-105045197036
Wu W.; Zuo W.; Mao Z.; Liu D.; Yao X.; Guo M.; Che X.; Hu Y.; Zhang H.; Chen X.; Shi C.; Cheng Y.; Xu H.; Yu C.; Yu Q.,Multi-agent for analyzing power outage causes in distribution networks of new power system,2026,Journal of Engineering and Applied Science,0,10.1186/s44147-026-00960-5,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105033778492
Chen X.; Bi Y.; Zhang J.; Yuan X.; Niyato D.; Zhao L.; Wang X.,Task Offloading and Resource Optimization Based on Dependency-Aware Graph and Collaborative Deep Reinforcement Learning in Mobile Edge Computing,2026,IEEE Transactions on Mobile Computing,2,10.1109/TMC.2026.3665729,Article,,2-s2.0-105030719682
Xiao Y.; Li X.; Zhou H.; Li Y.; Gao Y.; Shi G.; Zhang P.; Krunz M.,SANet: A Semantic-Aware Agentic AI Networking Framework for Cross-Layer Optimization in 6G,2026,IEEE Transactions on Mobile Computing,2,10.1109/TMC.2026.3691804,Article,All Open Access; Green Open Access,2-s2.0-105039052648
Liu Q.,Multi-source music knowledge graph construction and prosodic evolution trajectory prediction via DRL-VAE collaborative learning,2026,Scientific Reports,0,10.1038/s41598-026-53657-3,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105046614497
Keshavamurthy T.G.; Guruprasad S.; Hareesh K.N.; Murthy M.V.C.; Ashwini K.J.; Swathi K.S.,Post quantum blockchain framework using probabilistic hidden state deep learning for smart IoT systems,2026,Discover Artificial Intelligence,0,10.1007/s44163-026-01964-z,Article,All Open Access; Gold Open Access,2-s2.0-105048059904
