Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,EID
Song M.; Feng S.; Deng T.,Prototype-guided pseudo-labeling for semi-supervised federated human activity recognition,2026,Pattern Recognition,0,10.1016/j.patcog.2026.113760,Article,,2-s2.0-105036201837
Shoyshob M.S.; Rahman M.A.; Ali M.M.; Ahmed K.; Bui F.M.; Hossain B.; Ibrahim S.M.,FedAntiDiaPep: Privacy-preserving deep learning framework for antidiabetic peptides identification using federated learning,2026,Neurocomputing,0,10.1016/j.neucom.2026.134885,Article,,2-s2.0-105048922394
Ravishan D.; Prasanna R.; Herath P.; Doyle E.E.H.,Lightweight convolutional neural network for real-time earthquake P-wave detection on edge devices in New Zealand,2026,Scientific Reports,1,10.1038/s41598-026-42568-y,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105035320556
Hu Z.; Wang X.; Chen C.; Wang Y.,Backspin: A backdoor attack framework for split learning based on smashed data,2027,Neural Networks,0,10.1016/j.neunet.2026.109402,Article,,2-s2.0-105045422960
Alharbi A.,Predictive fault management in smart sensor networks using a dynamic quantum-AI architecture (DynaQuAI),2026,Scientific Reports,0,10.1038/s41598-026-47857-0,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105044125163
Ju X.; Liu Q.; Li C.; Wang H.; Cao H.; Chen X.,FedDualFix: Hierarchical federated learning for adaptive multi-agent program repair via dual-modality modeling,2026,Applied Soft Computing,1,10.1016/j.asoc.2026.115898,Article,,2-s2.0-105044269605
Sufyan M.; Qian J.; Li J.; Imran A.; Sabah F.,Systematic Literature Review of Deep Learning Techniques for Lung Cancer Segmentation,2026,Expert Systems,0,10.1111/exsy.70391,Review,,2-s2.0-105047954138
Eswaramoorthy V.; Mubaraali L.; SathishKumar S.; Fatima H.,Energy-aware Advanced Machine Learning Models for Reliable Distribution Automation in Future Smart Grids,2026,International Journal of Computational Intelligence Systems,0,10.1007/s44196-026-01403-y,Article,All Open Access; Gold Open Access,2-s2.0-105048154297
Li P.; Grenn M.,Robust federated learning through decentralized adaptive oracle consensus,2026,Discover Computing,0,10.1007/s10791-026-09986-y,Article,All Open Access; Gold Open Access,2-s2.0-105030867461
Saberi M.A.; Mcheick H.; Adda M.,"APORES 1.0: a data architectural model for patient-centered data interoperability by decoupling content, context, and policy in health records",2026,Network Modeling Analysis in Health Informatics and Bioinformatics,1,10.1007/s13721-025-00679-y,Article,,2-s2.0-105025376018
Khan T.; Usman T.; Khalid I.; Yousaf T.; Ahmad I.; younas Z.; Hamdard M.H.; Mashwani Z.U.R.,Comprehensive machine learning approaches for disease prediction current applications recent advances and future prospects,2026,Discover Artificial Intelligence,0,10.1007/s44163-026-01851-7,Review,All Open Access; Gold Open Access,2-s2.0-105047887577
Alsulaimani S.; Alamoudi Y.; Zhao M.; Hussain F.,An Intelligent Framework for the Management of Fractional Ownership of Digital Assets through Decentralised Autonomous Organisations (DAO),2026,International Journal of Computational Intelligence Systems,0,10.1007/s44196-026-01272-5,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105039465556
Zhu Q.; Han C.; Liu S.; Li Y.,Dancing with markets: A dynamic rebalancing mechanism using deep reinforcement learning for online portfolio selection,2026,Information Fusion,0,10.1016/j.inffus.2026.104452,Article,,2-s2.0-105038323748
Kabeel M.A.; ElDesouky A.A.; Eladany M.M.,Enhanced decentralized protection scheme for AC microgrids using machine learning,2026,Electric Power Systems Research,1,10.1016/j.epsr.2026.113195,Article,,2-s2.0-105036816874
Tyagi A.; Singh P.; Dev H.,PRR-FCM-Based Segmentation Model for Human Activity Recognition: A Hybrid Deep Learning Strategy,2026,International Journal of Image and Graphics,0,10.1142/S0219467827500276,Article,,2-s2.0-85217447779
Brazão A.J.C.; Silva C.M.; Costa M.E.L.; Koide S.; Silva G.B.L.,Evaluation of Artificial Neural Network Surrogate Models for Detention-Based Flood Control in Urban Areas,2026,Journal of Water Resources Planning and Management,0,10.1061/JWRMD5.WRENG-7598,Article,,2-s2.0-105049137289
Sbai O.; Allaert B.; Sondi P.; Meddahi A.,SIP-DDoS framework based on federated learning for collaborative anomaly detection,2026,Cybersecurity,0,10.1186/s42400-025-00527-6,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105028155747
Zhu F.; Shneor R.,Credit risk management in peer-to-peer lending platforms: A systematic literature review,2026,Technological Forecasting and Social Change,0,10.1016/j.techfore.2026.124831,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105045686872
Wang S.; Hu Y.; Tang Z.-R.; Zhang T.-T.; Chen Y.; Wang D.; Wang X.,Fed-FTTP: Federated fundus test-time personalization for cross-site multi-label ocular disease recognition,2026,Biomedical Signal Processing and Control,0,10.1016/j.bspc.2026.111251,Article,,2-s2.0-105047660422
Panimalar S.P.; Gunasundari S.,Robust federated learning for cloud environments using evolutionary optimization and blockchain,2026,Scientific Reports,1,10.1038/s41598-025-34290-y,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105028946990
Vaidya S.; Jethava G.; Jethava S.,Enhancing smart factory performance via hybrid scheduling and intelligent resource management,2026,Scientific Reports,0,10.1038/s41598-026-49107-9,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105041297014
Chacón-Falcón M.; Moyano J.M.,Privacy-preserving federated learning AdaBoost via knowledge distillation,2026,Knowledge-Based Systems,0,10.1016/j.knosys.2026.116962,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105049442605
Premkumar D.; Nachimuthu S.K.,Privacy-preserving cyberthreat detection in decentralized social media with federated cross-modal graph transformers,2026,Scientific Reports,3,10.1038/s41598-025-33596-1,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105028724306
Suresh P.; Keerthika P.; Kumar A.R.N.,A personalized communication efficient federated learning framework with low rank adaptation for intelligent leukemia diagnosis,2026,Scientific Reports,0,10.1038/s41598-025-29672-1,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105026675701
Joseph A.G.; Kumar V.,Consensus from Ambiguity: Language Emergence in Guessing Games,2026,Autonomous Agents and Multi-Agent Systems,0,10.1007/s10458-026-09762-8,Article,,2-s2.0-105048058914
Alnaabi A.A.H.; Al Mahruqi A.A.H.,Artificial intelligence methods for enhancing cybersecurity in Oman: a comprehensive review,2026,Journal of Cloud Computing,0,10.1186/s13677-026-00860-2,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105035056108
Fan S.; Sun Y.; Liu Y.; Zhang B.,Learning from neighbors: Multi-relational attention for cryptocurrency return prediction,2027,Expert Systems with Applications,0,10.1016/j.eswa.2026.133475,Article,,2-s2.0-105044140634
Bilal S.F.; Li J.; Qian J.; Ali S.; Khurram R.; Arif M.,Evolution of brain tumor segmentation: A multimodal imaging analysis from machine learning to emerging trends (2014–2025),2026,Displays,0,10.1016/j.displa.2026.103594,Review,,2-s2.0-105043638366
Cao H.,Deep reinforcement learning based personalized recommendation system for college physical education courses,2026,Discover Artificial Intelligence,0,10.1007/s44163-026-01305-0,Article,All Open Access; Gold Open Access,2-s2.0-105044230039
Zhang X.,Design of an AI-based security anomaly detection system for IoT terminals based on the ViT-transformer fusion model,2026,Scientific Reports,0,10.1038/s41598-026-55476-y,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105047005612
Pei J.; Feng M.,Explainable federated clustering via visual embedding and boundary interpretation,2026,Neurocomputing,0,10.1016/j.neucom.2026.134236,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105041160488
Baihan A.; Kryvinska N.; Amoon M.; Jiang W.; Ullah Z.; Shafiq M.,Cloud assisted blockchain-enabled split federated learning framework for security and privacy-preserving of IoMT in healthcare 5.0,2026,Scientific Reports,3,10.1038/s41598-026-41771-1,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105039645216
Hasan M.R.; Ahmed M.I.; Saha S.; Ishika T.K.; Shoaib H.A.; Hossen M.J.,Multi-modal federated learning with differential privacy for privacy-preserving healthcare AI,2026,Scientific Reports,0,10.1038/s41598-026-51804-4,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105044173794
Kshirsagar A.; Politza A.J.; Liu T.; Ahamed M.A.; Dong M.; Khalid M.A.U.; Jones R.; Seshu U.; Risher K.; Pinto C.N.; Zhu Y.; Gupta S.K.; Guan W.,ViraLite: an ultracompact HIV viral load self-testing system with internal quality control,2026,Microsystems and Nanoengineering,0,10.1038/s41378-026-01343-9,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105046146118
Ahmed A.H.; Mohsen O.,"Multimodal machine learning in the AEC industry: a lifecycle-aligned review of strategies, challenges, and informatics frameworks",2026,Advanced Engineering Informatics,0,10.1016/j.aei.2026.104863,Review,All Open Access; Hybrid Gold Open Access,2-s2.0-105040361643
Wu Y.; Chang H.,Automatic detection of multi-site oral squamous cell carcinoma based on privacy-preserving federated learning,2026,BMC Oral Health,0,10.1186/s12903-026-08388-2,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105041298353
Feng M.; Liu L.; Zhou W.; Li H.,Learning to ground multi-agent reinforcement learning with masked multi-agent AutoEncoding,2027,Neural Networks,0,10.1016/j.neunet.2026.109408,Article,,2-s2.0-105045426142
Mondal H.; Bishal A.; Debnath B.; Patel A.; Das J.; Taj T.,"AI-driven drug–target interaction prediction: current progress, challenges, and future roadmap for precision medicine",2026,Journal of Computer-Aided Molecular Design,2,10.1007/s10822-026-00798-2,Review,,2-s2.0-105034704726
Rahman M.M.H.; Alnaeem M.; Ibrahim A.A.,Detection of DSCP-based traffic prioritization manipulations and their impact on network performance,2026,Scientific Reports,0,10.1038/s41598-026-44350-6,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105034817888
Liu Q.; Feng Y.,Federated learning and edge computing-based collaborative detection system for IoT anomaly behavior,2026,Discover Artificial Intelligence,0,10.1007/s44163-026-02041-1,Article,All Open Access; Gold Open Access,2-s2.0-105047948609
Sheikhi Karizaki M.; Farsi H.; Mohamadzadeh S.,Federated Transfer Learning with Ensemble-Based Optimized Client Weighting for Binary Brain Tumor Detection from MRI Images,2027,"International Journal of Engineering, Transactions A: Basics",0,10.5829/ije.2027.40.02b.19,Article,All Open Access; Gold Open Access,2-s2.0-105044530509
Li J.; Zhang Y.; Chen L.; Zheng X.; Yang X.,SAPP: Sparse attention transformers for pattern recognition in portfolio management,2026,Pattern Recognition,1,10.1016/j.patcog.2026.113660,Article,,2-s2.0-105035249247
Pandey K.; Shukla P.; Bhakar S.; Tekchandani H.; Mittal R.,A systematic review on machine learning deep learning and IoT for water quality prediction,2026,Discover Sustainability,0,10.1007/s43621-026-03756-y,Review,All Open Access; Gold Open Access,2-s2.0-105047209893
Marwan M.; Chemmakha M.; Ait Temghart A.; Lazaar M.,"A federated and transfer learning framework for high-accuracy, explainable intrusion detection in next-generation data centers",2026,Discover Artificial Intelligence,0,10.1007/s44163-026-00955-4,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105035057309
Abiodun E.O.; Abiodun O.I.; Alawida M.; Shawar B.A.; Mehmood A.,"LaED: a novel lightweight, edge-aware and explainable deep learning model for privacy-preserving facial attendance tracking in resource-constrained educational environments",2026,Scientific Reports,0,10.1038/s41598-026-42051-8,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105039286700
Zorgati R.; Hamdi H.; Omri M.N.,Proximal policy optimization-based task scheduling for cloud–edge environments using independent learning agents,2027,Future Generation Computer Systems,0,10.1016/j.future.2026.108785,Article,,2-s2.0-105049406506
Karmode S.; Shahade A.K.,A comprehensive review and future directions on blockchain-integrated deep federated learning for privacy-preserving healthcare applications,2026,International Journal of Data Science and Analytics,5,10.1007/s41060-026-01089-7,Review,All Open Access; Hybrid Gold Open Access,2-s2.0-105033334435
Raggio C.B.; Bucher L.; Blanck O.; Cicone F.; Zaffino P.; Spadea M.F.,Security Analysis of a Federated Learning Framework for Medical Image-to-Image Translation,2026,Journal of Medical Systems,0,10.1007/s10916-026-02436-8,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105043765345
Imran N.; Alnafisah K.H.; Zhang J.; Hameed S.; Ali J.; Farooq W.,DriveEmo-FL: in-cabin radar-based emotion sensing for autonomous vehicles smart response,2026,Scientific Reports,0,10.1038/s41598-026-43662-x,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105037418455
Cao J.; Balczewski E.; Ladhania R.; Dhillon P.; Likosky D.S.; Janda A.M.; Schonberger R.B.; Fritz B.A.; Colquhoun D.A.; Freundlich R.E.; Pace N.L.; Kheterpal S.; Mathis M.R.; Singh K.,Exploring the limits of localization: federated model stacking improves hospital-level prediction in a national research network,2026,npj Digital Medicine,0,10.1038/s41746-026-02634-1,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105043479366
Yang L.; Li S.; Zhu C.,Towards collaborative and privacy-preserving industrial time-series anomaly detection with federated learning: A systematic review,2026,Information Fusion,2,10.1016/j.inffus.2026.104393,Article,,2-s2.0-105036150358
Ugbaja S.C.; Dangana R.S.; Sanusi I.O.; Ibitoye O.A.; Nkungu A.; Mafuleka L.; Okpeku M.; Gqaleni N.,Harnessing artificial intelligence and machine learning for accelerating drug repurposing in hepatitis B virus therapy,2026,Discover Artificial Intelligence,0,10.1007/s44163-026-01263-7,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105040533614
Mohan G.; Shanmugavel T.R.,ADeepCRF: real-time threat detection in IoT network using blockchain-based advanced proof of authority and adaptive deep conditional random fields,2026,Scientific Reports,1,10.1038/s41598-026-45701-z,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105041375250
Cui M.; An Y.; Han Y.; Luo G.; Guo Y.; Deng F.; Zhang J.,A hierarchical privacy-aware learning framework for real-time quantification of distributed PV active power flexibility,2026,Applied Energy,0,10.1016/j.apenergy.2026.128625,Article,,2-s2.0-105048604790
Shinde P.N.; Goyal A.,A comprehensive review of trust aware and optimization assisted machine learning and deep learning intrusion detection systems for mobile ad hoc networks,2026,Discover Artificial Intelligence,0,10.1007/s44163-026-01522-7,Review,All Open Access; Gold Open Access,2-s2.0-105047325980
S L.; A K.,Privacy-preserving multi-station PM2.5 and PM10 forecasting in Delhi using federated learning,2026,Results in Engineering,0,10.1016/j.rineng.2026.111937,Article,All Open Access; Gold Open Access,2-s2.0-105044597525
Keshavamurthy T.G.; Guruprasad S.; Hareesh K.N.; Murthy M.V.C.; Ashwini K.J.; Swathi K.S.,Post quantum blockchain framework using probabilistic hidden state deep learning for smart IoT systems,2026,Discover Artificial Intelligence,0,10.1007/s44163-026-01964-z,Article,All Open Access; Gold Open Access,2-s2.0-105048059904
Si W.; Zhao J.; Ju H.; Xing Q.; Guo H.; Guo X.,Three-dimensional solar interfacial evaporation for desalination: From coupled transport regulation to practical freshwater productivity,2027,Renewable and Sustainable Energy Reviews,0,10.1016/j.rser.2026.117372,Review,,2-s2.0-105046998669
Xue W.; Min Q.; Ding W.; Zhao J.,SynFed-DP: A synergistic adaptive framework for differentially private heterogeneous federated learning,2026,Neurocomputing,0,10.1016/j.neucom.2026.134296,Article,,2-s2.0-105043143588
Lilhore U.K.; Sharma Y.K.; Pradeep S.; Rubaiee S.; Alroobaea R.; Baqasah A.M.; Alsafyani M.; Tekeste L.G.,Blockchain-enabled federated learning framework with hybrid CNN-LSTM anomaly detection for secure edge IoT networks,2026,Journal of Cloud Computing,0,10.1186/s13677-026-00907-4,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105039580679
Wang H.; Castañeda R.E.; Werber J.R.; Fehlis Y.; Kim E.; Hattrick-Simpers J.,Training-free active learning framework in materials science with large language models,2026,npj Computational Materials,0,10.1038/s41524-026-02136-4,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105046901110
Sudhakar K.; Jayasree A.; Sundaragiri D.; Talluri U.; Bhusarapu H.N.; Sreenivas T.S.,FedDriftGuard adaptive federated learning with differential privacy for concept drift in edge environments,2026,Scientific Reports,0,10.1038/s41598-026-51535-6,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105043505938
Zhang X.; Guan X.; Zheng J.,A natural language processing framework for mining paleoclimate literature and its application for global synthesis of 2000-year climate change reconstructions,2026,Global and Planetary Change,0,10.1016/j.gloplacha.2026.105592,Article,,2-s2.0-105043554187
Keçeci E.; Güzelkaya M.; Kumbasar T.,Redefining clustered federated learning for system identification: The path of ClusterCraft,2027,Expert Systems with Applications,0,10.1016/j.eswa.2026.133500,Article,All Open Access; Green Open Access,2-s2.0-105043744552
Saldanha O.L.; Goepp V.; Pfeiffer K.; Kim H.; Zhu J.F.; Kramann R.; Hayat S.; Kather J.N.,SwarmMAP: swarm learning for decentralized cell type annotation in single cell sequencing data,2026,npj Systems Biology and Applications,0,10.1038/s41540-026-00667-6,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105034689387
Alissa K.,Investigating privacy leakage in distributed deep learning for medical imaging through gradient inversion attacks,2026,Discover Computing,0,10.1007/s10791-026-10436-y,Article,All Open Access; Gold Open Access,2-s2.0-105047495345
Khan M.A.R.; Heba K.M.; Abbass A.H.; Shaikh M.A.; Tejani G.G.; Sharma S.K.; Ma’aitah M.K.S.,An epilepsy prediction and management system based on federated learning combined with hybrid harmony search and mutual information (HAS-MI)-based feature selection approach,2026,Scientific Reports,1,10.1038/s41598-025-30919-0,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105027110043
Gao T.; Li J.; Li J.; Alharbi A.M.; Ma H.,Voltage stability in a high renewable distribution system via safety-guided deep reinforcement learning and MACPO,2027,Electric Power Systems Research,0,10.1016/j.epsr.2026.113902,Article,,2-s2.0-105047003340
