Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,EID
Kothari D.; Soni H.; Shah S.; Bajaj A.; Tawde P.; Sawant V.,Cross-Lingual Transfer Learning for Medical NER and Question Answering in Low-Resource Language(Hindi),2026,"International Conference on Multidisciplinary Innovations for Smart and Sustainable Future, MISSF 2026: Innovations Driving a Sustainable and Intelligent Future",0,10.1109/MISSF68264.2026.11522220,Conference paper,,2-s2.0-105041853184
Katwe P.; Balabantaray R.C.; Vittala K.P.,Reward-Driven Fine-Tuning with Entity Hallucination Index for Low-Resource Hindi Abstractive Summarisation,2026,SN Computer Science,0,10.1007/s42979-025-04684-w,Article,,2-s2.0-105041698405
Lian Z.,Instruction Finetuning Llama3-8B Model Using LoRA for Financial Named Entity Recognition,2026,"Proceedings of 2025 6th International Conference on Big Data Economy and Information Management, BDEIM 2025",0,10.1145/3800000.3800125,Conference paper,All Open Access; Gold Open Access,2-s2.0-105040540424
Chen Z.; Ji Y.; He P.; Wang B.; Shi L.; Zeng Z.; Zhang S.,Per-FedLoRA: Personalized Federated LoRA Fine-Tuning for Multi-Task Large Language Models,2026,"2026 International Wireless Communications and Mobile Computing Conference, IWCMC 2026",0,10.1109/IWCMC69287.2026.11580063,Conference paper,,2-s2.0-105044711122
El-Enen M.A.A.; Ismail S.S.; Nazmy T.M.,Med-LLaMA3: Advancing Medical Question-Answering Through Parameter-Efficient Fine-Tuning of Large Language Models,2026,Applied Sciences (Switzerland),0,10.3390/app16126158,Article,All Open Access; Gold Open Access,2-s2.0-105042797537
Zhang Y.; Guo Y.; Lin Q.; Fan Z.; Qiu S.; Wu X.; Fang X.,Graph-Augmented Fault Diagnosis in Power Systems with Imbalanced Text Data: A Knowledge Extraction and Agent-Based Reasoning Framework,2026,Technologies,1,10.3390/technologies14030181,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105034259858
Fan Y.; Sun Y.; Mi B.; Fu X.,Aircraft Fault Knowledge Graph Construction Based on Large Language Model Incorporating Chinese Airworthiness Knowledge,2026,International Journal of Software Engineering and Knowledge Engineering,2,10.1142/S0218194025500962,Article,,2-s2.0-105024822425
Phu H.N.; Son B.H.; Van Thin D.,Stochastic Gradient Descenders at DeSegMa-IT: Instruction-Tuned LLM and Token Classification for MGT Detection and Boundary Localization,2026,CEUR Workshop Proceedings,0,,Conference paper,,2-s2.0-105040214336
Niu P.; Hao W.; Chong B.; Hou C.; Song J.,A Lightweight LLM-Based Model for NER in Resource-Constrained Environments,2026,"Youth Academic Annual Conference of Chinese Association of Automation, YAC",0,10.1109/YAC71005.2026.11615743,Conference paper,,2-s2.0-105047312764
Poornima V.; Sai Nikhil Y.; Veena G.; Thara S.,A Comparative Study of QLoRA Fine-Tuned Large Language Models for Named Entity Recognition,2026,Procedia Computer Science,0,10.1016/j.procs.2026.06.075,Conference paper,All Open Access; Gold Open Access,2-s2.0-105045584461
Mishra S.; Pandere S.; Sinha S.,An Empirical Study of MuRIL-based architectures for Hindi Health Domain NER,2026,"2026 IEEE Guwahati Subsection Conference, GCON 2026",0,10.1109/GCON69192.2026.11648992,Conference paper,,2-s2.0-105049063267
Liu F.; Du Z.; Fei H.; Li Z.; Zhou J.,A retrieval-augmented and distribution-imbalance-aware contrastive framework for low-resource agricultural pest and disease named entity recognition with large language models,2026,Journal of King Saud University - Computer and Information Sciences,0,10.1007/s44443-026-01242-z,Article,All Open Access; Gold Open Access,2-s2.0-105048634244
Kavila S.D.; Illa M.; Swathi V.N.V.L.S.; Akhila N.; Mahender E.; Cherukuvada S.; Dhas J.T.M.; Tulasi E.C.R.,ENHANCING CLINICAL NAMED ENTITY RECOGNITION VIA FEW SHOT PROMPT TUNING OF LARGE LANGUAGE MODELS USING MIMIC III DATA,2026,Journal of Theoretical and Applied Information Technology,0,,Article,,2-s2.0-105048648283
Zhang X.; Jiang Z.; Wang Z.,Retrieval Augmented Document-Level Information Extraction from Scientific Articles Using Large Language Models,2026,Data Intelligence,0,10.3724/2096-7004.di.2025.0175,Article,All Open Access; Gold Open Access,2-s2.0-105035637953
Patel N.; Gandhi V.C.; Bhatt T.; Patel H.H.; Rajyaguru M.H.; Gami C.C.,PrunedLoRa: Robust Gradient-Based Structured Pruning for Efficient Fine-Tuning of Large Language Models,2026,CCIC 2026 - Contemporary Computing Innovations Conference 2026,0,10.1109/CCIC68129.2026.11486129,Conference paper,,2-s2.0-105038691172
Andrew J.J.; Potier J.; Garcelon N.; Vincent M.; Burgun A.,From annotation to adaptation: extracting temporal relations in French clinical narratives,2026,BMC Medical Research Methodology,0,10.1186/s12874-026-02867-4,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105044048152
Qin W.; Wang S.; Zhang S.; Jia J.; Guo S.,Evidence-aligned parameter-efficient fine-tuning of large language models for few-shot highway accident risk assessment,2026,Engineering Applications of Artificial Intelligence,0,10.1016/j.engappai.2026.115747,Article,,2-s2.0-105044982211
Hong W.; Li M.,Domain-adapted large language models for agricultural product information extraction with graph retrieval augmented generation,2026,Proceedings of SPIE - The International Society for Optical Engineering,0,10.1117/12.3103224,Conference paper,,2-s2.0-105033007033
Wang Y.; He X.; Sui X.,Entity Recognition for Coal Mine Hydraulic Support Installation Process Driven by LLM LoRA Fine-Tuning,2026,Applied Sciences (Switzerland),0,10.3390/app16041943,Article,All Open Access; Gold Open Access,2-s2.0-105031452603
Ghoroori M.; Chen Z.; Hooff G.,Fine-Tuning a Robustly Optimized Encoder Representation from Transformers Model for Domain-Specific Named Entity Recognition in Drilling Reports,2026,SPE Journal,0,10.2118/233392-PA,Article,,2-s2.0-105041659633
Zhang K.; Lin X.; Wang M.; Yu H.; Chen L.,Named Entity Recognition Method for Natural Disaster Emergencies Based on Instruction Tuning and Graph Retrieval-Augmented Generation,2026,Big Data and Cognitive Computing,0,10.3390/bdcc10060185,Article,All Open Access; Gold Open Access,2-s2.0-105042719816
Mahdhaoui H.; Mars A.; Mohammed M.S.; Abid Ali A.A.M.; Zrigui S.; Zrigui M.,"Domain-Adaptive Named Entity Recognition for Specialized Arabic Texts: Medical, Legal, and Financial Entity Extraction with Minimal Supervision",2026,International Conference on Agents and Artificial Intelligence,1,10.5220/0014413700004052,Conference paper,,2-s2.0-105041693406
Oluwagbenga T.T.; Itanyi M.F.,Parameter-Efficient Fine-Tuning with Culturally-Aligned Adapters for Cross-Lingual Transfer in Nigerian Low-Resource Languages,2026,Proceedings of Machine Learning Research,0,,Conference paper,,2-s2.0-105045837371
Yan F.; Zheng D.; Yu F.; Kang J.,Biomedical Text Mining and Information Extraction Using Prompt-Enhanced and LoRA-Adapted Large Language Models,2026,Applied Sciences (Switzerland),0,10.3390/app16167956,Article,All Open Access; Gold Open Access,2-s2.0-105048507762
Mundotiya R.K.,NERBench-Chhattisgarh: A Multi-Family NER Dataset for Low-Resource Indic Languages,2026,SIGIR 2026 - Proceedings of the 49th International ACM SIGIR Conference on Research and Development in Information Retrieval,0,10.1145/3805712.3808633,Conference paper,,2-s2.0-105047242848
Li Z.; Li X.; Li J.; Xie H.; Wang F.L.; Li Q.,LS-BiLLMs: Label supervised bi-directional large language models for token- and sequence-level information extraction,2026,Information Processing and Management,0,10.1016/j.ipm.2025.104568,Article,,2-s2.0-105030239269
Yao Z.; Hong K.; Wang X.; Ma J.,Automatic Anonymization of Unstructured Text: Detecting Sensitive Information with Fine-Tuning Large Language Models,2026,"2026 4th International Conference on Big Data and Privacy Computing, BDPC 2026",0,10.1109/BDPC69980.2026.11608232,Conference paper,,2-s2.0-105046427145
Yang Z.; Zhao Z.; Ding G.; Wu C.; Lin T.,A Retrieval and Fine-tuning based Approach for Information Extraction in Large Language Models,2026,"2026 7th International Conference on Big Data and Artificial Intelligence and Software Engineering, ICBASE 2026",0,10.1109/ICBASE70763.2026.11619432,Conference paper,,2-s2.0-105047051942
Albanese F.; Ronco P.; D'Ippolito N.,Anonymous-by-Construction: An LLM-Driven Framework for Privacy-Preserving Text,2026,"Proceedings - 2026 International Workshop on Responsible AI Engineering, RAIE 2026",0,10.1145/3786156.3788578,Conference paper,All Open Access; Gold Open Access,2-s2.0-105044610134
Deng J.; Zhang Z.; Pan Y.; Ye D.; Chang Y.,Named Entity Recognition in Beiyang Government Documents Resources Using Large Language Models; [基于大语言模型的北洋政府文书资源命名实体识别研究],2026,Journal of Modern Information,0,10.3969/j.issn.1008-0821.2026.03.004,Article,,2-s2.0-105033249343
Li D.; Zhan L.,Predictive analysis of telecommunication network fraud crimes based on big language modeling,2026,Journal of Engineering and Applied Science,0,10.1186/s44147-026-00965-0,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105033331145
Vishwakarma S.; Kumar R.,LoRA-Based Benchmarking of Multilingual BERT Models for Hindi-English Code-Mixed Text,2026,"2026 International Conference on Intelligent Systems in Engineering, Secured Systems and Cybersecurity, ICISESSC 2026",0,10.1109/ICISESSC68634.2026.11542676,Conference paper,,2-s2.0-105042312433
Keloth V.K.; Ren Y.; Bhattarai K.; Xu H.,Evolution of LLMs for Clinical Information Extraction: A Comparative Study of GPT and Llama Models,2026,"Proceedings - 2026 IEEE 14th International Conference on Healthcare Informatics, ICHI 2026",0,10.1109/ICHI69079.2026.00032,Conference paper,,2-s2.0-105048989481
