Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,EID
Shayea A.; Mangoud M.A.,LoRA-Efficient BERT for Arabic Aspect-Based Sentiment Analysis,2026,"2026 Middle East and North Africa Communications Conference, MENACOMM 2026",0,10.1109/MENACOMM69507.2026.11532908,Conference paper,,2-s2.0-105041889075
Ganesh R.; Joseph D.E.; Hassan M.; Sharanya S.,Distilling Domain Knowledge into Smaller LLMs using RAG-Assisted Fine-Tuning,2026,"2026 International Conference on Data Science and Business Systems, ICDSBS 2026",0,10.1109/ICDSBS69077.2026.11634774,Conference paper,,2-s2.0-105047930391
Guo X.; Li Y.; Cui S.; Xu Y.; Zhong R.Y.,Knowledge-guided multimodal LLM with mixture-of-experts for interpretable defect detection and fault diagnosis: An industrial AI copilot,2026,Journal of Manufacturing Systems,5,10.1016/j.jmsy.2026.02.017,Article,,2-s2.0-105031309803
Gao S.; Gao Y.; Su M.; Liu J.; Pan Y.,Innovative application of large language model in the prediction of potential depression in the elderly: based on CHARLS dataset,2026,Multimedia Systems,1,10.1007/s00530-025-02105-9,Article,,2-s2.0-105024535427
Mao Y.; Zhao W.; Chen L.,Parameter-Efficient Domain Adaptation and Lightweight Decoding for Agricultural Monocular Depth Estimation,2026,Agronomy,0,10.3390/agronomy16100972,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105040099768
Yashchenko D.S.; Romanov A.Y.; Ziazetdinov A.A.; Telpukhov D.V.; Solovyev R.A.,Generation of Synthesizable Verilog Code From Natural Language Specifications,2026,IEEE Access,0,10.1109/ACCESS.2026.3651684,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105026994605
Jia X.; Chen Z.; Zhang S.; Xue X.,Change-LISA: Language-Guided Reasoning for Remote Sensing Change Detection,2026,IEEE Transactions on Geoscience and Remote Sensing,1,10.1109/TGRS.2026.3684817,Article,,2-s2.0-105036079759
Chen M.-C.; Ruan S.-J.; Wu J.-H.; Chen P.-F.,Classifying American Society of Anesthesiologists Physical Status With a Low-Rank–Adapted Large Language Model: Development and Validation Study,2026,Journal of Medical Internet Research,1,10.2196/89540,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105036456891
Shi L.; Liu T.; Xie J.; Li N.; Zhong B.; Hong R.,Text-Guided Vision Token Reduction With Low-Rank Adaptation for Efficient Visual Grounding,2026,IEEE Transactions on Circuits and Systems for Video Technology,0,10.1109/TCSVT.2026.3684576,Article,,2-s2.0-105036286176
Govindaraj D.S.P.; Ajesh K.M.; Talukdar M.J.; George S.V.,FloodSense-VLM: A Lightweight Vision-Language Model for Real-Time Disaster Management,2026,"Proceedings of 2nd International Conference on Visual Analytics and Data Visualization, ICVADV 2026",0,10.1109/ICVADV67766.2026.11469877,Conference paper,,2-s2.0-105037432427
Aidi Z.E.; Flsh M.E.H.L.L.,Parameter-Efficient Adaptation of DINO Vision Transformers for Cervical Cytology via Attention LoRA,2026,"13th IEEE International Symposium on Signal, Image, Video and Communications under the theme: Beyond the Visible: AI-Powered Multimedia Processing and Communication Beyond Limits, ISIVC 2026 - Conference Proceedings",0,10.1109/ISIVC69944.2026.11574379,Conference paper,,2-s2.0-105044538382
Tulsani V.; Patni K.; Sahatiya P.,An Explainable Transformer-Based Framework for Software Defect Prediction Using QLoRA and Semantic Evaluation,2026,International Journal of Drug Delivery Technology,1,10.25258/ijddt.16.10s.4,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105034210589
Hahm W.J.; Jang S.; Kim H.T.; Lee D.; Kim K.,TM-Adapter: Temporal Merge Adapter for Efficient Global Temporal Modeling,2026,"Proceedings - 2026 IEEE/CVF Winter Conference on Applications of Computer Vision, WACV 2026",1,10.1109/WACV61042.2026.00592,Conference paper,,2-s2.0-105041348321
Chen J.,Fake News Detection: A Novel Framework Based on Dynamic LoRA and Local Feature Fusion,2026,"2026 International Conference on Image, Signal Processing and Pattern Recognition, ISPP 2026",0,10.1109/ISPP69262.2026.11543111,Conference paper,,2-s2.0-105043690357
Min H.; Zhan G.; Fan C.; Zhao Y.; Jia W.,Parameter-efficient transfer for CLIP-based text-to-person retrieval,2026,Signal Processing: Image Communication,0,10.1016/j.image.2026.117598,Article,,2-s2.0-105040605127
Singh A.K.; Chawla M.; Tiwari N.,Comparative Analysis of Full and Parameter-Efficient Fine-Tuning Strategies for Legal Text Summarization,2026,"Proceedings of the 2026 4th International Conference on Secure Cyber Computing and Communications, ICSCCC 2026",0,10.1109/ICSCCC69031.2026.11600352,Conference paper,,2-s2.0-105046181602
Bao X.; Feng J.; Huo Y.; Qiu H.; Yu H.; Ren S.; Ren J.,Controlled subspace fusion for language model continual learning,2026,Information Fusion,0,10.1016/j.inffus.2026.104184,Article,,2-s2.0-105028890141
Hao Z.; Duan Y.; Wang Y.,"Advancing Evidence-Based Medicine for Population, Intervention, Comparison, and Outcome Element Recognition and Extraction in Medical Literature: Large Language Model Approach",2026,Journal of Medical Internet Research,0,10.2196/91215,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105047522297
Burnashev R.A.; Gilmullin R.A.; Arabov M.K.,Parameter-efficient fine-tuning of large language models for Tatar language: A comparative study of LoRA and QLoRA,2026,"Proceedings - 2026 IEEE Ural-Siberian Conference on Biomedical Engineering, Radioelectronics and Information Technology, USBEREIT 2026",0,10.1109/USBEREIT70063.2026.11580544,Conference paper,,2-s2.0-105044690692
Liu J.; Liu H.; Tong S.; Guo R.; Wang W.,StART: A pre-trained style-aware adaptive routing Transformer for limited-data and general-purpose image style transfer,2026,Computer Vision and Image Understanding,0,10.1016/j.cviu.2026.104829,Article,,2-s2.0-105041226800
Yun S.; Pei J.; Wang P.,TOAST: Task-Oriented Adaptive Semantic Transmission Over Dynamic Wireless Environments,2026,IEEE Transactions on Network Science and Engineering,3,10.1109/TNSE.2025.3604633,Article,,2-s2.0-105015049337
Alzahrani B.; Yang D.,PrivLoRA: Enhancing Privacy in LoRA-Based Fine-Tuning of Large Language Models for Federated Learning,2026,"2026 International Conference on Computing, Networking and Communications, ICNC 2026",1,10.1109/ICNC68183.2026.11416880,Conference paper,,2-s2.0-105035745189
Zheng Y.; Fan B.,Global-local synergistic fine-tuning of DINOv3 for underwater instance segmentation,2026,Pattern Recognition Letters,0,10.1016/j.patrec.2026.06.012,Article,,2-s2.0-105042528816
Cuzzocrea A.; Sultan M.F.; Akter M.S.,HRes-Adapter: A Hierarchical Residual Parameter-Efficient Fine-Tuning Framework for Code Vulnerability Detection,2026,Proceedings of the International Conference on Security and Cryptography,0,10.5220/0015067400004103,Conference paper,All Open Access; Gold Open Access,2-s2.0-105048637704
Anjana Devi M.A.; Sountharrajan S.,HiPELog: Hierarchical and Parameter-Efficient Transformer for Log Anomaly Detection,2026,"Proceedings of the IEEE International Conference on AI Engineering and Innovations, AIEI 2026",0,10.1109/AIEI69164.2026.11496714,Conference paper,,2-s2.0-105040832774
Aguilar Cano I.; Bachiller Mayoral M.; Díaz López E.; Rincón Zamorano M.; Martínez Ramírez I.; Ivaylova K.; López-Pintor R.M.,Boundary-aware segmentation of Oral Lichen Planus using parameter-efficient adaptation of DINOv2,2027,Biomedical Signal Processing and Control,0,10.1016/j.bspc.2026.111338,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105049058019
Ghoroori M.; Chen Z.; Hooff G.,Fine-Tuning a Robustly Optimized Encoder Representation from Transformers Model for Domain-Specific Named Entity Recognition in Drilling Reports,2026,SPE Journal,0,10.2118/233392-PA,Article,,2-s2.0-105041659633
Srinivasan S.; Prajapati M.; Thalengala A.; Raveendran D.; Jaswanth C.S.,Convolutional low-rank adaptation for efficient semantic segmentation in vision transformers,2026,Scientific Reports,0,10.1038/s41598-026-57622-y,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105048660386
Accou S.; Poelman W.,Typologically Informed Parameter Aggregation,2026,"19th Conference of the European Chapter of the Association for Computational Linguistics, Findings of EACL 2026",0,10.18653/v1/2026.findings-eacl.119,Conference paper,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105039237170
Vinitha M.; Sivasankari V.; Rakhmanovich I.U.; Mahant J.,Automating Foundation Model Adaptation Through Gradient-Based Meta-Optimization Strategies,2026,International Journal of Artificial Intelligence and Machine Learning,0,10.51483/IJAIML.6.4s.2026.442-446,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105045189585
Kashyap T.; Sharma N.; Tiwari R.G.; Agarwal A.K.; Vasani J.; Rakesh N.,From FP32 to QLoRA: A Four-Phase Experimental Pipeline for Assessing Accuracy Recovery in Quantized Transformers,2026,"Proceedings of 6th International Conference on Expert Clouds and Applications, ICOECA 2026",0,10.1109/ICOECA68095.2026.11485055,Conference paper,,2-s2.0-105038079808
Kaushik A.; Roy C.; Jain G.; Mittal A.,Indian Legal Litigation Intelligence: A Hybrid QLoRA and LLM Framework for Indian Law,2026,"2026 5th International Conference on Distributed Computing and Electrical Circuits and Electronics, ICDCECE 2026",0,10.1109/ICDCECE68961.2026.11646089,Conference paper,,2-s2.0-105048477373
Mundotiya R.K.,NERBench-Chhattisgarh: A Multi-Family NER Dataset for Low-Resource Indic Languages,2026,SIGIR 2026 - Proceedings of the 49th International ACM SIGIR Conference on Research and Development in Information Retrieval,0,10.1145/3805712.3808633,Conference paper,,2-s2.0-105047242848
Brunda D.S.; Kamakshamma V.; Banu S.N.; Manjusha K.; Narasimhulu M.; Yadav G.H.K.,Resource-Aware Quantized Parameter-Efficient Fine-Tuning of Large Language Models for Low-Resource Cloud Environments,2026,"6th International Conference on Inventive Computation and Information Technologies, ICICIT 2026 - Proceedings",0,10.1109/ICICIT69063.2026.11634006,Conference paper,,2-s2.0-105047918014
Arya R.K.; Peddi R.; Srivastava R.,Hyperspectral image classification using depth-wise separable convolution-based Swin Retentive Network,2026,Advances in Space Research,0,10.1016/j.asr.2026.07.003,Article,,2-s2.0-105044611984
Liang Y.; Wang Y.; Li Y.; Zeng Y.,Matrix-Transformation based Low-Rank Adaptation (MTLoRA): A brain-Inspired method for parameter-Efficient fine-Tuning,2026,Neural Networks,1,10.1016/j.neunet.2026.108642,Article,,2-s2.0-105028987488
Zhou J.; Li Z.; Yu Y.; Zhou Y.; Guo R.; Li G.; Mao Y.; Han M.; Chang X.; Wang M.,Mettle: Meta-Token Learning for Memory-Efficient Audio-Visual Adaptation,2026,IEEE Transactions on Pattern Analysis and Machine Intelligence,4,10.1109/TPAMI.2025.3642821,Article,,2-s2.0-105024781680
Alkhder H.; Abboush M.,SDNLP at AMIYA 2026: Syrian Arabic Dialect Modeling with LoRA,2026,"VarDial 2026 - 13th Workshop on NLP for Similar Languages, Varieties and Dialects, Proceedings of the Workshop",1,10.18653/v1/2026.vardial-1.29,Conference paper,All Open Access; Gold Open Access,2-s2.0-105042259374
Abdaoui H.; Barbaria S.; Al Kuwaiti A.; Raouafi N.; Ben Salah R.; Boussi Rahmouni H.,Swin-Qwen3: a three-stage vision–language framework for automated radiology report generation with multi-agent verification,2026,Frontiers in Radiology,0,10.3389/fradi.2026.1875905,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105047637951
Alshehri W.; Al-Khatib W.G.; Amro M.,Parameter-Efficient Adaptation of Self-Supervised Models for Arabic Speech Recognition,2026,"EACL 2026 - 19th Conference of the European Chapter of the Association for Computational Linguistics, Proceedings of the 2nd Workshop on NLP for Languages Using Arabic Script, AbjadNLP 2026",0,10.18653/v1/2026.abjadnlp-1.40,Conference paper,All Open Access; Gold Open Access,2-s2.0-105040751429
Zhu Y.; Xu Y.; Wang X.; An Z.; Tian Y.; Zhao A.; Tahir A.; Shen M.,PISLAN: Physically-Informed Signal-Language Alignment Network for Intelligent Modulation Recognition in Beyond 5G Communications,2026,"2026 6th International Conference on Intelligent Communications and Computing, ICICC 2026",0,10.1109/ICICC71012.2026.11637828,Conference paper,,2-s2.0-105048494859
Yan G.; Guo J.; Petr K.; Zhou Z.; Zhu Y.; Yusuke I.; Matsuo Y.,"Grasp, Reason, Act: Tactile-Language Model for Zeroshot Sim2real Grasp Stability Prediction and Re-Grasping",2026,IEEE Robotics and Automation Letters,0,10.1109/LRA.2026.3675953,Article,,2-s2.0-105033783811
Xu P.; Yan F.,RSSR: Efficient knowledge transfer and deep spatial modeling for remote sensing visual question answering,2026,Computer Vision and Image Understanding,0,10.1016/j.cviu.2026.104753,Article,,2-s2.0-105035019576
Mengistu T.M.; Faisal K.M.; Choi W.; Kim T.,Natural language processing at the crossroads: Integrating federated and reinforcement learning for emerging intelligent systems,2026,Computer Science Review,0,10.1016/j.cosrev.2026.101014,Article,,2-s2.0-105041110047
Zhang T.; Yu P.; Xia Z.; Dai L.; Zhou X.; Gao H.,Fine-Grained DINO Tuning with Dual Supervision for Face Forgery Detection,2026,Proceedings of the AAAI Conference on Artificial Intelligence,1,10.1609/aaai.v40i15.38275,Conference paper,All Open Access; Gold Open Access,2-s2.0-105034600341
Braga M.; Raganato A.; Pasi G.,MAdaKron: A mixture-of-AdaKron adapters,2026,Knowledge-Based Systems,1,10.1016/j.knosys.2025.115086,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105025449898
Wang Y.; Li Y.; Wang Y.,ResVaRe: Parameter-efficient fine-tuning for large language models via cross-layer residual vector adaptation and representation editing,2026,Neural Networks,0,10.1016/j.neunet.2026.109273,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105043135086
Bing X.; Xi Y.; Yahyapour R.,SA-LoRA: Shared-A decoupled low-rank adaptation for class-incremental learning,2026,Journal of King Saud University - Computer and Information Sciences,0,10.1007/s44443-026-00925-x,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105046585209
Wu Q.; Li L.; Zhu H.; Yao P.; Wu X.; Cui Y.; Zhu W.; Wu Y.,Parameter-efficient image-to-video transfer learning for long-term visual place recognition,2026,Knowledge-Based Systems,1,10.1016/j.knosys.2025.115021,Article,,2-s2.0-105023957000
Bhooi P.S.; Abrol V.,AdaSpeech: Multiresolution modality adaptation for ASR in Hindi,2026,Speech Communication,0,10.1016/j.specom.2026.103465,Article,,2-s2.0-105047780506
Kim M.; Choi D.; Cho Y.; Kim Y.; Lee J.; Lee C.; Sohn K.,ET-BERT with Adapter Fusion: Operating-Regime Analysis of Modular Continual Adaptation for Encrypted Traffic Classification,2026,CMES - Computer Modeling in Engineering and Sciences,0,10.32604/cmes.2026.084041,Article,All Open Access; Gold Open Access,2-s2.0-105046157069
Rosnitschek T.; Walschewski J.; Grohmann P.; Eckardt S.; Stonis M.; Alber-Laukant B.; Tremmel S.,From dialogue to design: GenAI-Based automation of parametric modeling and sizing tasks in CAD workflows,2026,CAD Computer Aided Design,1,10.1016/j.cad.2026.104065,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105034437132
Gupta S.; Deshpande U.; Janssen T.; Sundararaman S.,Symbiosis: Multi-Adapter Inference and Fine-Tuning,2026,SoCC 2025 - Proceedings of the 2025 ACM Symposium on Cloud Computing,0,10.1145/3772052.3772230,Conference paper,All Open Access; Gold Open Access,2-s2.0-105028562990
Charoensuk J.; Ratsameedit W.; Muangkrathok R.; Poonsawat C.; Khamprapai W.,Parameter-Efficient Adaptation of Large Language Models for Low-Resource Isan-English Machine Translation,2026,"ICCE-TW 2026 - The 13th IEEE International Conference on Consumer Electronics - Taiwan: Sustainable and Human-centered AI in Consumer Electronics, Proceedings",0,10.1109/ICCE-TAIWAN71481.2026.11652651,Conference paper,,2-s2.0-105049147867
Pan Y.; Yuan Z.; Wu X.; Li W.; Luo A.; Xu C.,Learning Unknowns Without Forgetting Knowns: Compositional and Bidirectional Low-Rank Adaptive Open-World Detection Transformer,2026,IEEE Transactions on Circuits and Systems for Video Technology,0,10.1109/TCSVT.2026.3665637,Article,,2-s2.0-105030721173
Liu Y.; Wen Y.; Yang L.; He L.; Zhou M.,A General Framework for Efficient Medical Image Analysis via Shared Attention Vision Transformer,2026,IEEE Transactions on Medical Imaging,3,10.1109/TMI.2025.3644949,Article,,2-s2.0-105025134058
Qiu Y.; Yanai K.,DST-Mamba: Spatial–Temporal Adapter with Boundary-Aware Mamba for Video Temporal Action Detection †,2026,Big Data and Cognitive Computing,0,10.3390/bdcc10070231,Article,All Open Access; Gold Open Access,2-s2.0-105045827722
Krithika S.; Mohan G.B.,A Comprehensive Approach for Fine-tuning and Evaluation of Large Language Models on Dialogue Summarization,2026,SN Computer Science,0,10.1007/s42979-026-04852-6,Article,,2-s2.0-105033500400
Zhang X.; Zhu C.; Huang J.,Few-Shot Multimodal Sensor Fusion Framework for Adaptive Sports Action Recognition in Inclusive Physical Education,2026,International Journal of Humanoid Robotics,0,10.1142/S0219843626400104,Article,,2-s2.0-105034804036
Liang Y.; Tohti T.; Hu W.; Yan T.; Wang S.; Hamdulla A.,LLaMA-MoT: A cost-effective framework for visual-linguistic instruction tuning based on multi-head adapters and chain-of-thought,2026,Expert Systems with Applications,3,10.1016/j.eswa.2025.129250,Article,,2-s2.0-105013475928
Aditya A.; Pandey P.; Garg B.; Himanshu A.K.; Simran; Bhardwaj K.,Efficient Fine-Tuning of Large Language Models for Mathematical Reasoning: A Low-Resource Approach using LoRA and Quantization,2026,"ICECI 2026 - 2nd International Conference on Emerging Computational Intelligence: Bridging Research, Industry and Innovation in Computational Intelligence",0,10.1109/ICECI69159.2026.11519408,Conference paper,,2-s2.0-105041563392
Wang T.; Zhang M.; Qu J.; Liu Z.; Li M.; Wang X.V.,Multimodal knowledge-enhanced language model with online test-time adaptation for cross-domain industrial tabular prediction,2026,Engineering Applications of Artificial Intelligence,0,10.1016/j.engappai.2026.115061,Article,,2-s2.0-105038151314
Liu Z.; Zhu J.; Li N.; Huang G.,Multiple-Exit Tuning: Towards Inference-Efficient Adaptation for Vision Transformer,2026,IEEE Transactions on Circuits and Systems for Video Technology,0,10.1109/TCSVT.2025.3609549,Article,,2-s2.0-105016126489
Bajaj S.; Dutta K.,Evaluating LoRA Adaptation and Fine-Tuning for Multi-Class Adversarial Prompt Detection in Transformer Models,2026,"Proceedings of the IEEE International Conference on AI Engineering and Innovations, AIEI 2026",0,10.1109/AIEI69164.2026.11497073,Conference paper,,2-s2.0-105040829823
Zeng J.; Xu J.; Jia X.; Deng B.; Zhai Y.; Qin C.; Coscia P.; Genovese A.; Tian X.,DLGCNet: Multimodal remote sensing semantic segmentation via dual diagonal low-rank adaptation and graph convolutional feature fusion,2026,Knowledge-Based Systems,0,10.1016/j.knosys.2026.116299,Article,,2-s2.0-105040362557
Biondi N.; Ricci S.; Arati N.; Nocetti M.; Aminti G.; Pala P.; Brunetti M.,Parameter-efficient vision transformer adaptation for stem quality classification from smartphone forest images,2026,Smart Agricultural Technology,0,10.1016/j.atech.2026.102132,Article,All Open Access; Gold Open Access,2-s2.0-105037056132
He X.; Zhong X.; Wang J.; Zhen K.; Wu J.; Tian B.; Chen L.; Yan H.; Lyu G.,"Cleft lip and palate-generative pre-trained transformer: A parameter-efficient, domain-specific language model for cleft lip and palate clinical applications",2026,Digital Health,1,10.1177/20552076261416336,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105029597719
Liu X.; Garg M.; Jeon E.; Jia H.; Crowson C.S.; Sauver J.S.; Pagali S.R.; Sohn S.,Sequential multi-site fine-tuning for incremental deployment of large language models for mobility functional status extraction,2026,JAMIA Open,0,10.1093/jamiaopen/ooag139,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105044838444
Tukeyev U.; Ocheretin M.,From Speech to Summary in Turkmen: A Parameter-Efficient Neural Pipeline,2026,Applied Sciences (Switzerland),0,10.3390/app16125734,Article,All Open Access; Gold Open Access,2-s2.0-105043129896
Luo G.; Zhang Y.; Zhou Y.; Huang M.; Sun X.; Ji R.,Towards Parameter-Efficient Network Pruning with Re-Parameterized Adapter,2026,International Journal of Computer Vision,0,10.1007/s11263-025-02698-8,Article,,2-s2.0-105033333646
Zhuo Z.; Lyu Y.; Ma X.; Ma Y.; Zhou H.; Wei J.,Robust backdoor attacks against fine-tuning-based transfer learning via self-attention distillation,2026,Journal of Computer Security,0,10.1177/0926227X261476666,Article,,2-s2.0-105047119774
Hu J.; Xue J.; Zhang M.; Chen Y.; Ren Z.; Wu S.; Chen Z.; Ren P.,ASLoRA: Adaptive Sharing Low-Rank Adaptation Across Layers,2026,Pattern Recognition,0,10.1016/j.patcog.2026.114072,Article,All Open Access; Green Open Access,2-s2.0-105041165222
Jun J.; Ro Y.,GroupLoRA: Enhancing Rank Effectiveness Through Group-Wise Decomposition for Low-Rank Adaptation,2026,IEEE Access,1,10.1109/ACCESS.2026.3671790,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105032793448
Wu H.; Gao J.; Luo X.,GLA-LoRA: Parameter-efficient LLM fine-tuning with global-local knowledge alignment,2027,Neural Networks,0,10.1016/j.neunet.2026.109545,Article,,2-s2.0-105048230129
Patel N.; Gandhi V.C.; Bhatt T.; Patel H.H.; Rajyaguru M.H.; Gami C.C.,PrunedLoRa: Robust Gradient-Based Structured Pruning for Efficient Fine-Tuning of Large Language Models,2026,CCIC 2026 - Contemporary Computing Innovations Conference 2026,0,10.1109/CCIC68129.2026.11486129,Conference paper,,2-s2.0-105038691172
Zhang J.; Deng Y.,Neuromodulated Delta Adapters: Stabilizing Test-Time Adaptation via Gated Error Correction,2026,"ESANN 2026 Proceedings - 34th European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning",1,10.14428/esann/2026.ES2026-143,Conference paper,All Open Access; Gold Open Access,2-s2.0-105046213547
Wang K.; Qiao Q.,Few-Shot SAR Target Recognition with Low-Rank Adapted Vision Transformers,2026,DLCV 2026 - 2026 IEEE 3rd International Conference on Deep Learning and Computer Vision,1,10.1109/DLCV69906.2026.11635136,Conference paper,,2-s2.0-105047675212
Kong C.; Luo A.; Bao P.; Yu Y.; Li H.; Zheng Z.; Wang S.; Kot A.C.,MoE-FFD: Mixture of Experts for Generalized and Parameter-Efficient Face Forgery Detection,2026,IEEE Transactions on Dependable and Secure Computing,18,10.1109/TDSC.2025.3604443,Article,,2-s2.0-105014603123
Lee J.; Lee H.; Yang J.; Kim C.; Yi J.; Hwangbo S.; Lee H.; Chun M.; Jeong E.; Kim S.,CHIMERA: Controllable High-quality Image-Mask Extraction for Reliable Diffusion-Based Anomaly Synthesis,2026,Proceedings of the AAAI Conference on Artificial Intelligence,1,10.1609/aaai.v40i7.37511,Conference paper,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105034575947
Sarker T.K.; Islam K.J.; Sarker U.,Balancing Binary Biomedical QA: Parameter-Efficient Instruction Tuning on BioASQ and PubMedQA,2026,"2026 5th International Conference on Electrical, Computer and Telecommunication Engineering, ICECTE 2026",1,10.1109/ICECTE69292.2026.11429214,Conference paper,,2-s2.0-105036990313
Reshadi S.; TaghipourEivazi S.; Ghaffari A.; Seyyedabbasi A.,Deep learning approaches in computer vision: a comprehensive survey,2026,Cluster Computing,2,10.1007/s10586-026-06045-5,Review,,2-s2.0-105035353577
Gu X.; Liang Z.; Chung C.Y.; Fu X.; Mai W.; Liao X.; Qi C.; Wu T.; Zhu J.,VT-DeepSeek: A Visual-Guided and Parameter-Efficient Pretrained Transformer for IoT-Enabled Multimodal Photovoltaic Forecasting in Consumer Energy Systems,2026,IEEE Transactions on Consumer Electronics,0,10.1109/TCE.2026.3725054,Article,,2-s2.0-105048704968
Kibria N.B.G.; Mia M.M.; Kibria H.B.; Faysal Ahamed M.; Elsayed M.A.; Ayari M.A.; Khandakar A.,Adaptive BitFit: Gradient-Driven Sparse Bias Fine-Tuning for Efficient Cancer Classification,2026,IEEE Access,0,10.1109/ACCESS.2026.3727561,Article,All Open Access; Gold Open Access,2-s2.0-105049496205
Scapini E.; Iezzi F.,Lamba: Mamba State Space Model Adapted to Latin Semantic Retrieval,2026,CEUR Workshop Proceedings,0,,Conference paper,,2-s2.0-105048339700
Liu F.; Kwak S.; Phung H.; Nizam N.B.; Richter I.; Uriel N.; Averbuch-Elor H.; Estrin D.; Sabuncu M.R.,HyperCT: Low-Rank Hypernet for Unified Chest CT Analysis,2026,Proceedings of Machine Learning Research,0,,Conference paper,,2-s2.0-105040179997
Liu X.; Su C.,Fine-Tuning Large Language Models for Automated Resume Screening in Human Resource Management: A Comparative Performance Analysis,2026,"Journal of Engineering, Project, and Production Management",0,10.32738/JEPPM-2026-0092,Article,All Open Access; Gold Open Access,2-s2.0-105048344609
Efendioglu S.; Pehlivan H.,From Chat to Academia: Calibrating Formality in Low-Resource Languages,2026,IEEE Access,0,10.1109/ACCESS.2026.3652343,Article,All Open Access; Gold Open Access,2-s2.0-105028008900
