Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,EID
Rastogi D.; Johri P.; Kadry S.; Kim S.; Kumar L.; Baghela V.S.; Khan A.A.,XcepFusion for brain tumor detection using a hybrid transfer learning framework with layer pruning and freezing,2026,Scientific Reports,1,10.1038/s41598-025-33970-z,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105028884620
Chen H.; Ren B.; Luo A.; Yan Y.; Meng K.; Zhang G.; Guo Y.; Wang Y.,A mechanically informed transfer learning method for cross-capacity state-of-charge estimation of lithium-ion batteries,2026,Journal of Energy Storage,0,10.1016/j.est.2026.124457,Article,,2-s2.0-105049045658
Huang J.; Chen J.; Zheng Y.,State of health estimation for onboard lithium-ion batteries based on cross-domain transfer learning,2026,Electrical Engineering,0,10.1007/s00202-026-03626-w,Article,,2-s2.0-105038427794
Jin S.; Xu Y.; Zhao R.; Chen Y.; Li M.,Parameter-Efficient Large Model Transfer and Cloud-Edge Collaborative Inference Method for Edge Devices,2026,"2026 IEEE 6th International Conference on Electronic Technology, Communication and Information, ICETCI 2026",0,10.1109/ICETCI68937.2026.11610756,Conference paper,,2-s2.0-105046518628
Cao D.; Tang Y.; Chi Q.; Zhang X.; Fan W.; Chen H.; Liu B.; Kong L.; Li S.,A transfer learning framework for predicting the damage field of carbon fiber-reinforced composite pin-loaded joints,2026,Thin-Walled Structures,0,10.1016/j.tws.2026.115499,Article,,2-s2.0-105047533479
Min H.; Zhan G.; Fan C.; Zhao Y.; Jia W.,Parameter-efficient transfer for CLIP-based text-to-person retrieval,2026,Signal Processing: Image Communication,0,10.1016/j.image.2026.117598,Article,,2-s2.0-105040605127
Liang T.; Du L.; Lan G.,Multi-Level Contrastive Knowledge Distillation for Resource-efficient Visual Inference on Edge Devices,2027,Ad Hoc Networks,0,10.1016/j.adhoc.2026.104406,Article,,2-s2.0-105049042940
Sarkar N.K.; Borah S.K.; Anjana R.; Nandi U.; Singh M.M.,A Transfer Learning Technique to Identify Crop Leaf Diseases,2026,"2026 2nd International Conference on Computing, Sciences and Communications, ICCSC 2026",0,10.1109/ICCSC67078.2026.11468555,Conference paper,,2-s2.0-105038044316
Yang J.; Luo W.; Lu J.; Ding Y.; Li X.; Tian Z.; Liang Q.; Sun H.; Tao Y.; Chen Y.; Jia Y.,A Structurally Robust Framework for Intelligent Graphene Thermometry via Few-Shot Transfer Learning and Algorithm-Hardware Co-Design,2026,Small,0,10.1002/smll.74380,Article,All Open Access; Green Open Access,2-s2.0-105043953869
Biswas A.K.; Fahim M.; Fuad M.T.H.; Mazumder A.M.R.; Ali A.A.; Rahman A.M.,Training-free layer selection for partial fine-tuning of language models,2026,Information Sciences,0,10.1016/j.ins.2026.123204,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105029820880
Gamlo A.; Sharaf S.; Molla R.,Efficient CNN–GRU Transfer Learning for Edge IoT Intrusion Detection,2026,Electronics (Switzerland),0,10.3390/electronics15050981,Article,All Open Access; Gold Open Access,2-s2.0-105032593008
Guo Y.; Gu X.,MMRL++: Parameter-Efficient and Interaction-Aware Representation Learning for Vision-Language Models,2026,International Journal of Computer Vision,0,10.1007/s11263-025-02586-1,Article,,2-s2.0-105025769072
Chugh H.; Tuteja G.; Kumar S.; Namdev H.; Kumar B.V.; Patidar V.K.,Deployment-Oriented Binary Diabetic Retinopathy Detection Using Transfer Learning with VGG19,2026,"Proceedings of the 2026 13th International Conference on Computing for Sustainable Global Development, INDIACom 2026",0,10.23919/INDIACom70271.2026.11525821,Conference paper,,2-s2.0-105041792554
Zhou Y.; Zhang S.; Wang M.,Mid-Term Load Forecasting With Minimal Data: An In-Context-Learning-Aware Approach Using Large Language Models,2026,IEEE Transactions on Power Systems,1,10.1109/TPWRS.2026.3654059,Article,,2-s2.0-105027952052
Zhang Y.; Wu Z.; Liao S.; Wu S.; Chen J.,MP-ISMoE: Mixed-Precision Interactive Side Mixture-of-Experts for Efficient Transfer Learning,2026,Proceedings of the AAAI Conference on Artificial Intelligence,1,10.1609/aaai.v40i34.40084,Conference paper,All Open Access; Gold Open Access,2-s2.0-105034602416
Davud M.,Dense121GAN: transfer learning-enhanced conditional generative adversarial network with DenseNet121 for reliable and efficient segmentation in medical and industrial imaging,2026,PeerJ Computer Science,0,10.7717/peerj-cs.4020,Article,All Open Access; Gold Open Access,2-s2.0-105044277031
Lu F.; Jin T.; Lan X.; Zhang L.; Liu Y.; Wang Y.; Yuan C.,SelaVPR++: Towards Seamless Adaptation of Foundation Models for Efficient Place Recognition,2026,IEEE Transactions on Pattern Analysis and Machine Intelligence,2,10.1109/TPAMI.2025.3629287,Article,,2-s2.0-105021060422
Ma X.; Xie H.; Qin S.J.,Efficiently Integrate Large Language Models with Visual Perception: A Survey from the Training Paradigm Perspective,2026,Information Fusion,3,10.1016/j.inffus.2025.103419,Article,,2-s2.0-105009512034
Kang S.-M.; Cho Y.-S.,APT: A Two-stage Image-Video Transfer Learning for Video Retrieval,2026,IEEE Transactions on Multimedia,0,10.1109/TMM.2026.3687737,Article,,2-s2.0-105037791505
Li Z.; Wang W.; Liu C.; He J.; Zhao Y.; Zhai Y.; Tang R.,Symptom-Aware Adaptation of CLIP for Few-Shot Medical Image Classification,2026,IEEE Signal Processing Letters,0,10.1109/LSP.2026.3685174,Article,,2-s2.0-105036818632
Dave D.; Shah T.P.; Chavada A.,A modified hybrid CNN-based feature selection and ANN classification framework for patient-level breast cancer histopathology analysis,2026,Franklin Open,1,10.1016/j.fraope.2026.100578,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105033210864
Rezabeyk E.M.; Abadi Z.K.; Hamzavi Y.; Lavaei M.,On the Transferability of Forward-Forward Representations Under Domain Shift,2026,"2026 2nd International Conference on Computing, Communication and Green Engineering, CCGE 2026",0,10.1109/CCGE67142.2026.11581822,Conference paper,,2-s2.0-105044711150
Liu X.Q.; Li K.Q.; Yin Z.Y.,AGF-PINN-HC: hard-constrained enhanced physics-informed neural networks for multi-pipe heat transfer in artificial ground freezing,2026,Canadian Geotechnical Journal,4,10.1139/cgj-2025-0990,Article,,2-s2.0-105037180777
Cui R.; Guo C.; Zhang Q.; Zhang W.; Li H.; Li Y.; Cui X.,A cross-configuration multi-fidelity framework for aerodynamic modeling: DeepONet with adaptive gated fusion and transfer learning,2026,Aerospace Science and Technology,0,10.1016/j.ast.2026.112935,Article,,2-s2.0-105042666395
Abbas M.; Hassan M.; Hussain M.; Ali Q.; Wang R.-Z.,Enhancing Brain Tumor Segmentation in MRI Using Vision Transformer-Based Encoder-Decoder Fusion,2026,AICCC 2025 - 2025 8th Artificial Intelligence and Cloud Computing Conference,0,10.1145/3789982.3790006,Conference paper,,2-s2.0-105039880044
Zhou T.; Xing C.; Hu T.; Meng L.; Chen Z.; Xiao G.; Zhang M.; Xu C.,An online cutting tool wear monitoring method based on the integration of DSCNN and pre-training/fine-tuning transfer learning,2026,Digital Engineering,2,10.1016/j.dte.2025.100085,Article,All Open Access; Gold Open Access,2-s2.0-105025457188
Zhang X.; Zhao Q.; Zeng X.; Qin M.; Liu H.; Choy Y.; Jin G.; Ye T.; Hua R.; Li H.,Physics-informed neural-network analysis of free-surface wake and vortex-band interference past dual cylinders,2026,Physics of Fluids,0,10.1063/5.0324931,Article,,2-s2.0-105037821428
Ma J.; Ruotsalo T.,Adapting frozen foundation models for montage-agnostic high-resolution EEG event segmentation,2026,Journal of Neural Engineering,0,10.1088/1741-2552/ae6142,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105040367987
Wu C.; Xu T.; Feng Z.; Wu X.-J.; Kittler J.,Interactive image-to-video transfer learning,2026,Neural Networks,0,10.1016/j.neunet.2025.108354,Article,,2-s2.0-105024209055
Hurtado J.V.; Mohan R.; Valada A.,Hyperspectral Adapter for Semantic Segmentation With Vision Foundation Models,2026,IEEE Robotics and Automation Letters,2,10.1109/LRA.2026.3656795,Article,,2-s2.0-105028393473
Li Z.; Fu Z.; Fu G.,Generalist–specialist transfer learning for cross-city spatial generalization in pluvial flood prediction,2026,Water Research,0,10.1016/j.watres.2026.126650,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105047336301
Ansary M.S.,Transfer Learning With CLIP for Intelligent Concrete Crack Detection in Structural Health Monitoring,2026,Shock and Vibration,0,10.1155/vib/4194403,Article,All Open Access; Gold Open Access,2-s2.0-105030159168
Shu X.; Yan H.; Chen F.; Feng R.; Zhao H.,Cell-to-pack transfer learning for battery health estimation using domain-adversarial parallel networks,2026,Journal of Energy Storage,1,10.1016/j.est.2026.120930,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105029487217
Liu L.; Ma Y.; Sun L.; Kang H.; Shuai K.; Zhu Z.; Xiao Y.,Efficient Multiobjective Optimization of an Asymmetric Rotor IPMSM With Hybrid Poles,2026,IEEE Transactions on Transportation Electrification,2,10.1109/TTE.2025.3637598,Article,All Open Access; Green Open Access,2-s2.0-105023079418
Furuya T.,Token adaptation via side graph convolution for efficient fine-tuning of 3D point cloud transformers,2026,Machine Vision and Applications,0,10.1007/s00138-026-01802-3,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105033917353
Chen B.; Gao X.; Zhang W.; Cao S.; Li S.; Yan L.,PASAformer: Cerebrovascular Disease Classification With Medical Prior-Guided Adapter and Pathology-Aware Sparse Attention,2026,IEEE Journal of Biomedical and Health Informatics,0,10.1109/JBHI.2026.3663876,Article,,2-s2.0-105029844958
Paul A.; Gourisaria M.K.; Jha A.V.; Appasani B.; Bizon N.; Roy S.,Beyond Images: Metadata-Augmented Multimodal Fusion for Wildlife Classification,2026,"Proceedings of the 18th International Conference on Electronics, Computers and Artificial Intelligence, ECAI 2026",0,10.1109/ECAI69016.2026.11613601,Conference paper,,2-s2.0-105046608337
Han D.; Li Z.; Qiao J.; Ren K.; Li T.; Jiang J.; Hui Z.,Dual-Wavelength Automatic Mode-Locked Fiber Laser Based on Dual-Domain Criteria (Invited); [基 于 双 域 判 据 的 双 波 长 自 动 锁 模 光 纤 激 光 器(特 邀)],2026,Laser and Optoelectronics Progress,0,10.3788/LOP260464,Article,,2-s2.0-105042430005
Zhao Q.; He Q.; He K.,Research on Improved ResNet18-based Multi-level Classification and Recognition of Pain Expressions,2026,"2026 The 9th International Conference on Image and Graphics Processing, ICIGP 2026",0,10.1109/ICIGP68997.2026.11619607,Conference paper,,2-s2.0-105047193374
Almorsy S.; Torki M.,X3D-based Illegal Waste Dumping Detection with Temporal Localization,2026,"Proceedings - 2026 IEEE/CVF Winter Conference on Applications of Computer Vision Workshops, WACVW 2026",1,10.1109/WACVW68408.2026.00068,Conference paper,,2-s2.0-105047531953
Chauhan S.; Yamsani N.; Sharma N.; Badhani R.; Kharola A.,Towards Automated Fertility Diagnostics: Human Sperm Classification with Deep Learning,2026,"2026 IEEE International Conference on Emerging Computing and Intelligent Technologies, ICoECIT 2026",0,10.1109/ICoECIT68303.2026.11497082,Conference paper,,2-s2.0-105041167012
Li Y.; Ye J.; Xu G.; Wang J.; Liu X.,TD4V: temporal difference module for efficient video action recognition via fine-tuning and side-tuning,2026,Visual Computer,0,10.1007/s00371-025-04287-9,Article,,2-s2.0-105024075626
Chauhan S.; Yamsani N.; Saini A.K.; Saini P.; Gupta J.; Barwal A.,Accurate Fruit Disease Detection and Classification using Lightweight Deep Learning Models,2026,"Proceedings of the 2026 13th International Conference on Computing for Sustainable Global Development, INDIACom 2026",0,10.23919/INDIACom70271.2026.11526200,Conference paper,,2-s2.0-105041851395
Yan M.; Liu K.; An S.; Wang G.; Jin Z.; Zang J.,Transfer learning-driven adaptive physics-informed neural networks acceleration method for aerodynamic identification,2026,Engineering Applications of Artificial Intelligence,2,10.1016/j.engappai.2025.113589,Article,,2-s2.0-105025118409
Sun Y.; Zhu J.; Cheng H.; Luv C.; Yang Z.; Chen L.; Wang Y.,Align then Adapt: Rethinking Parameter-Efficient Transfer Learning in 4D Perception,2026,IEEE Transactions on Multimedia,1,10.1109/TMM.2026.3705202,Article,,2-s2.0-105043142538
An F.; Ma X.; Shen N.; He Y.; Hao Y.; Jiang L.; Duan J.,EchoST-SSL: Self-Supervised Spatiotemporal Representation Learning for Label-Efficient Processing of Echosounder Data,2026,IEEE Sensors Journal,0,10.1109/JSEN.2026.3720358,Article,,2-s2.0-105048552029
Huang R.; Guo J.; Yue H.; Lu X.; Yang J.,PVP-adapter: Dual-branch spatial-frequency adaptation for change detection of photovoltaic panels,2026,ISPRS Journal of Photogrammetry and Remote Sensing,0,10.1016/j.isprsjprs.2026.07.032,Article,,2-s2.0-105046588752
Hu X.; Wang L.; Wang Z.; Li H.,Pain-Adapter: A Parameter-Efficient Adaptation Network for Facial Video-based Pain Assessment,2026,BIC 2026 - Proceedings of 2026 6th International Conference on Bioinformatics and Intelligent Computing,0,10.1145/3809986.3810091,Conference paper,All Open Access; Gold Open Access,2-s2.0-105048964315
Wang J.; Xu Q.; Jiang B.; Luo B.,Layer-Wise Adaptive Freezing With Spatial Prompt Learning for Efficient Fine-Tuning in Image Classification,2026,IEEE Transactions on Artificial Intelligence,0,10.1109/TAI.2025.3579458,Article,,2-s2.0-105009025628
Kim M.; Choi D.; Cho Y.; Kim Y.; Lee J.; Lee C.; Sohn K.,ET-BERT with Adapter Fusion: Operating-Regime Analysis of Modular Continual Adaptation for Encrypted Traffic Classification,2026,CMES - Computer Modeling in Engineering and Sciences,0,10.32604/cmes.2026.084041,Article,All Open Access; Gold Open Access,2-s2.0-105046157069
Pathak S.; Lin G.,PpLM-CO: Parameter-Efficient Codon Optimization with Frozen Pre-trained Protein Language Model and Guaranteed Translation Fidelity,2026,"ACM-BCB 2026 - 17th ACM International Conference on Bioinformatics, Computational Biology and Health Informatics",0,10.1145/3807503.3819445,Conference paper,All Open Access; Gold Open Access,2-s2.0-105046604205
Islam M.R.; Al Mobassir A.; Mutalib M.A.; Haque A.; Moududi M.A.A.; Islam R.; Hasan M.M.; Rahman N.; Haque N.; Miah A.S.M.; Islam M.S.,Hybrid Deep Learning and Radiomic Shape Feature Fusion for Automated Brain Tumor Classification from MRI Images,2026,"2026 IEEE 2nd International Conference on Quantum Photonics, Artificial Intelligence and Networking, QPAIN 2026",0,10.1109/QPAIN69676.2026.11545798,Conference paper,,2-s2.0-105043193899
Chauhan S.; Yamsani N.; Sharma N.; Badhani R.; Kharola A.,Towards Automated Fertility Diagnostics: Human Sperm Classification with Deep Learning,2026,CCIC 2026 - Contemporary Computing Innovations Conference 2026,0,10.1109/CCIC68129.2026.11486026,Conference paper,,2-s2.0-105038773945
Li J.; Gao M.; Tang S.; Wei L.; Xiao J.; Wu F.; Hong R.; Wang M.; Tian Q.,Structure-Induced Gradient Regulation for Generalizable Vision-Language Models,2026,IEEE Transactions on Pattern Analysis and Machine Intelligence,0,10.1109/TPAMI.2025.3604454,Article,,2-s2.0-105014954786
Alghaili A.; Farady I.; Lin C.-Y.; Wang M.-J.,Adaptive Transfer Learning Strategies for a Vision Transformer-Based Seismic Foundation Model,2026,"ICCE-TW 2026 - The 13th IEEE International Conference on Consumer Electronics - Taiwan: Sustainable and Human-centered AI in Consumer Electronics, Proceedings",0,10.1109/ICCE-TAIWAN71481.2026.11652557,Conference paper,,2-s2.0-105049151488
Heng Q.; Liu Q.; Zhong M.; Liu L.; Gao L.; Li H.,EPAT: Enhanced Parameter-Efficient Transfer Learning with Adaptive Strategy Fusion for Text-to-Image Person Re-identification,2026,FG 2026 - 20th IEEE International Conference on Automatic Face and Gesture Recognition,0,10.1109/FG67764.2026.11556956,Conference paper,,2-s2.0-105043333755
Poolwan J.; Chumuang N.; Narin B.; Chansuek P.,A Comparative Study of Transfer Learning-Based Deep CNN Architectures for Cat-Dog Image Classification,2026,"International Conference on Cybernetics and Innovations, ICCI 2026",0,10.1109/ICCI68752.2026.11506496,Conference paper,,2-s2.0-105041295611
Yeregui J.; Lopetegi I.; Fernandez S.; Garayalde E.; Iraola U.,Onsite Estimation of Battery Electrochemical Parameters via Transfer Learning-Based Physics-Informed Neural Network Approach,2026,IEEE Transactions on Industrial Informatics,3,10.1109/TII.2025.3632935,Article,,2-s2.0-105023128383
Cheng Q.; Qingchuan L.; Xingjun H.; Junjie H.; Jinpeng X.; Ling W.; Shoubo F.; Chunhong Z.; Qianglin L.; Lingjie X.; yishang X.,Bayesian-optimized transfer learning for ammonia nitrogen prediction in SBR systems: Seamless knowledge transfer from domestic to industrial-mixed wastewater,2026,Journal of Environmental Management,2,10.1016/j.jenvman.2026.128643,Article,,2-s2.0-105027571574
Sukanyathara J.; Kashyap K.L.,Fully Unsupervised Video Anomaly Detection and Tracking with Adapter-Tuned Foundation Model,2026,"7th International Conference on Innovative Trends in Information Technology, ICITIIT 2026",0,10.1109/ICITIIT68860.2026.11499493,Conference paper,,2-s2.0-105040775507
Pinnaboina S.; Kambhampati V.S.; Jammalamadaka K.R.S.; Jammalamadaka S.B.,Superfast prediction of brain tumours through adaptive incremental pre-training and re-training through transfer learning using state-of-the-art ResNet18 architectural model,2026,Scientific Reports,0,10.1038/s41598-026-60525-7,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105048104190
Tian Q.; Yang Y.; Chen B.; Chen J.; Ning J.; Zhang L.,Dstadapter: divided spatial-temporal adapter fine-tuning method for sign language recognition,2026,International Journal of Machine Learning and Cybernetics,0,10.1007/s13042-026-03002-x,Article,,2-s2.0-105033437812
Elhanashi A.; Donati M.; Zheng Q.; Saponara S.,Lightweight Deep Learning Architectures for Efficient Visual Understanding in Intelligent Reality Systems,2026,"Proceedings - 2026 IEEE 5th International Conference on Intelligent Reality, ICIR 2026",0,10.1109/ICIR70631.2026.11628039,Conference paper,,2-s2.0-105048785458
Xue K.; Yuan Q.; Zhang B.; Du X.,Heat-generation–dissipation-decoupled battery thermal modeling across multiple cooling boundaries: A physics-constrained transfer learning framework,2026,Journal of Energy Storage,0,10.1016/j.est.2026.123989,Article,,2-s2.0-105046790544
Qi H.; Yang Z.; Yu J.; Ye L.,Structure-aware Graph Contrastive Low-Rank Adaptation for Cross-Domain Few-Shot Fault Diagnosis,2026,"Proceedings of 2026 IEEE 15th Data Driven Control and Learning Systems Conference, DDCLS 2026",0,10.1109/DDCLS71227.2026.11610458,Conference paper,,2-s2.0-105046572343
Dorcas M.; Abdullahi M.B.; Ogbonnia E.,OPTIMIZED TRANSFER LEARNING PIPELINE USING RESNET-50 AND BAYESIAN OPTIMIZATION FOR OIL SPILLAGE DETECTION,2026,Proceedings of Machine Learning Research,0,,Conference paper,,2-s2.0-105045832216
Jadouli A.; El Amrani C.,Wildfire Occurrence Prediction via Modular Reuse of Frozen Intermediate Gemma 3-1B Decoder Blocks,2026,IEEE Access,0,10.1109/ACCESS.2026.3698329,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105040358934
Fan J.; Kunz T.,Interpretable Policy Transfer via Causal Inference for Efficient Reinforcement Learning in Adversarial Environments,2026,"Proceedings - International Conference on Computer Communications and Networks, ICCCN",0,10.1109/ICCCN69946.2026.11663001,Conference paper,,2-s2.0-105049168404
Wang Z.; Shi B.; Osmond P.; Zhang K.,Multimodal deep-learning–driven water-quality forecasting and scenario assessment: shifting from reactive monitoring to proactive basin management,2026,Journal of Hydrology,3,10.1016/j.jhydrol.2026.135554,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105038405824
Ferdous J.; Islam R.; Mahboubi A.; Islam M.Z.,TL-RL-FusionNet: Reinforcement Learning-Guided Residual MLP with Fused CNN Embeddings for Efficient and Adaptive Ransomware Detection,2026,Sensors,0,10.3390/s26154775,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105047019241
Liu D.,Freezetune ASR: A Selective Freezing and Genetic Algorithm (GA) Based Selective Fine Tuning for Accent Robust English Speech Recognition,2026,"3rd International Conference on Integrated Intelligence and Communication Systems, ICIICS 2026",0,10.1109/ICIICS67880.2026.11483608,Conference paper,,2-s2.0-105042776988
Tuteja G.; Rajyalaxmi M.; Kumar D.; Fulara S.; Bansal G.; Arora S.,Efficient Gender Classification Using CNN and Pretrained VGG16 Deep Models,2026,"Proceedings of 2026 5th OPJU International Technology Conference on Smart Computing for Innovation and Advancement in Industry 5.0, OTCON 2026",0,10.1109/OTCON69332.2026.11629739,Conference paper,,2-s2.0-105047944785
Cao Y.; Yao H.; Cai Y.; Zhang Y.; Chen H.; Zhang H.; Shen W.,Cross-source medical anomaly detection via prompt-guided diffusion representations,2026,Pattern Recognition,1,10.1016/j.patcog.2026.113985,Article,,2-s2.0-105040392583
Chiniforoushan M.; Mohammadi M.R.,YOLO-adapter: Beyond full fine-tuning for accurate few-shot object detection,2026,Neurocomputing,0,10.1016/j.neucom.2026.133138,Article,,2-s2.0-105031430572
Sun C.,Automatic Multi-Class Radio Frequency Signal Identification Based on ResNet-50 Transfer Learning,2026,"2026 6th International Conference on Artificial Intelligence and Industrial Technology Applications, AIITA 2026",0,10.1109/AIITA69518.2026.11567217,Conference paper,,2-s2.0-105043718019
Mińkowski M.; Seyedheydari F.; Seppi M.; Chen B.; Grassano D.; Särkkä S.,Deep learning-based surrogate model for generation of wood microstructures,2026,Next Materials,0,10.1016/j.nxmate.2026.102641,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105046266429
Fan R.; Lyu Y.; Xiao X.; Duan G.,Source-free joint SOC/SOH estimation for lithium-ion batteries via task-specific adapters and interaction attention,2027,Eksploatacja i Niezawodnosc,0,10.17531/ein/225071,Article,All Open Access; Gold Open Access,2-s2.0-105047895714
Feng H.; Peng D.,Foundation Models Meet Musculoskeletal Digital Twins: Uncertainty-Aware Early Detection of Subclinical Cartilage Damage via Cross-Modal Transfer Learning,2026,IEEE Journal of Biomedical and Health Informatics,0,10.1109/JBHI.2026.3712750,Article,,2-s2.0-105045390580
Kumaresh N.; Souza M.D.; Siddamsetti S.; Adiga S.; Sudhakar K.; Sahu S.K.; Anandh A.,Transfer Learning with VGG16 on Merged Ultrasound Datasets for Automated Breast Cancer Classification with Grad-CAM Interpretability,2026,Journal of Robotics and Control (JRC),0,10.18196/jrc.v7i1.26501,Article,All Open Access; Gold Open Access,2-s2.0-105033119842
Nath K.; Kumar V.; Smith D.J.; Karniadakis G.E.,A digital twin for diesel engines: Operator-infused physics-informed neural networks with transfer learning for engine health monitoring,2026,Engineering Applications of Artificial Intelligence,5,10.1016/j.engappai.2026.114052,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105030451264
Kumar S.; Nitin; Singh S.K.,Comparative Analysis of Pretraining Paradigms for Label-Efficient Chest X-Ray Classification,2026,"2026 5th International Conference on Distributed Computing and Electrical Circuits and Electronics, ICDCECE 2026",0,10.1109/ICDCECE68961.2026.11645795,Conference paper,,2-s2.0-105048494914
Zhou J.; Zhu X.; Qin Y.; Zeng X.; Huang Z.; Yan B.; Deng J.,Transfer learning-assisted rapid design of multi-wavelength and multi-polarization metasurface holography,2026,"Physics Letters, Section A: General, Atomic and Solid State Physics",0,10.1016/j.physleta.2026.132113,Article,,2-s2.0-105049066920
